sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:possible_english_name,matchScore,mappingStatus,conceptId,comment
6523B,"SITUS TRANSVERSUS ET OBLIQUUS,SYNNYTYKSEN AIKANA",58,,Transverse or oblique presentation of fetus,0.3202480673789978,UNCHECKED,81358,
6594A,"\"\"GRAND MULTIPARA\"\" ,RASKAUDEN AIKANA",9,,"Grand multiparity, with current pregnancy",0.34698665142059326,UNCHECKED,437937,
4940A,BRONCHIECTASIAE,181,,Bronchiectasis without acute exacerbation,0.8715561628341675,APPROVED,256449,
7061A,ACNE VULGARIS,58,,Other acne,1.0,APPROVED,141095,
2167X,"ALARAAJAN IHON BEN KASV,TARK MÄÄRITT HYVÄNLAAT KASV",19,,"Benign neoplasm of skin of lower limb, including hip",0.13294097781181335,UNCHECKED,4314802,
6634A,FUNICULUS UMBILICALIS BREVIS,9,,Short cord complicating labor and delivery,0.500876247882843,UNCHECKED,4091047,
7189F,"MB ARTICULI, LIGAM ET CARTILAG NUD,POLVI",58,,Unspecified derangement of joint,0.2695349454879761,UNCHECKED,439103,
2243A,NEOPLASMA BENIGNUM CONJUNCTIVAE,19,,Benign neoplasm of conjunctiva,0.692714273929596,UNCHECKED,373982,
5532A,HERNIA VENTRALIS SINE OBSTRUCTIONE ET GANGRAENA,181,,Ventral hernia without mention of obstruction or gangrene,0.5592508912086487,UNCHECKED,4185786,
6714A,"THROMBOPHLEB PROF EXTR INFER,RASKAUDEN AIKANA",9,,"Deep phlebothrombosis, postpartum",0.4085172116756439,UNCHECKED,320741,
7338A,SANATIO INCOMPLETA POST FRACTURAM,58,,Malunion and nonunion of fracture,0.5102741718292236,UNCHECKED,44782588,
2350A,NEOPLASMA DEFINITUM ALIUD GLANDULARUM SALIVALIUM,19,,Neoplasm of uncertain behavior of major salivary glands,0.4587936997413635,UNCHECKED,4122227,
6714B,"THROMBOPHLEB PROF EXTR INFER,PUERP AIKANA",9,,"Deep phlebothrombosis, postpartum",0.42491111159324646,UNCHECKED,45757143,
5828A,"GLOMERULONEPHRITIS CHRONICA ALIA DEF,EI NEFR SDR",181,,Chronic glomerulonephritis with other specified pathological lesion in kidney,0.5051828622817993,UNCHECKED,312358,
8600A,PNEUMOTHORAX TRAUMATICUS NON COMPLICATUS,58,,Traumatic pneumothorax without mention of open wound into thorax,0.6651105880737305,UNCHECKED,4234083,
6718B,"HAEMORRHOIDES ANI,PUERP AIKANA",9,,Other venous complications in pregnancy and the puerperium,0.4489864706993103,UNCHECKED,195562,
6150A,"ENDOMETRITIS, ENDOMYOMETRITIS ET PERIMETRITIS ACUTA",181,,"Acute inflammatory diseases of uterus, except cervix",0.6771228909492493,UNCHECKED,4031820,
2409X,STRUMA NUD,57,,"Goiter, unspecified",0.4719502329826355,UNCHECKED,4083417,
2508X,"DIABETES MELLITUS CUM COMPLICATIONE NON DESCR,NUD",19,,Diabetes with other specified manifestations,0.5373224020004272,UNCHECKED,442793,
2754A,HYPERCALCAEMIA,19,,Disorders of calcium metabolism,1.0,APPROVED,435511,
7080A,URTICARIA ACUTA ALLERGICA,181,,Allergic urticaria,0.6714615225791931,UNCHECKED,139902,
7020X,DERMATOSES PRAECANCEROSAE ALIAE,9,,Actinic keratosis,0.2975185811519623,UNCHECKED,137944,
2440A,HYPOTHYREOSIS POSTOPERATIVA,57,,Postsurgical hypothyroidism,0.5976787209510803,UNCHECKED,137820,
2530A,ACROMEGALIA,57,,Acromegaly and gigantism,1.0,APPROVED,4253197,
3541A,LAESIO NERVI MEDIANI ALIA,19,,Other lesion of median nerve,0.41071170568466187,UNCHECKED,140090,
2809X,ANAEMIA SIDEROPENICA NUD,180,,"Iron deficiency anemia, unspecified",0.7060705423355103,UNCHECKED,436659,
7110A,"ARTHRITIS PURULENTA, OLKANIVEL",9,,Pyogenic arthritis,0.46148374676704407,UNCHECKED,4166519,
3575A,POLYNEUROPATHIA ALCOHOLICA,19,,Alcoholic polyneuropathy,0.8611095547676086,APPROVED,378421,
2961B,"VAKAVA MASENNUSTILA,LIEVÄASTEINEN",180,,"Manic disorder, recurrent episode",0.14060308039188385,UNCHECKED,4164283,
3591A,DYSTROPHIA MUSCULORUM PROGRESSIVA HEREDITARIA,57,,Hereditary progressive muscular dystrophy,0.6585391163825989,UNCHECKED,80399,
7152B,"OSTEORTHROSIS SECUNDARIA,KYYNÄRNIVEL",9,,"Osteoarthrosis, localized, secondary",0.22929438948631287,UNCHECKED,80180,
3760A,INFLAMMATIO ORBITAE ACUTA,19,,Acute inflammation of orbit,0.738601565361023,UNCHECKED,433486,
2505A,"NEUROPATHIA DIABETICA,TYYPPI II",179,,Diabetes with ophthalmic manifestations,0.4014882743358612,UNCHECKED,4044391,
7164A,ARTHROPATHIA TRANSITORIA,9,,Transient arthropathy,0.5807587504386902,UNCHECKED,73553,
3542A,LAESIO NERVI ULNARIS,179,,Lesion of ulnar nerve,0.5542098879814148,UNCHECKED,374027,
4311A,HAEMORRHAGIA INTRACEREBRALIS HYPERTONIA NON INDICAT,57,,Intracerebral hemorrhage,0.6311751008033752,UNCHECKED,376713,
4040A,MORBI CORDIS ET RENALIS HYPERTONICI,19,,"Hypertensive heart and chronic kidney disease, malignant",0.4463954269886017,UNCHECKED,444369,
7180A,"NIVELRUSTON SAIRAUS,OLKANIVEL",9,,Articular cartilage disorder,0.2183934450149536,UNCHECKED,434567,
2910A,ALKOHOLIDELIRIUM,178,,Alcohol withdrawal delirium,0.5716536641120911,UNCHECKED,373995,
6088X,ALII MORBI GENITALIUM VIRI,57,,Other specified disorders of male genital organs,0.32153135538101196,UNCHECKED,4243897,
4264A,"\"\"RIGHT BUNDLE BRANCH BLOCK\"\"",19,,Right bundle branch block,0.5788921117782593,UNCHECKED,314059,
7199C,"MB ARTICULI NUD,RANNE",9,,Unspecified disorder of joint,0.23846971988677979,UNCHECKED,4132616,
2967A,PSYCHOSIS BIPOLARIS NUD,178,,"Bipolar I disorder, most recent episode (or current) unspecified",0.6031630039215088,UNCHECKED,436073,
6840A,IMPETIGO CONTAGIOSA,57,,Impetigo,1.0,APPROVED,140480,
6489X,MUU RASKAUSKOMPLIKAATIO,177,,"Other current conditions complicating pregnancy, childbirth, or the puerperium",0.3068440854549408,UNCHECKED,4236744,
7280A,MYOSITIS INFECTIOSA,9,,Infective myositis,0.7493722438812256,UNCHECKED,76508,
4718X,POLYPUS NASALIS ALIA DEFINITA,19,,Other polyp of sinus,0.4396118223667145,UNCHECKED,4138403,
2449X,HYPOTHYREOSIS AQCUISATA NUD,176,,Unspecified acquired hypothyroidism,0.323034405708313,UNCHECKED,140673,
6931A,DERMATITIS EX ALIMENTIS (INTERNA),57,,Dermatitis due to food taken internally,0.39089956879615784,UNCHECKED,4292550,
7399X,"TUKI- JA LIIKUNTAELINTEN TOIM HÄIR,TARKEMMIN MÄÄR",9,,"Nonallopathic lesions, abdomen and other sites",0.15548688173294067,UNCHECKED,4272088,
3071A,ANOREXIA NERVOSA,176,,Anorexia nervosa,1.0,APPROVED,436675,
5199X,MORBI ORGANORUM RESPIRATIONIS NUD,19,,Unspecified disease of respiratory system,0.3753112554550171,UNCHECKED,4134410,
5641A,COLON IRRITABILE,176,,Irritable bowel syndrome,0.7024376392364502,UNCHECKED,4184149,
7324B,OSTEOCHONDROSIS JUVENILIS TUBEROSITATIS TIBIAE,57,,"Juvenile osteochondrosis of lower extremity, excluding foot",0.7553845643997192,APPROVED,4217493,
7545X,MALEFORMATIONES PEDIS VARI ALIAE,9,,"Varus deformities of feet, congenital",0.3647173047065735,UNCHECKED,4179312,
2280A,HAEMANGIOMA,175,,"Hemangioma, any site",1.0,APPROVED,441818,
5314A,"ULCUS VENTRICULI ACUTA,KOMPLISOITUMATON",19,,Chronic or unspecified gastric ulcer with hemorrhage,0.2791630029678345,UNCHECKED,4322647,
7436A,DACRYOSTENOSIS CONGENITA,57,,"Congenital anomalies of eyelids, lacrimal system, and orbit",0.9060354232788086,APPROVED,4099969,
3430A,"CP-OIREYHTYMÄ,DIPLEGIA SPASTICA",175,,Congenital diplegia,0.3344134986400604,UNCHECKED,4084280,
5322E,"ULCUS BULBI,OBSTRUKTIO",19,,Acute duodenal ulcer with hemorrhage and perforation,0.2906130254268646,UNCHECKED,4173943,
7547X,MALEFORMATIONES ALIAE PEDIS,9,,Other congenital deformities of feet,0.4161202311515808,UNCHECKED,4179312,
4611A,SINUITIS FRONTALIS ACUTA,175,,Acute frontal sinusitis,0.5895159244537354,UNCHECKED,139850,
0705A,"HEPATITIS NON A, NON B SINE COMATE HEPATICO",56,,Other specified viral hepatitis without mention of hepatic coma,0.4787587523460388,UNCHECKED,4314443,
5368X,MAHALAUKUN MUU TOIMINTAHÄIRIÖ,19,,Dyspepsia and other specified disorders of function of stomach,0.21983402967453003,UNCHECKED,4345815,
7573A,DYSPLASIA ECTODERMALIS CONGENITA,9,,Other specified congenital anomalies of skin,0.7235944271087646,UNCHECKED,134757,
3720A,CONJUNCTIVITIS ACUTA,56,,Acute conjunctivitis,0.8688067197799683,APPROVED,376707,
9070A,"SEQUELAE LAESIONUM INTRACRANIALIUM,FR CRANII EXCEPT",175,,Late effect of intracranial injury without mention of skull fracture,0.3566170334815979,UNCHECKED,43530691,
5771A,PANCREATITIS CHRONICA NONALCOHOLICA RECIDIVANS,19,,Chronic pancreatitis,0.6288974285125732,UNCHECKED,40483827,
7617B,"PRAESENTATIO CLUNIUM , SEQUELA FOETUS RASK AIK",9,,Malpresentation before labor affecting fetus or newborn,0.3351689279079437,UNCHECKED,4126743,
4349A,OCCL/STENOS ARTER.CEREBRALES NUD CUM INFARCTU CEREB,56,,"Cerebral artery occlusion, unspecified",0.410598486661911,UNCHECKED,443454,
7820B,HYPAESTHESIA,9,,Disturbance of skin sensation,0.8900657892227173,APPROVED,4318719,
7651B,ENNENAIK SYNT SYNTYMÄP 1500-2499G/RASK KESTO 31-37H,174,,Other preterm infants,0.2565760016441345,UNCHECKED,4149609,
5958X,CYSTITIS ALIA DEFINITA,19,,Other specified types of cystitis,0.5599281787872314,UNCHECKED,195588,
7895A,ASCITES,9,,Ascites,1.0,APPROVED,200528,
6425A,"PRAE-ECLAMPSIA GRAVIS, ENNEN SYNNYTYSTÄ",173,,Severe pre-eclampsia,0.4797195792198181,UNCHECKED,439393,
5964A,AREFLEXIA VESICAE URINARIAE,19,,Atony of bladder,0.6151984333992004,UNCHECKED,4290597,
4828X,PNEUMONIA BACTERICA ALIA DEFINITA,56,,Pneumonia due to other specified bacteria,0.5966527462005615,UNCHECKED,257315,
5280A,STOMATITIS,56,,Stomatitis and mucositis (ulcerative),1.0,APPROVED,138455,
5978A,SYNDROMA URETHRAE,19,,Other urethritis,0.7177150845527649,UNCHECKED,196733,
7932A,MUIDEN RINTAONT ELINTEN EPÄSPES POIKK SÄDEDIAG LÖYD,9,,Nonspecific (abnormal) findings on radiological and other examination of other intrathoracic organs,0.10734350234270096,UNCHECKED,4125633,
7261A,TENDINITIS CALCIFICANS HUMEROSCAPULARIS,173,,Rotator cuff syndrome of shoulder and allied disorders,0.5537072420120239,UNCHECKED,4167095,
7943A,POIKKEAVA ELEKTROKARDIOGRAMMI,9,,"Nonspecific abnormal results of function study, cardiovascular",0.2426479160785675,UNCHECKED,4117134,
5584A,LÄÄKKEEN AIHEUTTAMA SUOLISAIRAUS,56,,Eosinophilic gastroenteritis and colitis,0.22123035788536072,UNCHECKED,4021648,
6213D,HYPERPLASIA ENDOMETRII ATYPICA,19,,Endometrial hyperplasia,0.7643302083015442,APPROVED,195316,
7199F,"MB ARTICULI NUD,POLVI",172,,Unspecified disorder of joint,0.23190447688102722,UNCHECKED,4132616,
6250A,DYSPAREUNIA,19,,Dyspareunia,1.0,APPROVED,439080,
5745B,"CHOLEDOCHOLITHIASIS SINE CHOLECYSTITIDE,CUM OBSTR",56,,Calculus of bile duct without mention of cholecystitis,0.578249454498291,UNCHECKED,201614,
8133A,"FRACTURA PARTIS DIAPHYSEOS RADII, COMPLICATA",9,,"Fracture of shaft of radius and ulna, open",0.33037492632865906,UNCHECKED,376973,
2953A,"PARANOIDISTYYPPINEN SKITSOFRENIA,TARKEMMIN MÄÄRITTE",170,,Paranoid type schizophrenia,0.18533197045326233,UNCHECKED,4102670,
7098X,MORBI CUTIS ET SUBCUTIS ALIA DEFINITA,19,,Other specified disorders of skin,0.2970035672187805,UNCHECKED,200174,
6011A,PROSTATITIS CHRONICA,56,,Chronic prostatitis,0.8251686096191406,APPROVED,200445,
8380A,"LUXATIO TARSI, NON COMPLICATA",9,,Closed dislocation of foot,0.47783163189888,UNCHECKED,4068848,
7148X,ARTHRITIS RHEUMATOIDES ALIA,170,,Other specified inflammatory polyarthropathies,0.793209969997406,APPROVED,80809,
7265X,ENTHESOPATHIA COXAE ALIA SEU NUD,19,,Enthesopathy of hip region,0.401475727558136,UNCHECKED,73008,
6186A,ENTEROCELE VAGINALIS,56,,"Vaginal enterocele, congenital or acquired",0.7766330242156982,APPROVED,4162218,
8420B,DISTORSIO/DISTEN/RUPT.ARTICULI (LIGAM) RADIOULNARIS,9,,Wrist sprain,0.28286638855934143,UNCHECKED,4006269,
7373A,KYPHOSCOLIOSIS ET SCOLIOSIS ACQUISITA,170,,Kyphoscoliosis and scoliosis,0.7007604837417603,UNCHECKED,78529,
7367A,DEFORMATIO TARSI ET PEDIS ACQUISITA ALIA,19,,Other acquired deformities of ankle and foot,0.43053174018859863,UNCHECKED,4225410,
6566A,"SIK YLIPAIN RASK KESTOON NÄHDEN, RASKAUDEN AIKANA",56,,Excessive fetal growth affecting management of mother,0.13799883425235748,UNCHECKED,36717395,
7525A,RETENTIO TESTIS (CRYPTORCHISMUS),170,,Undescended and retractile testicle,0.6431043148040771,UNCHECKED,437655,
8420X,"DISTORSIO, DISTENSIO SEU RUPTURA CARPI ALIA",9,,Wrist sprain,0.29967403411865234,UNCHECKED,4016828,
6612B,INERTIA UTERI ALIA SEU NUD,56,,Other and unspecified uterine inertia,0.3763464689254761,UNCHECKED,197938,
7481A,MALEFORMATIONES NASI ALIAE,19,,Other anomalies of nose,0.39439573884010315,UNCHECKED,4179312,
6182A,PROLAPSUS UTEROVAGINALIS INCOMPLETUS,169,,"Uterovaginal prolapse, incomplete",0.7550910711288452,APPROVED,197332,
7511A,ATRESIA ET STENOSIS DUODENI,19,,Atresia and stenosis of small intestine,0.612061619758606,UNCHECKED,4218926,
8471A,"DISTORSIO,DISTENSIO/RUPT. MUSCULI REG. THORACALIS",9,,Sprain of thoracic,0.19926777482032776,UNCHECKED,4181309,
6729X,FEBRIS IN PUERPERIO E CAUSA IGNOTA,56,,Pyrexia of unknown origin during the puerperium,0.3798455595970154,UNCHECKED,4116344,
V500A,TERVEELLE HENKILÖLLE SUORITETTU LEIKKAUS,169,,Elective hair transplant for purposes other than remedying health states,0.20538829267024994,UNCHECKED,4260688,
7192F,"SYNOVITIS VILLONODULARIS, POLVI",56,,Villonodular synovitis,0.6499098539352417,UNCHECKED,4117722,
0388X,SEPTICHAEMIA ALIA,168,,Other specified septicemias,0.5331547260284424,UNCHECKED,4200991,
8511D,"CONTUSIO CEREBRI COMPLIC.,1-24 H KESTÄNYT TAJUTTOMU",9,,Cortex (cerebral) contusion with open intracranial wound,0.25934964418411255,UNCHECKED,4094847,
7555X,MALEFORMATIONES EXTREMITATIS SUPERIORIS ALIA DEF,19,,"Other congenital anomalies of upper limb, including shoulder girdle",0.4010615050792694,UNCHECKED,4211796,
7452A,TETRALOGIA FALLOT,56,,Tetralogy of fallot,0.7236095666885376,UNCHECKED,320835,
4784A,POLYPUS PLICAE VOCALIS,168,,Polyp of vocal cord or larynx,0.464199960231781,UNCHECKED,4233816,
7640A,SYMMETRINEN SIKIÖN ALIPAINOI RASK KESTOON NÄHDEN,19,,"\"\"Light-for-dates\"\" without mention of fetal malnutrition",0.23439228534698486,UNCHECKED,4196057,
8632A,LAESIO INTESTINI TENUIS NON COMPLICATA,9,,Injury to small intestine without mention of open wound into cavity,0.38388803601264954,UNCHECKED,4142195,
7454B,DEFECTUS SEPTI VENTRICULORUM SIMPLEX,56,,Ventricular septal defect,0.5030447244644165,UNCHECKED,434462,
0499X,VIROSIS NUD SYSTEMATIS NERVORUM CENTRALIS,167,,Unspecified non-arthropod-borne viral diseases of central nervous system,0.45280909538269043,UNCHECKED,4082058,
7706A,TACHYPNOEA TRANSITORIA NEONATALIS,19,,Transitory tachypnea of newborn,0.6972956657409668,UNCHECKED,317376,
7545C,METATARSUS PRIMUS VARUS CONGENITUS,56,,"Varus deformities of feet, congenital",0.8760955333709717,APPROVED,81395,
8748X,VULNUS COLLI ALIUD DEFINITUM/NUD NON COMPLICATUM,9,,"Open wound of other and unspecified parts of neck, without mention of complication",0.23778705298900604,UNCHECKED,4096042,
7832A,EPÄNORMAALI PAINONLASKU,19,,Abnormal loss of weight and underweight,0.17866308987140656,UNCHECKED,37311330,
2962C,"PSYCHOSIS BIPOLARIS MANICA,KESKIVAIKEA",167,,"Major depressive disorder, single episode",0.3535018861293793,UNCHECKED,436073,
2956A,"RESIDUAALINEN SKITSOFRENIA,TARKEMMIN MÄÄRITTELEMÄTÖ",55,,Residual type schizophrenic disorders,0.22481884062290192,UNCHECKED,443403,
8760A,VULNUS DORSI NON COMPLICATUM,9,,"Open wound of back, without mention of complication",0.2987985610961914,UNCHECKED,4308255,
8101A,FRACTURA CLAVICULAE COMPLICATA,19,,Open fracture of clavicle,0.5133897662162781,UNCHECKED,376973,
3620B,RETINOPATHIA DIABETICA PROLIFERATIVA,167,,Diabetic retinopathy,0.7666879296302795,APPROVED,380096,
4209X,PERICARDITIS ALIA DEFINITA SEU NUD,55,,Other and unspecified acute pericarditis,0.4291580617427826,UNCHECKED,4138837,
5645A,DIARRHOEA FUNCTIONALIS,167,,Functional diarrhea,0.8425766825675964,APPROVED,80141,
8780A,VULN.PENIS AMPUTAT.TRAUMAT. INCLUSA NON COMPLICATUM,9,,"Open wound of penis, without mention of complication",0.38162165880203247,UNCHECKED,4155512,
8135X,FRACTURA RADII ET ULNAE DISTALIS COMPLICATA,19,,"Fracture of lower end of radius and ulna, open",0.4556504189968109,UNCHECKED,4135743,
5932A,CYSTA RENIS,55,,"Cyst of kidney, acquired",0.572266161441803,UNCHECKED,4209224,
7249X,SELÄN SAIRAUDET NUD,167,,Other unspecified back disorders,0.24264733493328094,UNCHECKED,4302643,
8784A,VULNUS VULVAE NON COMPLICATUM,9,,"Open wound of vulva, without mention of complication",0.5840248465538025,UNCHECKED,4300384,
6038X,HYDROCELE ALIA DEFINITA,55,,Other specified types of hydrocele,0.528693437576294,UNCHECKED,72434,
8161E,"FRACTURA DIGITI V MANUS, COMPLICATA",19,,Open fracture of one or more phalanges of hand,0.3703013062477112,UNCHECKED,376973,
2410A,STRUMA ATOXICA UNINODULARIS,165,,Nontoxic uninodular goiter,0.5174306631088257,UNCHECKED,140976,
6342A,ABORTUS SPONTANEUS CUM INFECTIONE,55,,Spontaneous abortion complicated by damage to pelvic organs or tissues,0.4907837212085724,UNCHECKED,4033096,
8842A,"VULN.MULTIP/NUD EXTREMIT.SUPER+LAESIO TEND,NON COMP",9,,"Multiple and unspecified open wound of upper limb, with tendon involvement",0.2089080959558487,UNCHECKED,3170964,
V200A,LAPSEN TERVEYDENTILAN SEURANTA,165,,Health supervision of foundling,0.29924699664115906,UNCHECKED,442096,
8390A,"LUXATIO VERTEBRAE CERVICALIS, NON COMPLICATA",19,,"Closed dislocation, cervical vertebra",0.6311483383178711,UNCHECKED,37207834,
7178E,PLICA SYNOVIALIS,55,,Other internal derangement of knee,0.8056333661079407,APPROVED,72415,
8930A,VULNUS DIGITI PEDIS NON COMPLICATUM,9,,"Open wound of toe(s), without mention of complication",0.32619157433509827,UNCHECKED,4009253,
0750X,MONONUCLEOSIS INFECTIOSA SINE COMPLICATIONE,164,,Infectious mononucleosis,0.6703397035598755,UNCHECKED,437784,
8670A,LAESIO LAESIO VESICAE URINARIAE/URETHRAE NON COMPLI,19,,"Injury to bladder and urethra, without mention of open wound into cavity",0.2942748963832855,UNCHECKED,80593,
7276C,RUPTURA NONTRAUM TEND FLEX MANUS ET CARPI,55,,"Rupture of tendon, nontraumatic",0.4532022178173065,UNCHECKED,42535474,
0799X,INFECTIO VIROSA NUD,163,,Unspecified viral and chlamydial infection in conditions classified elsewhere and of unspecified site,0.4874702990055084,UNCHECKED,36715980,
9075A,SEQ LAESIONUM NERV.PERIPHERICORUM PELVIS/EXTR INFER,9,,Late effect of injury to peripheral nerve of pelvic girdle and lower limb,0.30510279536247253,UNCHECKED,4131111,
8726A,"VULNUS MEMBRANAE TYMPANI, NON COMPLICATUM",19,,"Open wound of other specified parts of ear, without mention of complication",0.4520750343799591,UNCHECKED,379187,
3861A,NEURONITIS VESTIBULARIS,163,,Other and unspecified peripheral vertigo,0.8188362121582031,APPROVED,437496,
7327X,OSTEOCHONDRITIS DISSECANS ALIA LOCO DEFINITO,55,,Osteochondritis dissecans,0.750318169593811,UNCHECKED,437359,
9210A,HAEMATOMA REGIONIS OCULI NUD,9,,"Black eye, not otherwise specified",0.46952024102211,UNCHECKED,4299449,
9212A,CONTUSIO ORBITAE,9,,Contusion of orbital tissues,0.5943792462348938,UNCHECKED,438047,
2956E,"RESIDUAALINEN SKITSOFRENIA,KROONINEN AKUUTTI VAIHE",162,,Residual type schizophrenic disorders,0.2376166433095932,UNCHECKED,443403,
8793A,VULNERA ABDOMINALIS ANTERIORIS COMPLICATA,19,,"Open wound of abdominal wall, anterior, complicated",0.47563931345939636,UNCHECKED,194788,
7533X,MALEFORMATIONES ALIAE RENIS,55,,Other specified anomalies of kidney,0.4226268231868744,UNCHECKED,4179312,
9282A,NILKAN JA JALAN MURSKAVAMMA,9,,"Crushing injury of ankle and foot, excluding toe(s) alone",0.25181853771209717,UNCHECKED,4196529,
7564A,OSTEOCHONDRODYSPLASIA,55,,Chondrodystrophy,1.0,APPROVED,4023985,
4278X,DYSRHYTMIAE CORDIS ALIA DEFINITA,162,,Other specified cardiac dysrhythmias,0.5193076133728027,UNCHECKED,44784217,
9402A,COMBUST ET CORR CORNEAE ET CONJ PER CHEM ALKAL,9,,Alkaline chemical burn of cornea and conjunctival sac,0.43064603209495544,UNCHECKED,40490912,
9074A,SEQ LAESIONUM NERV.PERIPHERICORUM HUMEROSCAPULARIS,19,,Late effect of injury to peripheral nerve of shoulder girdle and upper limb,0.2889825999736786,UNCHECKED,4177634,
4565A,VARICES VENARUM PELVIS,162,,Pelvic varices,0.5823675394058228,UNCHECKED,197311,
9072A,SEQUELAE LAESIONUM MEDULLAE SPINALIS,55,,Late effect of spinal cord injury,0.5493903160095215,UNCHECKED,192759,
9441A,"COMBUSTIO CARPI ET MANUS GRADUS I,<9%",9,,Erythema due to burn [first degree] of wrist(s) and hand(s),0.1991782784461975,UNCHECKED,40482085,
3663A,CATARACTA COMPLICATA,161,,Cataract secondary to ocular disorders,1.0,APPROVED,376973,
9090A,SEQUELAE INTOXICATIO MEDICAMENTORUM ET NOXARUM ALIA,19,,"Late effect of poisoning due to drug, medicinal or biological substance",0.40700966119766235,UNCHECKED,4223204,
0310A,MORBI MYCOBACTERICI ALII PULMONUM,54,,Pulmonary diseases due to other mycobacteria,0.4624437689781189,UNCHECKED,256622,
7543A,LUXATIO COXAE CONGENITA,161,,Congenital dislocation of hip,0.5355129241943359,UNCHECKED,378245,
9778X,MYRKYTYS:MUUT LÄÄKKEET JA LÄÄKKEENOM KÄYT AINEET,9,,Poisoning by other specified drugs and medicinal substances,0.16186858713626862,UNCHECKED,4021648,
3009X,NEUROSIS NUD,160,,Unspecified nonpsychotic mental disorder,0.6670472025871277,UNCHECKED,444243,
9442A,"COMBUSTIO CARPI ET MANUS GRADUS II,<9%",19,,Blisters with epidermal loss due to burn [second degree] of wrist(s) and hand(s),0.19809888303279877,UNCHECKED,40482085,
0539X,HERPES ZOSTER SINE COMPLICATIONE,54,,Herpes zoster without mention of complication,0.8686007857322693,APPROVED,437489,
9779X,MYRKYTYS:MUUT MÄÄRITT LÄÄK JA LÄÄKKEENOM KÄYT AIN,9,,Poisoning by unspecified drug or medicinal substance,0.14478126168251038,UNCHECKED,4021648,
9945A,YLIRASITTUNEISUUS,9,,Exhaustion due to excessive exertion,0.2747931182384491,UNCHECKED,4121669,
3891A,HYPACUSIS SENSORINEURALIS,160,,Sensorineural hearing loss,0.47897881269454956,UNCHECKED,374366,
