code,name_fi,name_en,name_se,valid_start_date,valid_end_date,name_en_source
A21.2,Keuhkotularemia,Pulmonary tularaemia,Pulmonell tularemi,1900-01-01,2020-12-31,THL
A21.2+J17.0,Tularemiaan liittyvä keuhkokuume,Pneumonia (due to)(in) tularaemia,Pneumoni vid tularemi,1900-01-01,2020-12-31,THL
A21.3,Gastrointestinaalinen tularemia,Gastrointestinal tularaemia,Gastrointestinal tularemi,1900-01-01,2020-12-31,THL
A21.7,Yleistynyt tularemia,Generalized tularaemia,Generaliserad tularemi,1900-01-01,2020-12-31,THL
A21.8,Muu tularemia,Other forms of tularaemia,Annan specificerad tularemiform,1900-01-01,2020-12-31,THL
A21.9,Määrittämätön tularemia,"Tularaemia, unspecified","Tularemi, ospecificerad",1900-01-01,2020-12-31,THL
A22,Pernarutto,Anthrax,Mjältbrand,1900-01-01,2020-12-31,THL
A22.0,Ihopernarutto,Cutaneous anthrax,Kutan antrax,1900-01-01,2020-12-31,THL
A22.1,Keuhkopernarutto,Pulmonary anthrax,Pulmonell antrax,1900-01-01,2020-12-31,THL
A22.1+J17.0,Pernaruttoon liittyvä keuhkokuume,Pneumonia (due to)(in) anthrax,Pneumoni vid antrax,1900-01-01,2020-12-31,THL
A22.2,Gastrointestinaalinen pernarutto,Gastrointestinal anthrax,Gastrointestinal antrax,1900-01-01,2020-12-31,THL
A22.7,Pernaruttoon liittyvä septikemia,Anthrax septicaemia,Antraxseptikemi,1900-01-01,2020-12-31,THL
A22.8,Muu pernaruttomuoto,Other forms of anthrax,Annan specificerad antraxform,1900-01-01,2020-12-31,THL
A22.8+G01,Pernaruton aiheuttama aivokalvotulehdus,Anthrax meningitis+,Meningit vid antrax,1900-01-01,2020-12-31,THL
A22.9,Määrittämätön pernarutto,"Anthrax, unspecified","Antrax, ospecificerad",1900-01-01,2020-12-31,THL
A23,Bruselloosi,Brucellosis,Undulantfeber,1900-01-01,2020-12-31,THL
A23.0,Brucella melitensis -bakteerin aiheuttama bruselloosi,Brucellosis due to Brucella melitensis,Brucellos orsakad av Brucella melitensis,1900-01-01,2020-12-31,THL
A23.1,Brucella abortus -bakteerin aiheuttama bruselloosi,Brucellosis due to Brucella abortus,Brucellos orsakad av Brucella abortus,1900-01-01,2020-12-31,THL
A23.2,Brucella suis -bakteerin aiheuttama bruselloosi,Brucellosis due to Brucella suis,Brucellos orsakad av Brucella suis,1900-01-01,2020-12-31,THL
A23.3,Brucella canis -bakteerin aiheuttama bruselloosi,Brucellosis due to Brucella canis,Brucellos orsakad av Brucella canis,1900-01-01,2020-12-31,THL
A23.8,Muu bruselloosi,Other brucellosis,Annan specificerad brucellos,1900-01-01,2020-12-31,THL
A23.9,Määrittämätön bruselloosi,"Brucellosis, unspecified","Brucellos, ospecificerad",1900-01-01,2020-12-31,THL
A23.9+M49.1,Määrittämättömän bruselloosin aiheuttama nikamatulehdus,Brucella spondylitis,Spondylit orsakad av ospecificerad brucellos,1900-01-01,2020-12-31,THL
A23.9+N16.0,Bruselloosiin liittyvä tubulointerstitiaalinen munuaissairaus,Renal tubulo-interstitial disorders (due to)(in) brucellosis,Tubulo-interstitiella njursjukdomar vid brucellos,1900-01-01,2020-12-31,THL
A24,Pseudomonas mallei ja pseudomallei -bakteerien aiheuttamat infektiot,Ghanders and melioidosis,Melioidos,1900-01-01,2020-12-31,THL
A24.0,Pseudomonas mallei -bakteerin aiheuttama räkätauti,Glanders,Rots,1900-01-01,2020-12-31,THL
A24.1,Pseudomonas pseudomallei -bakteerin aiheuttama akuuttivoimakasoireinen valeräkätauti,Acute and fulminating melioidosis,Akut och fulminant melioidos,1900-01-01,2020-12-31,THL
A24.2,Pseudomonas pseudomallei -bakteerin aiheuttama puoliakuutti tai pitkäaikainen valeräkätauti,Subacute and chronic melioidosis,Subakut och kronisk melioidos,1900-01-01,2020-12-31,THL
A24.3,Muu Pseudomonas mallei -bakteerin aiheuttama valeräkätauti,Other melioidosis,Annan specificerad melioidos,1900-01-01,2020-12-31,THL
A24.4,Tarkemmin määrittämätön Pseudomonas pseudomallei -bakteerin aiheuttama valeräkätauti,"Melioidosis, unspecified","Melioidos, ospecificerad",1900-01-01,2020-12-31,THL
A25,Rotanpuremakuumeet,Rat-bite fevers,Råttbettsfeber,1900-01-01,2020-12-31,THL
A25.0,Spirilloosi,Spirillosis,Spirillos,1900-01-01,2020-12-31,THL
A25.1,Streptobasilloosi,Streptobacillosis,Streptobacillos,1900-01-01,2020-12-31,THL
A25.9,Määrittämätön rotanpuremakuume,"Rat-bite fever, unspecified","Råttbettsfeber, ospecificerad",1900-01-01,2020-12-31,THL
A26,Sikaruusu,Erysipeloid,Erysipeloid,1900-01-01,2020-12-31,THL
A26.0,Ihon sikaruusu,Cutaneous erysipeloid,Kutan erysipeloid,1900-01-01,2020-12-31,THL
A26.7,Erysipehothrix-bakteerin aiheuttama septikemia,Erysipelothrix septicaemia,Erysipelothrix-septikemi,1900-01-01,2020-12-31,THL
A26.8,Muu sikaruusun muoto,Other forms of erysipeloid,Annan specificerad form av erysipeloid,1900-01-01,2020-12-31,THL
A26.9,Määrittämätön sikaruusu,"Erysipeloid, unspecified","Erysipeloid, ospecificerad",1900-01-01,2020-12-31,THL
A27,Leptospiroosi,Leptospirosis,Leptospiros,1900-01-01,2020-12-31,THL
A27.0,Leptospirosis icterohaemorrhagica,Leptospirosis icterohaemorrhagica,Leptospirosis icterohaemorrhagica,1900-01-01,2020-12-31,THL
A27.8,Muu leptospiroosin muoto,Other forms of leptospirosis,Annan specificerad form av leptospiros,1900-01-01,2020-12-31,THL
A27.9,Määrittämätön leptospiroosi,"Leptospirosis, unspecified","Leptospiros, ospecificerad",1900-01-01,2020-12-31,THL
A27.9+G01,Leptospiroosiin liittyvä aivokalvotulehdus,Meningitis (in) leptospirosis,Meningit vid leptospiros,1900-01-01,2020-12-31,THL
A28,Muut muualla luokittamattomat eläinperäiset bakteerisairaudet,"Other zoonotic bacterial diseases, not elsewhere classified",Andra djurburna bakteriesjukdomar som ej klassificeras annorstädes,1900-01-01,2020-12-31,THL
A28.0,Pasteurelloosi,Pasteurellosis,Pasteurellos,1900-01-01,2020-12-31,THL
A28.1,Kissanraapaisutauti,Cat-scratch disease,Cat-scratch-feber,1900-01-01,2020-12-31,THL
A28.10,Kissanraapaisutaudin suun alueen ilmentymät,Oral manifestations of feline scrapie,Cat-scratch-feber med symptom i munnen,1900-01-01,2020-12-31,Google
A28.11,Kaulan imusolmukkeiden tulehdus kissanraapaisutaudissa,Inflammation of the lymph nodes in the neck in feline scrapie,Cat-scratch-feber med inflammation av lymfkörtlar på halsen,1900-01-01,2020-12-31,Google
A28.19,Muu tai määrittämätön kissanraapaisutauti,Other or unspecified feline scrapie,Annan eller obestämd cat-scratch-feber,1900-01-01,2020-12-31,Google
A28.2,Suoliston ulkopuolinen yersinioosi,Extraintestinal yersiniosis,Extraintestinal yersinios,1900-01-01,2020-12-31,THL
A28.8,Muualla luokittamaton muu eläinperäinen bakteerisairaus,"Other specified zoonotic bacterial diseases, not elsewhere classified",Annan specificerad djurburen bakteriesjukdom som ej klassificeras annorstädes,1900-01-01,2020-12-31,THL
A28.9,Määrittämätön eläinperäinen bakteerisairaus,"Zoonotic bacterial disease, unspecified","Djurburen bakteriesjukdom, ospecificerad",1900-01-01,2020-12-31,THL
A30-A49,Muut bakteeritaudit,Other bacterial diseases,Andra bakteriesjukdomar,1900-01-01,2020-12-31,THL
A30,Lepra,Leprosy [Hansen's disease],Lepra,1900-01-01,2020-12-31,THL
A30.0,Epätyypillinen lepra,Indeterminate leprosy,Obestämbar lepra (dåligt avgränsad),1900-01-01,2020-12-31,THL
A30.1,Tuberkuloidilepra,Tuberculoid leprosy,Tuberkuloid lepra,1900-01-01,2020-12-31,THL
A30.2,Tuberkuloidilepran rajamuoto,Borderline tuberculoid leprosy,Borderline-tuberkuloid lepra,1900-01-01,2020-12-31,THL
A30.3,Rajamuotolepra,Borderline leprosy,Borderline-lepra,1900-01-01,2020-12-31,THL
A30.4,Lepromatoosilepran rajamuoto,Borderline lepromatous leprosy,Borderline-lepromatös lepra,1900-01-01,2020-12-31,THL
A30.5,Lepromatoosilepra,Lepromatous leprosy,Lepromatös lepra,1900-01-01,2020-12-31,THL
A30.8,Muu lepran muoto,Other forms of leprosy,Annan specificerad form av lepra,1900-01-01,2020-12-31,THL
A30.9,Määrittämätön lepra,"Leprosy, unspecified","Lepra, ospecificerad",1900-01-01,2020-12-31,THL
A30.9+G63.0,Lepraan liittyvä monihermosairaus,Polyneuropathy (in) leprosy,Polyneuropati vid lepra,1900-01-01,2020-12-31,THL
A30.9+M01.3,Lepraan liittyvä nivelinfektio,Arthritis in leprosy [Hansen's disease],Artrit vid lepra,1900-01-01,2020-12-31,THL
A31,Muiden mykobakteerien aiheuttamat infektiot,Infection due to other mycobacteria,Sjukdomar orsakade av andra mykobakterier,1900-01-01,2020-12-31,THL
A31.0,Mykobakteriaalinen keuhkoinfektio,Pulmonary mycobacterial infection,Mykobakteriell lungaffektion,1900-01-01,2020-12-31,THL
A31.1,Mykobakteriaalinen ihoinfektio,Cutaneous mycobacterial infection,Mykobakteriell hudaffektion,1900-01-01,2020-12-31,THL
A31.80,Mycobacterium intracellulare-bakteerin aiheuttamat tulehdusmuutokset suussa,Inflammatory changes in the mouth caused by Mycobacterium intracellulare,Infektion i munnen orsakad av Mycobacterium intracellulare,1900-01-01,2020-12-31,Google
A31.81,Mycobacterium chelonei-bakteerin aiheuttamat tulehdusmuutokset suussa,Inflammatory changes in the mouth caused by Mycobacterium chelonei,Infektion i munnen orsakad av Mycobacterium chelonei,1900-01-01,2020-12-31,Google
A31.84,Muun tai määrittämättömän mykobakteerin aiheuttama suun alueen infektio,Infection of the oral area caused by another or unspecified mycobacterium,Infektion i munnen orsakad av annan eller obestämd mycobakterie,1900-01-01,2020-12-31,Google
A31.89,Muu mykobakteriaalinen infektio,Other mycobacterial infections,Annan specificerad mykobakteriell infektion,1900-01-01,2020-12-31,THL
A31.9,Määrittämätön mykobakteeri-infektio,"Mycobacterial infection, unspecified","Mykobakteriell infektion, ospecificerad",1900-01-01,2020-12-31,THL
A32,Listerioosi,Listeriosis,Listerios,1900-01-01,2020-12-31,THL
A32.0,Iholisterioosi,Cutaneous listeriosis,Hudlisterios,1900-01-01,2020-12-31,THL
A32.1,Listerian aiheuttama aivokalvo- ja aivotulehdus,Listerial meningitis and meningoencephalitis,Meningit och meningoencefalit orsakad av Listeria,1900-01-01,2020-12-31,THL
A32.1+G01,Listerian aiheuttama aivokalvotulehdus,Listerial meningitis,Meningit orsakad av Listeria,1900-01-01,2020-12-31,THL
A32.1+G05.0,Listerioosiin liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) listerial","Encefalit, myelit eller encefalomyelit vid listerios",1900-01-01,2020-12-31,THL
A32.7,Listerian aiheuttama septikemia,Listerial septicaemia,Septikemi orsakad av Listeria,1900-01-01,2020-12-31,THL
A32.8,Muu listerioosi,Other forms of listeriosis,Annan form av listerios,1900-01-01,2020-12-31,THL
A32.8+I39.8,Listerian aiheuttama sydämen sisäkalvon tulehdus,Listerial endocarditis+,Endokardit orsakad av Listeria,1900-01-01,2020-12-31,THL
A32.8+I68.1,Listerian aiheuttama aivovaltimotulehdus,Listerial cerebral arteritis,Cerebral arterit vid listerios,1900-01-01,2020-12-31,THL
A32.9,Määrittämätön listerioosi,"Listeriosis, unspecified","Listerios, ospecificerad",1900-01-01,2020-12-31,THL
A33,Vastasyntyneen jäykkäkouristus,Tetanus neonatorum,Stelkramp hos nyfödd,1900-01-01,2020-12-31,THL
A34,Synnytykseen liittyvä jäykkäkouristus,Obstetrical tetanus,Obstetrisk stelkramp,1900-01-01,2020-12-31,THL
A35,Muu jäykkäkouristus,Other tetanus,Annan stelkramp,1900-01-01,2020-12-31,THL
A36,Kurkkumätä,Diphtheria,Difteri,1900-01-01,2020-12-31,THL
A36.0,Nielun kurkkumätä,Pharyngeal diphtheria,Svalgdifteri,1900-01-01,2020-12-31,THL
A36.1,Nenänielun kurkkumätä,Nasopharyngeal diphtheria,Näsdifteri,1900-01-01,2020-12-31,THL
A36.2,Kurkunpään kurkkumätä,Laryngeal diphtheria,Larynxdifteri,1900-01-01,2020-12-31,THL
A36.3,Ihodifteria,Cutaneous diphtheria,Kutan difteri,1900-01-01,2020-12-31,THL
A36.8,Muu kurkkumätä,Other diphtheria,Annan specificerad difteri,1900-01-01,2020-12-31,THL
A36.8+G63.0,Kurkkumädän aiheuttama monihermotulehdus,Diphtheritic polyneuritis+,Polyneuropati vid difteri,1900-01-01,2020-12-31,THL
A36.8+H13.1,Kurkkumädän aiheuttama sidekalvotulehdus,Diphtheritic conjunctivitis+,Konjunktivit (orsakad av) difterisk,1900-01-01,2020-12-31,THL
A36.8+I41.0,Kurkkumädän aiheuttama sydänlihastulehdus,Diphtheritic myocarditis+,Myokardit vid difteri,1900-01-01,2020-12-31,THL
A36.8+I43.0,Kurkkumädän sydänlihassairaus,Cardiomyopathy in diphtheria,Kardiomyopati vid difteri,1900-01-01,2020-12-31,THL
A36.8+N16.0,Kurkkumätään liittyvä tubulointerstitiaalinen munuaissairaus,Renal tubulo-interstitial disorders (due to)(in) diphtheria,Tubulo-interstitiella njursjukdomar vid difteri,1900-01-01,2020-12-31,THL
A36.9,Määrittämätön kurkkumätä,"Diphtheria, unspecified","Difteri, ospecificerad",1900-01-01,2020-12-31,THL
A37,Hinkuyskä,Whooping cough,Kikhosta,1900-01-01,2020-12-31,THL
A37.0,Bordetella pertussis -bakteerin aiheuttama hinkuyskä,Whooping cough due to Bordetella pertussis,Kikhosta orsakad av Bordetella pertussis,1900-01-01,2020-12-31,THL
A37.1,Bordetella parapertussis -bakteerin aiheuttama hinkuyskä,Whooping cough due to Bordetella parapertussis,Kikhosta orsakad av Bordetella parapertussis,1900-01-01,2020-12-31,THL
A37.8,Muun Bordetella-lajin aiheuttama hinkuyskä,Whooping cough due to other Bordetella species,Kikhosta orsakad av annan specificerad bordetella art,1900-01-01,2020-12-31,THL
A37.9,Määrittämätön hinkuyskä,"Whooping cough, unspecified","Kikhosta, ospecificerad",1900-01-01,2020-12-31,THL
A37.9+J17.0,Hinkuyskään liittyvä keuhkokuume,Pneumonia (due to)(in) whooping cough,Pneumoni vid kikhosta,1900-01-01,2020-12-31,THL
A38,Tulirokko,Scarlet fever,Scharlakansfeber,1900-01-01,2020-12-31,THL
A38+H67.0,Tulirokko ja välikorvan tulehdus,Otitis media in scarlet fever,Otitis media vid scarlatina,1900-01-01,2020-12-31,THL
A39,Meningokokki-infektio,Meningococcal infection,Meningokockinfektion,1900-01-01,2020-12-31,THL
A39.0,Meningokokki aivokalvontulehduksen syynä,Meningococcus as a cause of meningitis,Meningokock som etiologi för meningit,1998-08-19,2020-12-31,Google
A39.0+G01,Meningokokin aiheuttama aivokalvotulehdus,Meningococcal meningitis,Meningokockmeningit,1900-01-01,2020-12-31,THL
A39.1,Meningokokki lisämunuaistulehduksen syynä,Meningococcus as a cause of adrenal inflammation,Meningokock som orsak för adrenal infektion,1998-08-24,2020-12-31,Google
A39.1+E35.1,Waterhouse-Friderichsenin oireyhtymä,Waterhouse-Friderichsen syndrome (meningococcal),Waterhouse-Friderichsens syndrom,1900-01-01,2020-12-31,THL
A39.2,Akuutti meningokokkemia,Acute meningococcaemia,Akut meningokockemi,1900-01-01,2020-12-31,THL
A39.3,Pitkäaikainen meningokokkemia,Chronic meningococcaemia,Kronisk meningokockemi,1900-01-01,2020-12-31,THL
A39.4,Määrittämätön meningokokkemia,"Meningococcaemia, unspecified","Meningokockemi, ospecificerad",1900-01-01,2020-12-31,THL
A39.5,Meningokokki sydänsairauden syynä,Meningococcal heart disease,Meningokock som orsak för hjärtsjukdom,1900-01-01,2020-12-31,THL
A39.5+I32.0,Meningokokin aiheuttama sydänpussin tulehdus,Meningococcal pericarditis,Meningokockperikardit,1900-01-01,2020-12-31,THL
A39.5+I39.8,Meningokokin aiheuttama sydämen sisäkalvon tulehdus,Meningococcal endocarditis,Meningokockendokardit,1900-01-01,2020-12-31,THL
A39.5+I41.0,Meningokokin aiheuttama sydänlihaksen tulehdus,Meningococcal myocarditis,Meningokockmyokardit,1900-01-01,2020-12-31,THL
A39.5+I52.0,Tarkemmin määrittämätön meningokokin aiheuttama sydäntulehdus,Meningococcal carditis NOS,Meningokockkardit UNS,1900-01-01,2020-12-31,THL
A39.8,Muu meningokokki-infektio,Other meningococcal infections,Annan meningokockinfektion,1900-01-01,2020-12-31,THL
A39.8+G05.0,Meningokokkisairauteen liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) meningococcal","Encefalit, myelit eller encefalomyelit vid meningokockinfektion",1900-01-01,2020-12-31,THL
A39.8+H13.1,Meningokokin aiheuttama sidekalvotulehdus,Meningococcal conjunctivitis+,Meningokockkonjunktivit,1900-01-01,2020-12-31,THL
A39.8+H48.1,Meningokokin aiheuttama silmämunantakainen näköhermotulehdus,Meningococcal retrobulbar neuritis+,Retrobulbärneurit orsakad av meningokocker,1900-01-01,2020-12-31,THL
A39.8+M01.0,Meningokokin aiheuttama niveltulehdus,Meningococcal arthritis,Meningokockartrit,1900-01-01,2020-12-31,THL
A39.8+M03.0,Meningokokkitulehduksen jälkeinen niveltulehdus,Postmeningococcal arthritis,Artrit efter meningokockinfektion,1900-01-01,2020-12-31,THL
A39.9,Määrittämätön meningokokki-infektio,"Meningococcal infection, unspecified","Meningokockinfektion, ospecificerad",1900-01-01,2020-12-31,THL
A40,Streptokokin aiheuttama septikemia,Streptococcal septicaemia,Septikemi (blodförgiftning) orsakad av streptokocker,1900-01-01,2020-12-31,THL
A40.0,A-ryhmän streptokokin aiheuttama septikemia,"Septicaemia due to streptococcus, group A",Septikemi orsakad av streptokocker grupp A,1900-01-01,2020-12-31,THL
A40.1,B-ryhmän streptokokin aiheuttama septikemia,"Septicaemia due to streptococcus, group B",Septikemi orsakad av streptokocker grupp B,1900-01-01,2020-12-31,THL
A40.2,D-ryhmän streptokokin aiheuttama septikemia,"Septicaemia due to streptococcus, group D",Septikemi orsakad av streptokocker grupp D,1900-01-01,2020-12-31,THL
A40.3,Streptococcus pneumoniaen aiheuttama septikemia,Septicaemia due to Streptococcus pneumoniae,Septikemi orsakad av Streptococcus pneumoniae,1900-01-01,2020-12-31,THL
A40.8,Muu streptokokkiseptikemia,Other streptococcal septicaemia,Annan streptokockseptikemi,1900-01-01,2020-12-31,THL
A40.9,Määrittämätön streptokokkiseptikemia,"Streptococcal septicaemia, unspecified","Streptokockseptikemi, ospecificerad",1900-01-01,2020-12-31,THL
A40.9+N08.0,Streptokokkiseptikemia ja munuaiskerässairaus,Streptococcal septicemia and glomerular disease,Glomerulussjukdom vid streptokockseptikemi,1998-06-20,2020-12-31,Google
A41,Muu septikemia,Other septicaemia,Annan septikemi,1900-01-01,2020-12-31,THL
A41.0,Staphylococcus aureus -bakteerin aiheuttama septikemia,Septicaemia due to Staphylococcus aureus,Septikemi orsakad av Staphylococcus aureus,1900-01-01,2020-12-31,THL
A41.1,Muun stafylokokin aiheuttama septikemia,Septicaemia due to other specified staphylococcus,Septikemi orsakad av annan specificerad stafylokock,1900-01-01,2020-12-31,THL
A41.2,Määrittämättömän stafylokokin aiheuttama septikemia,Septicaemia due to unspecified staphylococcus,Septikemi orsakad av icke specificerad stafylokock,1900-01-01,2020-12-31,THL
A41.3,Haemophilus influenzae -bakteerin aiheuttama septikemia,Septicaemia due to Haemophilus influenzae,Septikemi orsakad av Haemophilus influenzae,1900-01-01,2020-12-31,THL
A41.4,Anaerobisten bakteerien aiheuttama septikemia,Septicaemia due to anaerobes,Septikemi orsakad av anaeroba bakterier,1900-01-01,2020-12-31,THL
A41.5,Muun gramnegatiivisen pieneliön aiheuttama septikemia,Septicaemia due to other Gram-negative organisms,Septikemi orsakad av annan gramnegativ organism,1900-01-01,2020-12-31,THL
A41.8,Muu septikemia,Other specified septicaemia,Annan specificerad septikemi,1900-01-01,2020-12-31,THL
A41.9,Määrittämätön septikemia,"Septicaemia, unspecified","Septikemi, ospecificerad",1900-01-01,2020-12-31,THL
A41.9+N08.0,Määrittämättömän bakteerin septikemia ja munuaiskerässairaus,Septicemia of unspecified bacteria and glomerulonephritis,Glomerulussjukdom vid ospecificerad septikemi,1998-06-20,2020-12-31,Google
