code,name_en_source,name_fi,name_en,better_name_en
A40.3,THL,Streptococcus pneumoniaen aiheuttama septikemia,Septicaemia due to Streptococcus pneumoniae,
A40.8,THL,Muu streptokokkiseptikemia,Other streptococcal septicaemia,
A40.9,THL,Määrittämätön streptokokkiseptikemia,"Streptococcal septicaemia, unspecified",
A40.9+N08.0,Google,Streptokokkiseptikemia ja munuaiskerässairaus,Streptococcal septicemia and glomerular disease,
A41,THL,Muu septikemia,Other septicaemia,
A41.0,THL,Staphylococcus aureus -bakteerin aiheuttama septikemia,Septicaemia due to Staphylococcus aureus,
A41.1,THL,Muun stafylokokin aiheuttama septikemia,Septicaemia due to other specified staphylococcus,
A41.2,THL,Määrittämättömän stafylokokin aiheuttama septikemia,Septicaemia due to unspecified staphylococcus,
A41.3,THL,Haemophilus influenzae -bakteerin aiheuttama septikemia,Septicaemia due to Haemophilus influenzae,
A41.4,THL,Anaerobisten bakteerien aiheuttama septikemia,Septicaemia due to anaerobes,
A41.5,THL,Muun gramnegatiivisen pieneliön aiheuttama septikemia,Septicaemia due to other Gram-negative organisms,
A41.8,THL,Muu septikemia,Other specified septicaemia,
A41.9,THL,Määrittämätön septikemia,"Septicaemia, unspecified",
A41.9+N08.0,Google,Määrittämättömän bakteerin septikemia ja munuaiskerässairaus,Septicemia of unspecified bacteria and glomerulonephritis,
A42,THL,Aktinomykoosi (sädesieni -infektio),Actinomycosis,
A42.0,THL,Keuhkojen aktinomykoosi,Pulmonary actinomycosis,
A42.0+J17.0,THL,Aktinomykoosiin liittyvä keuhkokuume,Pneumonia (due to)(in) actinomycosis,
A42.1,THL,Vatsan aktinomykoosi,Abdominal actinomycosis,
A42.2,THL,Kaulan ja kasvojen aktinomykoosi,Cervicofacial actinomycosis,
A42.7,THL,Aktinomykoosiin liittyvä septikemia,Actinomycotic septicaemia,
A42.8,THL,Muu aktinomykoosi,Other forms of actinomycosis,
A42.9,THL,Määrittämätön aktinomykoosi,"Actinomycosis, unspecified",
A43,THL,Nokardioosi,Nocardiosis,
A43.0,THL,Keuhkojen nokardioosi,Pulmonary nocardiosis,
A43.0+J17.0,THL,Nokardioosiin liittyvä keuhkokuume,Pneumonia (due to)(in) nocardiosis,
A43.1,THL,Ihon nokardioosi,Cutaneous nocardiosis,
A43.8,THL,Muu nokardioosi,Other forms of nocardiosis,
A43.9,THL,Määrittämätön nokardioosi,"Nocardiosis, unspecified",
A44,THL,Bartonelloosi,Bartonellosis,
A44.0,THL,Systeeminen bartonelloosi,Systemic bartonellosis,
A44.1,THL,Ihon tai ihon ja limakalvojen bartonelloosi,Cutaneous and mucocutaneous bartonellosis,
A44.8,THL,Muu bartonelloosin muoto,Other forms of bartonellosis,
A44.9,THL,Määrittämätön bartonelloosi,"Bartonellosis, unspecified",
A46,THL,Ruusu,Erysipelas,
A46+H62.0,THL,Ulkokorvan ruusu (erysipelas),Otitis externa in erysipelas,
A48,THL,Muualla luokittamattomat muut bakteerisairaudet,"Other bacterial diseases, not elsewhere classified",
A48.0,THL,Kaasukuolio,Gas gangrene,
A48.1,THL,Legionelloosi,Legionnaires' disease,
A48.2,THL,Legionelloosi ilman keuhkokuumetta (Pontiac-kuume),Nonpneumonic Legionnaires' disease [Pontiac fever],
A48.3,THL,Toksinen sokkioireyhtymä,Toxic shock syndrome,
A48.4,THL,Brasilian purppurakuume,Brazilian purpuric fever,
A48.8,THL,Muu bakteerisairaus,Other specified bacterial diseases,
A49,THL,Sijainniltaan määrittämätön bakteeri-infektio,Bacterial infection of unspecified site,
A49.0,THL,Määrittämätön stafylokokki-infektio,"Staphylococcal infection, unspecified",
A49.1,THL,Määrittämätön streptokokki-infektio,"Streptococcal infection, unspecified",
A49.2,THL,Määrittämätön Haemophilus influenzae -infektio,"Haemophilus influenzae infection, unspecified",
A49.3,THL,Määrittämätön mykoplasmainfektio,"Mycoplasma infection, unspecified",
A49.8,THL,Muu sijainniltaan määrittämätön bakteeri-infektio,Other bacterial infections of unspecified site,
A49.9,THL,Määrittämätön bakteeri-infektio,"Bacterial infection, unspecified",
A50,THL,Synnynnäinen oireinen kuppa,Congenital syphilis,
A50.0,THL,Oireinen synnynnäinen varhaiskuppa,"Early congenital syphilis, symptomatic",
A50.0+H58.8,THL,Muualla luokittamaton synnynnäisen kupan varhaisvaiheen silmäsairaus,Syphilitic oculopathy NEC congenital: early,
A50.0+J99.8,THL,Varhaisen synnynnäisen kupan aiheuttama hengitysteiden sairaus,Early congenital syphilitic respiratory disease,
A50.0+K67.2,THL,Varhainen synnynnäinen sisäelinkuppa,Early congenital syphilis visceral,
A50.0+L99.8,THL,Varhainen synnynnäinen ihokuppa,Early congenital syphilis cutaneous,
A50.0+M90.2,THL,Varhaisen synnynnäisen kupan aiheuttama luu-rustosairaus,Early congenital syphilitic pharyngitis,
A50.1,THL,Piilevä synnynnäinen varhaiskuppa,"Early congenital syphilis, latent",
A50.2,THL,Määrittämätön synnynnäinen varhaiskuppa,"Early congenital syphilis, unspecified",
A50.3,THL,Myöhäisen synnynnäisen kupan aiheuttama silmäsairaus,Late congenital syphilitic oculopathy,
A50.3+H19.2,THL,Kupan aiheuttama sarveiskalvotulehdus tai sarveis- ja sidekalvotulehdus,Keratitis and keratoconjunctivitis (interstitial) in syphilis,
A50.3+H58.8,THL,Muualla luokittamaton myöhäisen synnynnäisen kupan aiheuttama silmäsairaus,Late congenital syphilitic oculopathy NEC+,
A50.4,THL,Myöhäinen synnynnäinen hermostokuppa,Late congenital neurosyphilis [juvenile neurosyphilis],
A50.4+G01,THL,Myöhäinen synnynnäisen kupan aiheuttama aivokalvotulehdus,Late congenital syphilitic meningitis+,
A50.4+G05.0,THL,Synnynnäiseen kuppaan liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,"Encephalitis, myelitis or encephalomyelitis (in) syphilis: congenital",
A50.4+G63.0,THL,Myöhäisen synnynnäisen kupan aiheuttama monihermosairaus,Late congenital syphilitic polyneuropathy+,
A50.50,Google,Kupan aiheuttamat suuta ympäröivät uurteet (Parrotin uurteet),Wrinkles around the mouth (Parrot's grooves),
A50.51,Google,Hutchinsonin etuhampaat,Hutchinson's front teeth,
A50.52,Google,Nuppuhammas (Mulberryn molaari),Button tooth (Mulberry molar),
A50.54,Google,Muu kupan suun alueen ilmentymä,Other manifestation of syphilis in the mouth,
A50.55,Google,Tarkemmin määrittämätön kupan suun alueen ilmentymä,An unspecified manifestation of the area of the mouth of the cup,
A50.59,THL,Muu oireinen synnynnäinen myöhäiskuppa,"Other late congenital syphilis, symptomatic",
A50.59+I98.0,THL,Myöhäisen synnynnäisen kupan sydän-verisuonisairaus,Late congenital cardiovascular syphilis+,
A50.59+M03.1,THL,Myöhäisen synnynnäisen kupan nivelsairaus,Clutton's joints+,
A50.59+M90.2,THL,Myöhäisen synnynnäisen kupan aiheuttama luu-rustosairaus,Late congenital syphilitic: osteochondropathy+,
A50.6,THL,Piilevä synnynnäinen myöhäiskuppa,"Late congenital syphilis, latent",
A50.7,THL,Määrittämätön synnynnäinen myöhäiskuppa,"Late congenital syphilis, unspecified",
A50.9,THL,Määrittämätön synnynnäinen kuppa,"Congenital syphilis, unspecified",
A51,THL,Varhaiskuppa,Early syphilis,
A51.0,THL,Primaarinen sukupuolielinten kuppa,Primary genital syphilis,
A51.1,THL,Primaarinen peräaukon kuppa,Primary anal syphilis,
A51.2,THL,Muualla ilmenevä primaarinen kuppa,Primary syphilis of other sites,
A51.3,THL,Ihon ja limakalvojen sekundaarinen kuppa,Secondary syphilis of skin and mucous membranes,
A51.3+L99.8,THL,Varhaisen kupan aiheuttama leukoderma tai kaljuus,Late congenital leukoderma or alopecia,
A51.4,THL,Muu sekundaarinen kuppa,Other secondary syphilis,
A51.4+G01,THL,Sekundaarisen kupan aiheuttama aivokalvotulehdus,Secondary syphilitic meningitis+,
A51.4+H22.0,THL,Sekundaarisen kupan aiheuttama värikalvon ja sädekehän tulehdus,Secondary syphilitic iridocyclitis+,
A51.4+H58.8,THL,Muualla luokittamaton sekundaarisen kupan aiheuttama silmäsairaus,Secondary syphilitic oculopathy NEC+,
A51.4+M63.0,THL,Sekundaarisen kupan aiheuttama lihastulehdus,Secondary syphilitic myositis+,
A51.4+M90.1,THL,Sekundaarisen kupan aiheuttama luukalvotulehdus,Secondary syphilitic periostitis+,
A51.4+N74.2,THL,Sekundaarisen kupan aiheuttama sisäsynnyttimien tulehdus,Secondary syphilitic female pelvic inflammatory disease+,
A51.5,THL,Varhainen piilevä kuppa,"Early syphilis, latent",
A51.9,THL,Määrittämätön varhaiskuppa,"Early syphilis, unspecified",
A52,THL,Myöhäiskuppa,Late syphilis,
A52.0,THL,Sydän-verisuonikuppa,Cardiovascular syphilis,
A52.0+I32.0,THL,Kupan aiheuttama sydänpussitulehdus,Syphilitic pericarditis,
A52.0+I39.1,THL,Kupan aiheuttama aorttaläpän vuoto,Syphilitic aortic incompetence,
A52.0+I39.3,THL,Kupan aiheuttama keuhkovaltimoläpän vuoto,Syphilitic pulmonary regurgitation,
A52.0+I39.8,THL,Tarkemmin määrittämätön kupan aiheuttama sydämen sisäkalvon tulehdus,Syphilitic endocarditis NOS,
A52.0+I41.0,THL,Kupan aiheuttama sydänlihastulehdus,Syphilitic myocarditis,
A52.0+I68.1,THL,Kupan aiheuttama aivovaltimotulehdus,"Syphilitic arteritis, cerebral",
A52.0+I79.0,THL,Kupan aiheuttama aortta-aneurysma,Syphilitic aneurysm of aorta,
A52.0+I79.1,THL,Kupan aiheuttama aorttatulehdus,Syphilitic aortitis,
A52.0+I98.0,THL,Tarkemmin määrittämätön sydän-verisuonikuppa,Cardiovascular syphilis NOS,
A52.1,THL,Oireinen hermostokuppa,Symptomatic neurosyphilis,
A52.1+F02.89,Google,Hermostokuppaan liittyvä dementia,Nervous system dementia,
A52.1+G01,THL,Myöhäiskupan aiheuttama aivokalvotulehdus,Late syphilitic meningitis+,
A52.1+G05.0,THL,Myöhäiskupan aiheuttama aivotulehdus,Late syphilitic encephalitis+,
A52.1+G22,THL,Kupan aiheuttama parkinsonismi,Syphilitic parkinsonism+,
A52.1+G63.0,THL,Myöhäiskuppaan liittyvä monihermosairaus,Late syphilitic polyneuropathy,
A52.1+H48.0,THL,Myöhäiskuppaan liittyvä näköhermon surkastuminen,Late syphilitic optic atrophy+,
A52.1+H48.1,THL,Myöhäiskuppaan liittyvä näköhermon tulehdus,Late syphilitic retrobulbar neuritis+,
A52.1+H58.0,THL,Kuppaan liittyvä Argyll Robertsonin mustuainen,"Argyll Robertson phenomenon or pupil, syphilitic",
A52.1+H94.0,THL,Myöhäiskuppaan liittyvä kuulohermotulehdus,Late syphilitic acoustic neuritis+,
A52.1+M14.6,THL,Tabeettinen nivelsairaus (Charcot),Charcot's or tabetic arthropathy,
A52.1+M49.4,THL,Tabes dorsaliksesta johtuva nikamasairaus,Neuropathic spondylopathy in tabes dorsalis,
A52.2,THL,Oireeton hermostokuppa,Asymptomatic neurosyphilis,
A52.3,THL,Määrittämätön hermostokuppa,"Neurosyphilis, unspecified",
A52.70,Google,Kupan aiheuttama gumma suun kudoksissa,Gonorrhea caused by Gumma in oral tissues,
A52.71,Google,Kupan aiheuttama suulaen aukko,Mouthpiece-induced mouth opening,
A52.72,Google,Kupan aiheuttama kielitulehdus,Tongue-induced inflammation,
A52.73,Google,Kupan aiheuttama leukojen osteomyeliitti,Osteomyelitis of the jaw caused by syphilis,
A52.74,Google,Muu kupan aiheuttama suun alueen ilmentymä,Other manifestation of syphilis in the oral area,
A52.75,Google,Määrittämätön suun alueen ilmentymä,Unspecified manifestation of the oral region,
A52.79,THL,Muu oireinen myöhäiskuppa,Other symptomatic late syphilis,
A52.79+H19.0,THL,Myöhäiskupan aiheuttama episkleriitti,Late syphilitic episcleritis+,
A52.79+H32.0,THL,Myöhäiskupan aiheuttama suoni- ja verkkokalvon tulehdus,Late syphilitic chorioretinitis+,
A52.79+H58.8,THL,Muualla luokittamaton myöhäiskupan aiheuttama silmäsairaus,Late syphilitic oculopathy NEC+,
A52.79+J99.8,THL,Kuppaan liittyvä hengityselinsairaus,Syphilis [stage unspecified] of lung+,
A52.79+K67.2,THL,Myöhäiskupan aiheuttama vatsakalvotulehdus,Syphilitic peritonitis,
A52.79+K77.0,THL,Kupan aiheuttama maksasairaus,Syphilitic liver disease,
A52.79+L99.8,THL,Myöhäisen kupan aiheuttama leukoderma,Late syphilitic leukoderma+,
A52.79+M63.0,THL,Myöhäiskupan aiheuttama lihassairaus,Syphilis [stage unspecified] of muscle+,
A52.79+M68.0,THL,Kuppaan liittyvä nivelkalvotulehdus/jännetuppitulehdus,Synovitis or tenosynovitis in syphilis,
A52.79+M73.1,THL,Myöhäiskupan aiheuttama limapussitulehdus,Syphilitic bursitis,
A52.79+M90.2,THL,Luukuppa,Syphilis [stage unspecified] of bone+,
A52.79+N08.0,THL,Kuppaan liittyvä munuaiskerässairaus,Glomerular disease in syphilis+,
A52.79+N29.0,THL,Munuaisen myöhäiskuppa,Late syphilis of kidney,
A52.79+N74.2,THL,Myöhäiskupan aiheuttama sisäsynnyttimien tulehdus,Late syphilitic female pelvic inflammatory disease+,
A52.8,THL,Myöhäinen piilevä kuppa,"Late syphilis, latent",
A52.9,THL,Määrittämätön myöhäiskuppa,"Late syphilis, unspecified",
A53,THL,Muu ja määrittämätön kuppa,Other and unspecified syphilis,
A53.0,THL,Kehitysasteeltaan määrittämätön piilevä kuppa,"Latent syphilis, unspecified as early or late",
A53.9,THL,Määrittämätön kuppa,"Syphilis, unspecified",
A54,THL,Gonokokki-infektio,Gonococcal infection,
A54.0,THL,Virtsa- ja sukupuolielinten alaosien gonokokki-infektio,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,
A54.1,THL,Virtsa- ja sukupuolielinten alaosien gonokokki-infektio ja parauretraalisten tai muiden lisärauhasten paiseita,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,
A54.2,THL,Gonokokin aiheuttama lantion vatsakalvon tulehdus tai muu virtsa- ja sukupuolielinten gonokokki-infektio,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,
A54.2+N51.0,THL,Gonokokin aiheuttama eturauhastulehdus,Gonococcal prostatitis,
A54.2+N51.1,THL,Gonokokin aiheuttama lisäkivestulehdus,Gonococcal epididymitis,
A54.2+N74.3,THL,Gonokokin aiheuttama sisäsynnyttimien tulehdussairaus,Female gonococcal pelvic inflammatory disease,
A54.3,THL,Silmän gonokokki-infektio,Gonococcal infection of eye,
A54.3+H13.1,THL,Gonokokin aiheuttama sidekalvotulehdus,Gonococcal conjunctivitis+,
A54.3+H22.0,THL,Gonokokin aiheuttama värikalvon ja sädekehän tulehdus,Gonococcal iridocyclitis+,
A54.4,THL,Lihasten ja luiden gonokokki-infektiot,Gonococcal infection of musculoskeletal system,
A54.4+M01.3,THL,Gonokokin aiheuttama niveltulehdus,Gonococcal arthritis,
A54.4+M68.0,THL,Tippuriin liittyvä nivelkalvotulehdus/jännetuppitulehdus,Synovitis or tenosynovitis in gonorrhoea,
A54.4+M73.0,THL,Gonokokin aiheuttama limapussitulehdus,Gonococcal bursitis,
A54.4+M90.2,THL,Gonokokin aiheuttama luuydintulehdus,Gonococcal osteomyelitis,
A54.5,THL,Gonokokin aiheuttama nielutulehdus,Gonococcal pharyngitis,
A54.6,THL,Peräaukon ja peräsuolen gonokokki-infektio (tippuri),Gonococcal infection of anus and rectum,
A54.8,THL,Muu gonokokki-infektio,Other gonococcal infections,
A54.8+G01,THL,Gonokokin aiheuttama aivokalvotulehdus,Gonococcal meningitis+,
A54.8+G07,THL,Gonokokin aiheuttama aivopaise,Gonococcal brain abscess+,
A54.8+I32.0,THL,Gonokokin aiheuttama sydänpussitulehdus,Gonococcal pericarditis+,
A54.8+I39.8,THL,Gonokokin aiheuttama sydämen sisäkalvon tulehdus,Gonococcal endocarditis+,
A54.8+I41.0,THL,Gonokokin aiheuttama sydänlihastulehdus,Gonococcal myocarditis+,
A54.8+J17.0,THL,Gonokokin aiheuttama keuhkokuume,Gonococcal pneumonia+,
A54.8+K67.1,THL,Gonokokin aiheuttama vatsakalvotulehdus,Gonococcal peritonitis,
A54.9,THL,Määrittämätön gonokokki-infektio,"Gonococcal infection, unspecified",
A55,THL,Klamydian aiheuttama lymfogranulooma,Chlamydial lymphogranuloma (venereum),
A56,THL,Muut sukupuoliteitse tarttuvat klamydiataudit,Other sexually transmitted chlamydial diseases,
A56.0,THL,Alempien virtsa- ja sukupuolielinten klamydiainfektio,Chlamydial infection of lower genitourinary tract,
A56.1,THL,Klamydian aiheuttama lantion vatsakalvon tulehdus tai muu virtsa- ja sukupuolielinten klamydiainfektio,Chlamydial infection of pelviperitoneum and other genitourinary organs,
A56.1+N51.0,Google,Klamydian aiheuttama eturauhastulehdus,Chlamydia-induced prostatitis,
A56.1+N51.1,THL,Klamydian aiheuttama lisäkivestulehdus,Chlamydial epididymitis,
A56.1+N74.4,THL,Klamydian aiheuttama sisäsynnyttimien tulehdus,Female chlamydial pelvic inflammatory disease,
A56.2,THL,Määrittämätön virtsa- ja sukupuolielinten klamydiainfektio,"Chlamydial infection of genitourinary tract, unspecified",
A56.3,THL,Peräaukon ja peräsuolen klamydiainfektio,Chlamydial infection of anus and rectum,
A56.4,THL,Nielun klamydiainfektio,Chlamydial infection of pharynx,
A56.8,THL,Muualla elimistössä esiintyvä sukupuoliteitse tarttunut klamydiainfektio,Sexually transmitted chlamydial infection of other sites,
A57,THL,Pehmeä sankkeri,Chancroid,
A58,THL,Lokeronivusajos,Granuloma inguinale,
A59,THL,Trikomoniaasi,Trichomoniasis,
A59.0,THL,Virtsa- ja sukupuolielinten trikomoniaasi,Urogenital trichomoniasis,
A59.0+N51.0,THL,Trichomonas vaginalis -alkueläimen aiheuttama eturauhastulehdus,Prostatitis trichomonal,
A59.8,THL,Muussa sijaintipaikassa ilmenevä trikomoniaasi,Trichomoniasis of other sites,
A59.9,THL,Määrittämätön trikomoniaasi,"Trichomoniasis, unspecified",
A60,THL,Yskänrokkoviruksen (herpes simplex) aiheuttama peräaukon ja sukupuolielinten infektio,Anogenital herpesviral [herpes simplex] infection,
A60.0,THL,Virtsa- ja sukupuolielinten herpesvirusinfektio,Herpesviral infection of genitalia and urogenital tract,
A60.0+N51.8,Google,Miehen sukupuolielinten herpesvirusinfektio,Male genital herpes virus infection,
A60.0+N77.0,THL,Herpesvirusinfektioon (herpes simplex) liittyvä ulkosynnyttimien haavauma,Ulceration of vulva in herpesviral [herpes simplex] infection,
A60.0+N77.1,THL,Herpesvirusinfektioon (herpes simplex) liittyvä emättimen ja/tai ulkosynnyttimien tulehdus,"Vaginitis, vulvitis and vulvovaginitis in herpesviral [herpes simplex] infection",
A60.1,THL,Peräaukon ympäryksen ja peräsuolen herpesvirusinfektio,Herpesviral infection of perianal skin and rectum,
A60.9,THL,Määrittämätön peräaukon ja sukupuolielinten herpesvirusinfektio,"Anogenital herpesviral infection, unspecified",
A63,THL,Muut muualla luokittamattomat pääasiallisesti sukupuoliteitse tarttuvat taudit,"Other predominantly sexually transmitted diseases, not elsewhere classified",
A63.0,THL,Anogenitaaliset (veneeriset) syylät,Anogenital (venereal) warts,
A63.8,THL,Muu pääasiallisesti sukupuoliteitse tarttuva tauti,Other specified predominantly sexually transmitted diseases,
A64,THL,Määrittämätön sukupuoliteitse tarttuva tauti,Unspecified sexually transmitted disease,
A65,THL,Muu kuin sukupuoliteitse tarttunut kuppa,Nonvenereal syphilis,
A66,THL,Vaapukkasyylätauti,Yaws,
A66.0,THL,Vaapukkasyylätaudin primaariset muutokset,Initial lesions of yaws,
A66.1,THL,Vaapukkasyylätaudin papilloomat,Multiple papillomata and wet crab yaws,
A66.2,THL,Vaapukkasyylätaudin muu varhainen ihomuutos,Other early skin lesions of yaws,
A66.3,THL,Vaapukkasyylätaudin hyperkeratoosi,Hyperkeratosis of yaws,
A66.4,THL,Vaapukkasyylätaudin gummat ja haavaumat,Gummata and ulcers of yaws,
A66.5,THL,Gangosa,Gangosa,
A66.6,THL,Vaapukkasyylätaudin luu- ja nivelvauriot,Bone and joint lesions of yaws,
A66.7,THL,Muu vaapukkasyylätaudin ilmenemismuoto,Other manifestations of yaws,
A66.8,THL,Piilevä vaapukkasyylätauti,Latent yaws,
A66.9,THL,Määrittämätön vaapukkasyylätauti,"Yaws, unspecified",
A66.9+H03.1,THL,Silmäluomen vaapukkasyylätauti,Involvement of eyelid in yaws,
A67,THL,Pinta,Pinta [carate],
A67.0,THL,Pintan primaariset muutokset,Primary lesions of pinta,
A67.1,THL,Pintan välityyppiset muutokset,Intermediate lesions of pinta,
