Id_FIN	Abbreviation_FIN	Short name_FIN	Long name_FIN	shortTitle_ENG	ICD-10_FIN	icd10_ENG	Ensisijainen ICD-10_FIN	Parent code_FIN	Hierarchy level_FIN	Alakomponentti (icpc)_FIN	Harkitse (icpc)_FIN	Huom._FIN	Komponentti (icpc)_FIN	Kriteerit (icpc)_FIN	Lehtisolmu_FIN	Mukaan lukien_FIN	Pois lukien_FIN	Subkomponent (icpc)_FIN	Code_ENG	preferred_ENG	inclusion_ENG	exclusion_ENG	criteria_ENG	consider_ENG	note_ENG	ICPC2_mapping	ICPC_version
-61	Tutk.tulos toiselta	Tutk.tulos toiselta	Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta	Result examination/test/record/letter from other provider					0		Seuranta/terveysneuvonta/ruokavalioneuvonta -45, jos potilas pyytää saada tietoa taustalla olevasta ongelmasta tai tutkimustulosten edellyttämistä jatkotoimenpiteistä	Tätä koodia ei voi käyttää toimenpidetiedon (prosessin) dokumentointiin, vaan ainoastaan potilaan tulosyytiedon kirjaamiseen		tulosten saanti tutkimuksista tai toimenpiteistä, joita on määrätty muiden terveydenhuollon ammattihenkilöiden toimesta					-61	Result examination/test/record/letter from other provider			results from tests or procedures ordered /performed by other health care providers	-45 health education, advice, if the patient requests information on the underlying problem or consequences of the results	This code can only be used to classify a reason for encounter.	-61	2
-62	Hallinnollinen toimenpide	Hallinnollinen toimenpide	Hallinnollinen toimenpide	Administrative procedure					0							todistukset (esim. sairausloma-, ajokortti- tai kuolintodistus), laskutusasiat, terveyskertomusasiat, asiakirjojen tai lomakkeiden täyttö, lausunnot kolmannen osapuolen vaatimuksesta			-62	Administrative procedure	certificates (e.g. sick leave/driver´s licence/death); questionnaire; billing issues, health record issues; filling in documents or forms	medical examination/health evaluation complete -30; medical examination/health evaluation partial -31	this code is designed to classify those instances where provision of a written document or form by the provider for the patient or other agency is warranted by existing regulations, laws or customs.			-62	2
-63	Muu seuranta	Muu seuranta	Muu seurantakäynti	Follow-up encounter unspecified					0			Tätä koodia ei voi käyttää toimenpidetiedon (prosessin) dokumentointiin, vaan ainoastaan potilaan tulosyytiedon kirjaamiseen		käynti, missä potilas ei selvästi pysty ilmaisemaan tulosyytään					-63	Follow-up encounter unspecified			encounter which was recommended by a health care provider as a follow-up encounter		This code can only be used to classify a reason for encounter.	-63	2
-64	Hoidonantaja käynnistänyt	Hoidonantaja käynnistänyt	Hoidonantajan käynnistämä tapahtuma	Encounter/prob initiated by provider					0			Tätä koodia ei voi käyttää toimenpidetiedon (prosessin) dokumentointiin, vaan ainoastaan potilaan tulosyytiedon kirjaamiseen. Jos käynti on tapahtunut potilaan aloitteesta, koodaa spesifinen tulosyy				potilas on kutsuttu vastaanotolle, ongelma, joka on nostettu esille hoidonantajan toimesta (ilman, että potilaalla ollut tarkoituksena ottaa se esille)	kolmannen osaspuolen edellyttämät lausunnot -62, käynti tai ongelma, joka on nostettu esille muun kuin potilaan, hänen läheisensä tai muun vastaavan henkilön toimesta (hoidonantaja pois lukien) -65		-64	Encounter/problem initiated by provider	the patient is told to return for additional management; problem managed by the provider, that was not on the patient’s agenda	reports requested by a third party -62; encounter/problem initiated by other than patient / provider -65			This code can only be used to classify a reason for encounter.	-64	2
-65	Muu henkilö käynnistänyt	Muu henkilö käynnistänyt	Muun henkilön käynnistämä tapahtuma	Enc/prob init by other than pt/prov					0			Tätä koodia ei voi käyttää toimenpidetiedon (prosessin) dokumentointiin, vaan ainoastaan potilaan tulosyytiedon kirjaamiseen. Jos käynti on tapahtunut potilaan aloitteesta, koodaa spesifinen tulosyy				potilas toteaa, että joku muu on lähettänyt hänet	kolmannen osaspuolen edellyttämät lausunnot -62, käynti tai ongelma, joka on nostettu esille muun kuin potilaan, hänen läheisensä tai muun vastaavan henkilön toimesta (hoidonantaja pois lukien) -65		-65	Encounter/problem initiated by other than patient/provider		exams requested by a third party -62; encounter/problem initiated by provider  -64	encounter requested by a third party		This code can only be used to classify a reason for encounter. If the patient is unable to state the reason for encounter, use the reason stated by the accompanying person.	-65	2
-66	Lähete pth	Lähete pth	Lähete perusterveydenhuollon ammattihenkilölle (pl. lääkäri)	Referral to non-MD provider					0		jos hoidonantaja itse toteuttaa palvelun, harkitse koodien -5059 käyttöä					lähete terveydenhoitajalle, sairaanhoitajalle, fysioterapeutille, kuntohoitajalle, toimintaterapeutille, jalkahoitajalle, hammaslääkärille, suuhygienistille, kiropraktikolle, optikolle, ravitsemusterapeutille, sosiaalityöntekijälle, psykologille tai muulle vastaavalle ammattihenkilölle	lähete lääkärille -67,  lähete laitoskuntoutukseen -68		-66	Referral to other provider/nurse/therapist/social worker	referral to nurse/physiotherapist/occupational therapist/chiropodist/ orthodontist/chiropractor/optician/midwife/dietician/dentist/home health worker/social worker/psychologist	referral to physician -67; referral to service for rehabilitation -68		If the provider performs the service, consider using codes -50-59.		-66	2
-67	Lähete esh/sairaala	Lähete esh/sairaala	Lähete erikoislääkärille/sairaalaan	Referral to physician/hospital					0		jos määrätään erityinen toimenpide, jonka toinen lääkäri tulee suorittamaan, harkitse koodien -32    -43 käyttöä					lähete toiselle yleislääkärille/yleislääketieteen erikoislääkärille, lähete erikoisalakohtaisille poliklinikoille tai sairaaloihin	lähete laitoskuntoutukseen -68		-67	Referral to physician/specialist/clinic/hospital	referral to another GP/FP/specialist; referral to disease-specific out-/in-patient clinics	referral to service for rehabilitation -68		-32 to -43 if ordering a specific procedure, which will be performed by another physician		-67	2
-68	Muu lähete	Muu lähete	Muu lähete	Other referral NEC					0							lähetteet terveydenhuollon ulkopuolisiin toimintoihin tai palveluihin (potilasyhdistykset, työttömyyspalvelut), lähete asumispalveluihin/saattohoitoon	lähete muulle ammattihenkilölle kuin lääkärille, lähete lähete sairaanhoitajalle tai kuntoutus- tai erityistyöntekijälle -66, lähete lääkärille, erikoislääkärille tai sairaalaan -67		-68	Other referral NEC	referral to service outside the regular health service (e.g. patient associations, unemployment services); referral to nursing home/hospice; referral to service for rehabilitation	referral to other provider/nurse/therapist/social worker -66; referral to physician/specialist/clinic/hospital -67				-68	2
-69	Muualla luokittelematon	Muualla luokittelematon	Muu käynnin syy	Other reason for encounter NEC					0			Tätä koodia ei voi käyttää toimenpidetiedon (prosessin) dokumentointiin, vaan ainoastaan potilaan tulosyytiedon kirjaamiseen							-69	Other reason for encounter NEC					This code can only be used to classify a reason for encounter. If the patient is unable to state the reason for encounter, use the reason stated by the accompanying person.	-69	2
A	Yleiset ja epämääräiset	Yleiset ja epämääräiset	Yleiset ja epämääräiset	General and Unspecified					0			Yleisellä ja usealla viitataan tässä luokituksessa tilaan, joka käsittää vähintään vähintään kolme kehonosaa tai elinjärjestelmää. Yksi tai kaksi kehonosaa tai elinjärjestelmää koskevat tilat kirjataan ko. asiayhteyteen soveltuviin luokkiin.			F				A	General and Unspecified						A	2
A01	Kipu, yleinen / monessa paikassa	Kipu, yleinen / monessa paikassa	Kipu, yleinen / monessa paikassa	Pain general/multiple sites	R52.0,R52.1,R52.2,R52.9	R52.0; R52.1; R52.2; R52.9	R52.9	A	1				1 Oireet ja vaivat		T	krooninen yleistynyt kipu./särky eri paikoissa			A01	Pain general/multiple sites	chronic general pain; multiple aches					A01	2
A02	Vilunväristykset	Vilunväristykset	Vilunväristykset	Chills	R68.8,R68.81,R68.88	R68.8	R68.88	A	1				1 Oireet ja vaivat		T	horkka./vilunväreet	kuume A03		A02	Chills	rigors; shivers	fever A03				A02	2
A03	Kuume	Kuume	Kuume	Fever	R50.8,R50.9	R50.8; R50.9	R50.9	A	1				1 Oireet ja vaivat		T	kuumetila	kuume ihottumaan liittyneenä A76./lämpöhalvaus A88		A03	Fever	pyrexia	fever with rash A76; heat exhaustion/stroke A88				A03	2
A04	Heikkous/väsymys, yleinen	Heikkous/väsymys, yleinen	Heikkous/väsymys, yleinen	Weakness/tiredness general	G93.3,R53	G93.3; R53	R53	A	1				1 Oireet ja vaivat		T	krooninen uupumusoireyhtymä./raukeus./uupumus./virustulehduksen jälkeinen heikkous./väsymys	sairauden tunne A05./uneliaisuus A29./lämpöhalvaus A88./jet lag A88./unihäiriö P06		A04	Weakness/tiredness general	chronic fatigue syndrome; exhaustion; fatigue; lassitude; lethargy; postviral fatigue	malaise/feeling ill A05; drowsiness A29; heat exhaustion A88; jetlag A88; Sleep disturbance P06				A04	2
A05	Sairauden tunne	Sairauden tunne	Sairauden tunne	Feeling ill	R53	R53	R53	A	1				1 Oireet ja vaivat		T	huonovointisuus	vanhuuden tunne / seniliteetti P05./näivetys T08./ravitsemushäiriö T91		A05	Feeling ill	malaise	senescence/senility P05; cachexia T08; malnutrition T91				A05	2
A06	Pyörtyminen	Pyörtyminen	Pyörtyminen	Fainting/syncope	R55	R55	R55	A	1				1 Oireet ja vaivat		T	kollapsi./silmissä musteneminen./synkopee./vasovagaalireaktio	kooma A07./ pyörtymisen tunne./huimaus N17		A06	Fainting/syncope	blackout; collapse; vasovagal attack	coma A07; feeling faint/giddiness/dizziness N17				A06	2
A07	Tajuttomuus	Tajuttomuus	Tajuttomuus	Coma	E11.00,E11.01,E11.09,R40.0,R40.1,R40.2	R40.0; R40.1; R40.2	R40.2	A	1				1 Oireet ja vaivat		T	horros, kooma	pyörtyminen A06		A07	Coma	stupor	syncope A06				A07	2
A08	Turvotus	Turvotus	Turvotus	Swelling	R68.8,R68.81,R68.88	R68.8	R68.88	A	1				1 Oireet ja vaivat		T	kohouma./patti	suurentunut imusolmuke B02./ turvotus K07./ nivelturvotus l20./kyhmy naisen rinnassa X19./ rintarauhasen oire/vaiva miehellä Y16		A08	Swelling	lump; mass NOS	enlarged lymph gland B02; oedema K07; swelling joint L20; swelling breast (breast lump/mass female) X19; swelling breast (breast symptom/complaint male) Y16				A08	2
A09	Hikoiluongelma	Hikoiluongelma	Hikoiluongelma	Sweating problem	R61.0,R61.1,R61.9	R61.0; R61.1; R61.9	R61.9	A	1				1 Oireet ja vaivat		T	liikahikoilu, yleinen ja paikallinen	hikirauhassairaus S92		A09	Sweating problem	hyperhydrosis, diffuse and localised	sweat gland disease S92				A09	2
A10	Verenvuoto, määrittämätön	Verenvuoto, määrittämätön	Verenvuoto, määrittämätön	Bleeding/haemorrhage NOS	R58	R58	R58	A	1				1 Oireet ja vaivat		T	verenvuoto/hemorragia, myös laajempi kuin yhdessä paikassa tai yhden elimen			A10	Bleeding/haemorrhage NOS	bleeding/haemorrhage not just from one site/organ					A10	2
A11	Rintakipu, määrittämätön	Rintakipu, määrittämätön	Rintakipu, määrittämätön	Chest pain NOS	R07.4	R07.4	R07.4	A	1				1 Oireet ja vaivat		T		sydänperäinen kipu K01./ rintakehän seinämän kipu L04./ hengityselimistöön liittyvä kipu R01		A11	Chest pain NOS		pain attributed to heart K01; pain attributed to chest wall L04; pain attributed to respiratory system R01				A11	2
A13	Huoli lääkkeen/hoidon sivuvaikutuksesta	Huoli lääkkeen/hoidon sivuvaikutuksesta	Huoli lääkkeen/hoidon sivuvaikutuksesta	Concern/fear medical treatment	Z71.1	Z71.1	Z71.1	A	1				1 Oireet ja vaivat		T	huoli/pelko lääkkeen/hoidon seurauksista	lääkkeen sivuvaikutus A85./ lääkehoidon / kirurgisen hoidon komplikaatio A87		A13	Concern about/fear of medical treatment	concern about/fear of the consequences of drug/medical treatment	adverse effect of drug A85; complication of medical/surgical treatment A87				A13	2
A16	Ärtyisä vauva	Ärtyisä vauva	Ärtyisä vauva	Irritable infant	R68.1	R68.1	R68.1	A	1				1 Oireet ja vaivat		T	ylenmäärin itkevä/levoton vastasyntynyt	vastasyntyneen koliikki D01./ levoton lapsi/aikuinen P04		A16	Irritable infant	excessively crying/restless infant	infantile colic D01; restless child/adult P04				A16	2
A18	Huoli ulkonäöstä	Huoli ulkonäöstä	Huoli ulkonäöstä	Concern about appearance	R46.8	R46.8	R46.8	A	1				1 Oireet ja vaivat		T		huoli korvien ulkonäöstä H15./ ulkoneva nenä R08./ huoli ulkonäöstä raskauden aikana W21./ huoli rintojen ulkonäöstä X22		A18	Concern about appearance		concern about appearance of ears H15; prominent nose R08; concern about appearance in pregnancy W21; concern about appearance of breasts X22				A18	2
A20	Eutanasiaan liittyvä keskustelu/pyyntö	Eutanasiaan liittyvä keskustelu/pyyntö	Eutanasiaan liittyvä keskustelu/pyyntö	Euthanasia request/discussion	Z71.8	Z71.8	Z71.8	A	1				1 Oireet ja vaivat		T				A20	Euthanasia request/discussion						A20	2
A21	Syöpäsairauden riskitekijä	Syöpäsairauden riskitekijä	Syöpäsairauden riskitekijä	Risk factor for malignancy	Z80.0,Z80.1,Z80.2,Z80.3,Z80.4,Z80.5,Z80.6,Z80.7,Z80.8,Z80.9,Z85.0,Z85.1,Z85.2,Z85.3,Z85.4,Z85.5,Z85.6,Z85.7,Z85.8,Z85.9,Z92.6	Z80.0; Z80.1; Z80.2; Z80.3; Z80.4; Z80.5; Z80.6; Z80.7; Z80.8; Z80.9; Z85.0; Z85.1; Z85.2; Z85.3; Z85.4; Z85.5; Z85.6; Z85.7; Z85.8; Z85.9; Z92.6	Z85.9	A	1				1 Oireet ja vaivat		T	hoidettu syöpä./itsellä tai suvussa esiintynyt syöpä./muu syövän riskitekijä			A21	Risk factor for malignancy	other risk factor for malignancy; past treatment of malignancy; personal/family history of malignancy					A21	2
A23	Sairauden riskitekijä, määrittämätön	Sairauden riskitekijä, määrittämätön	Sairauden riskitekijä, määrittämätön	Risk factor NOS	Z20.0,Z20.1,Z20.2,Z20.3,Z20.4,Z20.5,Z20.6,Z20.7,Z20.8,Z20.9,Z28.0,Z28.1,Z28.2,Z28.8,Z28.9,Z72.0,Z72.1,Z72.2,Z72.3,Z72.4,Z72.5,Z73.2,Z81.0,Z81.1,Z81.2,Z81.3,Z81.4,Z81.8,Z82.0,Z82.1,Z82.2,Z82.5,Z82.6,Z82.7,Z82.8,Z83.0,Z83.1,Z83.2,Z83.3,Z83.4,Z83.5,Z83.6,Z83.7,Z84.0,Z84.1,Z84.2,Z84.3,Z84.8,Z86.0,Z86.1,Z86.2,Z86.3,Z86.4,Z86.5,Z86.6,Z87.0,Z87.1,Z87.2,Z87.3,Z87.4,Z87.5,Z87.6,Z87.7,Z87.8,Z88.0,Z88.1,Z88.2,Z88.3,Z88.4,Z88.5,Z88.6,Z88.7,Z88.8,Z88.9,Z91.0,Z91.1,Z91.2,Z91.3,Z91.4,Z91.5,Z91.6,Z91.8,Z92.0,Z92.1,Z92.2,Z92.3,Z92.4,Z92.5,Z92.8,Z92.9	Z20.0; Z20.1; Z20.2; Z20.3; Z20.4; Z20.5; Z20.6; Z20.7; Z20.8; Z20.9; Z28.0; Z28.1; Z28.2; Z28.8; Z28.9; Z72.0; Z72.1; Z72.2; Z72.3; Z72.4; Z72.5; Z73.2; Z81.0; Z81.1; Z81.2; Z81.3; Z81.4; Z81.8; Z82.0; Z82.1; Z82.2; Z82.5; Z82.6; Z82.7; Z82.8; Z83.0; Z83.1; Z83.2; Z83.3; Z83.4; Z83.5; Z83.6; Z83.7; Z84.0; Z84.1; Z84.2; Z84.3; Z84.8; Z86.0; Z86.1; Z86.2; Z86.3; Z86.4; Z86.5; Z86.6; Z87.0; Z87.1; Z87.2; Z87.3; Z87.4; Z87.5; Z87.6; Z87.7; Z87.8; Z88.0; Z88.1; Z88.2; Z88.3; Z88.4; Z88.5; Z88.6; Z88.7; Z88.8; Z88.9; Z91.0; Z91.1; Z91.2; Z91.3; Z91.4; Z91.5; Z91.6; Z91.7; Z91.8; Z92.0; Z92.1; Z92.2; Z92.3; Z92.4; Z92.5; Z92.8; Z92.9	Z91.8	A	1				1 Oireet ja vaivat		T	suvussa sama tauti tai tauti itsellä aiemmin./muu sairauden riskitekijä./tartuntatautikontakti	pahanlaatuisuuden riskitekijä A21./ sydänverisuonisairauden riskitekijä K22		A23	Risk factor NOS	contact with infectious disease; other risk factor for other disease; personal/family history for other disease; previous episode for other disease	risk factor for malignancy A21; risk factor for cardiovascular disease K22				A23	2
