CodeId,English_name,ICD10who_name
Q37.8,"Unspecified cleft palate with cleft lip, bilateral",Unspecified cleft palate with bilateral cleft lip
Q43.0,Meckel's diverticulum,Meckel diverticulum
Q43.1,Hirschsprung's disease,Hirschsprung disease
Q52.4,Cyst embryonic vaginal,Other congenital malformations of vagina
Q60.6,Potter's syndrome,Potter syndrome
Q61.1,"Polycystic kidney, infantile type","Polycystic kidney, autosomal recessive"
Q61.2,"Polycystic kidney, adult type","Polycystic kidney, autosomal dominant"
Q63.2,Congenital displaced kidney,Ectopic kidney
Q64.3,Atresia and stenosis of urethra and bladder neck,Other atresia and stenosis of urethra and bladder neck
Q87.3,Syndrome Weaver,Congenital malformation syndromes involving early overgrowth
Q87.4,Marfan's syndrome,Marfan syndrome
Q89.0,Congenital splenomegaly,Congenital malformations of spleen
Q90,Down's syndrome,Down syndrome
Q90.9,"Down's syndrome, unspecified","Down syndrome, unspecified"
Q91,Edwards' syndrome and Patau's syndrome,Edwards syndrome and Patau syndrome
Q91.3,"Edwards' syndrome, unspecified","Edwards syndrome, unspecified"
Q91.7,"Patau's syndrome, unspecified","Patau syndrome, unspecified"
Q96,Turner's syndrome,Turner syndrome
Q96.3,"Mosaicism, 45,X / 46,XX or XY","Mosaicism, 45,X/46,XX or XY"
Q96.8,Other variants of Turner's syndrome,Other variants of Turner syndrome
Q96.9,"Turner's syndrome, unspecified","Turner syndrome, unspecified"
Q98.0,"Klinefelter's syndrome karyotype 47,XXY","Klinefelter syndrome karyotype 47,XXY"
Q98.1,"Klinefelter's syndrome, male with more than two X chromosomes","Klinefelter syndrome, male with more than two X chromosomes"
Q98.2,"Klinefelter's syndrome, male with 46,XX karyotype","Klinefelter syndrome, male with 46,XX karyotype"
Q98.4,"Klinefelter's syndrome, unspecified","Klinefelter syndrome, unspecified"
R83.0,Abnormal findings in cerebrospinal fluid abnormal level of enzymes,"Abnormal findings in cerebrospinal fluid, Abnormal level of enzymes"
R83.1,Abnormal findings in cerebrospinal fluid abnormal level of hormones,"Abnormal findings in cerebrospinal fluid, Abnormal level of hormones"
R83.2,"Abnormal findings in cerebrospinal fluid abnormal level of other drugs, medicaments and biological substances","Abnormal findings in cerebrospinal fluid, Abnormal level of other drugs, medicaments and biological substances"
R83.3,Abnormal findings in cerebrospinal fluid abnormal level of substances chiefly nonmedicinal as to source,"Abnormal findings in cerebrospinal fluid, Abnormal level of substances chiefly nonmedicinal as to source"
R83.4,Abnormal findings in cerebrospinal fluid abnormal immunological findings,"Abnormal findings in cerebrospinal fluid, Abnormal immunological findings"
R83.5,Abnormal findings in cerebrospinal fluid abnormal microbiological findings,"Abnormal findings in cerebrospinal fluid, Abnormal microbiological findings"
R83.6,Abnormal findings in cerebrospinal fluid abnormal cytological findings,"Abnormal findings in cerebrospinal fluid, Abnormal cytological findings"
R83.7,Abnormal findings in cerebrospinal fluid abnormal histological findings,"Abnormal findings in cerebrospinal fluid, Abnormal histological findings"
R83.8,Abnormal findings in cerebrospinal fluid other abnormal findings,"Abnormal findings in cerebrospinal fluid, Other abnormal findings"
R83.9,Abnormal findings in cerebrospinal fluid unspecified abnormal finding,"Abnormal findings in cerebrospinal fluid, Unspecified abnormal finding"
R84,Abnormal findings in bronchial washings nasal secretions pleural fluid sputum throat scrapings,Abnormal findings in specimens from respiratory organs and thorax
R84.0,Abnormal findings in bronchial washings nasal secretions pleural fluid sputum throat scrapings - Abnormal level of enzymes,"Abnormal findings in specimens from respiratory organs and thorax, abnormal level of enzymes"
R84.1,Abnormal findings in bronchial washings nasal secretions pleural fluid sputum throat scrapings - Abnormal level of hormones,"Abnormal findings in specimens from respiratory organs and thorax, abnormal level of hormones"
R84.2,"Abnormal findings in bronchial washings nasal secretions pleural fluid sputum throat scrapings - Abnormal level of other drugs, medicaments and biological substances","Abnormal findings in specimens from respiratory organs and thorax, abnormal level of other drugs, medicaments and biological substances"
R84.3,Abnormal findings in bronchial washings nasal secretions pleural fluid sputum throat scrapings - Abnormal level of substances chiefly nonmedicinal as to source,"Abnormal findings in specimens from respiratory organs and thorax, abnormal level of substances chiefly nonmedicinal as to source"
R84.4,Abnormal findings in bronchial washings nasal secretions pleural fluid sputum throat scrapings - Abnormal immunological findings,"Abnormal findings in specimens from respiratory organs and thorax, abnormal immunological findings"
R84.5,Abnormal findings in bronchial washings nasal secretions pleural fluid sputum throat scrapings - Abnormal microbiological findings,"Abnormal findings in specimens from respiratory organs and thorax, abnormal microbiological findings"
R84.6,Abnormal findings in bronchial washings nasal secretions pleural fluid sputum throat scrapings - Abnormal cytological findings,"Abnormal findings in specimens from respiratory organs and thorax, abnormal cytological findings"
R84.7,Abnormal findings in bronchial washings nasal secretions pleural fluid sputum throat scrapings - Abnormal histological findings,"Abnormal findings in specimens from respiratory organs and thorax, abnormal histological findings"
R84.8,Abnormal findings in bronchial washings nasal secretions pleural fluid sputum throat scrapings - Other abnormal findings,"Abnormal findings in specimens from respiratory organs and thorax, other abnormal findings"
R84.9,Abnormal findings in bronchial washings nasal secretions pleural fluid sputum throat scrapings - Unspecified abnormal finding,"Abnormal findings in specimens from respiratory organs and thorax, unspecified abnormal finding"
R85,Abnormal findings in peritoneal fluid saliva,Abnormal findings in specimens from digestive organs and abdominal cavity
R85.0,Abnormal findings in peritoneal fluid saliva - Abnormal level of enzymes,"Abnormal findings in specimens from digestive organs and abdominal cavity, abnormal level of enzymes"
R85.1,Abnormal findings in peritoneal fluid saliva - Abnormal level of hormones,"Abnormal findings in specimens from digestive organs and abdominal cavity, abnormal level of hormones"
R85.2,"Abnormal findings in peritoneal fluid saliva - Abnormal level of other drugs, medicaments and biological substances","Abnormal findings in specimens from digestive organs and abdominal cavity, abnormal level of other drugs, medicaments and biological substances"
R85.3,Abnormal findings in peritoneal fluid saliva - Abnormal level of substances chiefly nonmedicinal as to source,"Abnormal findings in specimens from digestive organs and abdominal cavity, abnormal level of substances chiefly nonmedicinal as to source"
R85.4,Abnormal findings in peritoneal fluid saliva - Abnormal immunological findings,"Abnormal findings in specimens from digestive organs and abdominal cavity, abnormal immunological findings"
R85.5,Abnormal findings in peritoneal fluid saliva - Abnormal microbiological findings,"Abnormal findings in specimens from digestive organs and abdominal cavity, abnormal microbiological findings"
R85.6,Abnormal findings in peritoneal fluid saliva - Abnormal cytological findings,"Abnormal findings in specimens from digestive organs and abdominal cavity, abnormal cytological findings"
R85.7,Abnormal findings in peritoneal fluid saliva - Abnormal histological findings,"Abnormal findings in specimens from digestive organs and abdominal cavity, abnormal histological findings"
R85.8,Abnormal findings in peritoneal fluid saliva - Other abnormal findings,"Abnormal findings in specimens from digestive organs and abdominal cavity, other abnormal findings"
R85.9,Abnormal findings in peritoneal fluid saliva - Unspecified abnormal finding,"Abnormal findings in specimens from digestive organs and abdominal cavity, unspecified abnormal finding"
R86,Abnormal spermatozoa,Abnormal findings in specimens from male genital organs
R86.0,Abnormal spermatozoa - Abnormal level of enzymes,"Abnormal findings in specimens from male genital organs, abnormal level of enzymes"
R86.1,Abnormal spermatozoa - Abnormal level of hormones,"Abnormal findings in specimens from male genital organs, abnormal level of hormones"
R86.2,"Abnormal spermatozoa - Abnormal level of other drugs, medicaments and biological substances","Abnormal findings in specimens from male genital organs, abnormal level of other drugs, medicaments and biological substances"
R86.3,Abnormal spermatozoa - Abnormal level of substances chiefly nonmedicinal as to source,"Abnormal findings in specimens from male genital organs, abnormal level of substances chiefly nonmedicinal as to source"
R86.4,Abnormal spermatozoa - Abnormal immunological findings,"Abnormal findings in specimens from male genital organs, abnormal immunological findings"
R86.5,Abnormal spermatozoa - Abnormal microbiological findings,"Abnormal findings in specimens from male genital organs, abnormal microbiological findings"
R86.6,Abnormal spermatozoa - Abnormal cytological findings,"Abnormal findings in specimens from male genital organs, abnormal cytological findings"
R86.7,Abnormal spermatozoa - Abnormal histological findings,"Abnormal findings in specimens from male genital organs, abnormal histological findings"
R86.8,Abnormal spermatozoa - Other abnormal findings,"Abnormal findings in specimens from male genital organs, other abnormal findings"
R86.9,Abnormal spermatozoa - Unspecified abnormal finding,"Abnormal findings in specimens from male genital organs, unspecified abnormal finding"
R87,Abnormal findings in secretions and smears from cervix uteri vagina vulva,Abnormal findings in specimens from female genital organs
R87.0,Abnormal findings in secretions and smears from cervix uteri vagina vulva - Abnormal level of enzymes,"Abnormal findings in specimens from female genital organs, abnormal level of enzymes"
R87.1,Abnormal findings in secretions and smears from cervix uteri vagina vulva - Abnormal level of hormones,"Abnormal findings in specimens from female genital organs, abnormal level of hormones"
R87.2,"Abnormal findings in secretions and smears from cervix uteri vagina vulva - Abnormal level of other drugs, medicaments and biological substances","Abnormal findings in specimens from female genital organs, abnormal level of other drugs, medicaments and biological substances"
R87.3,Abnormal findings in secretions and smears from cervix uteri vagina vulva - Abnormal level of substances chiefly nonmedicinal as to source,"Abnormal findings in specimens from female genital organs, abnormal level of substances chiefly nonmedicinal as to source"
R87.4,Abnormal findings in secretions and smears from cervix uteri vagina vulva - Abnormal immunological findings,"Abnormal findings in specimens from female genital organs, abnormal immunological findings"
R87.5,Abnormal findings in secretions and smears from cervix uteri vagina vulva - Abnormal microbiological findings,"Abnormal findings in specimens from female genital organs, abnormal microbiological findings"
R87.6,Abnormal findings in secretions and smears from cervix uteri vagina vulva - Abnormal cytological findings,"Abnormal findings in specimens from female genital organs, abnormal cytological findings"
R87.7,Abnormal findings in secretions and smears from cervix uteri vagina vulva - Abnormal histological findings,"Abnormal findings in specimens from female genital organs, abnormal histological findings"
R87.8,Abnormal findings in secretions and smears from cervix uteri vagina vulva - Other abnormal findings,"Abnormal findings in specimens from female genital organs, other abnormal findings"
R87.9,Abnormal findings in secretions and smears from cervix uteri vagina vulva - Unspecified abnormal finding,"Abnormal findings in specimens from female genital organs, unspecified abnormal finding"
R89,Abnormal findings in nipple discharge synovial fluid wound secretions,"Abnormal findings in specimens from other organs, systems and tissues"
R89.0,Abnormal findings in nipple discharge synovial fluid wound secretions - Abnormal level of enzymes,"Abnormal findings in specimens from other organs, systems and tissues, abnormal level of enzymes"
R89.1,Abnormal findings in nipple discharge synovial fluid wound secretions - Abnormal level of hormones,"Abnormal findings in specimens from other organs, systems and tissues, abnormal level of hormones"
R89.2,"Abnormal findings in nipple discharge synovial fluid wound secretions - Abnormal level of other drugs, medicaments and biological substances","Abnormal findings in specimens from other organs, systems and tissues, abnormal level of other drugs, medicaments and biological substances"
R89.3,Abnormal findings in nipple discharge synovial fluid wound secretions - Abnormal level of substances chiefly nonmedicinal as to source,"Abnormal findings in specimens from other organs, systems and tissues, abnormal level of substances chiefly nonmedicinal as to source"
R89.4,Abnormal findings in nipple discharge synovial fluid wound secretions - Abnormal immunological findings,"Abnormal findings in specimens from other organs, systems and tissues, abnormal immunological findings"
R89.5,Abnormal findings in nipple discharge synovial fluid wound secretions - Abnormal microbiological findings,"Abnormal findings in specimens from other organs, systems and tissues, abnormal microbiological findings"
R89.6,Abnormal findings in nipple discharge synovial fluid wound secretions - Abnormal cytological findings,"Abnormal findings in specimens from other organs, systems and tissues, abnormal cytological findings"
R89.7,Abnormal findings in nipple discharge synovial fluid wound secretions - Abnormal histological findings,"Abnormal findings in specimens from other organs, systems and tissues, abnormal histological findings"
R89.8,Abnormal findings in nipple discharge synovial fluid wound secretions - Other abnormal findings,"Abnormal findings in specimens from other organs, systems and tissues, other abnormal findings"
R89.9,Abnormal findings in nipple discharge synovial fluid wound secretions - Unspecified abnormal finding,"Abnormal findings in specimens from other organs, systems and tissues, unspecified abnormal finding"
S05.2,Ocular haceration and rupture with prolapse or loss of intraocular tissue,Ocular laceration and rupture with prolapse or loss of intraocular tissue
S46.0,Injury of tendon of the rotator cuff of shoulder,Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder
S61.9,"Open wound of wrist and hand part, part unspecified","Open wound of wrist and hand, part unspecified"
S78.9,"Traumatic amputation of hip and thigh, level unspecifie","Traumatic amputation of hip and thigh, level unspecified"
S79,Other and specified injuries of hip and thigh,Other and unspecified injuries of hip and thigh
S81.8,Open wound of other parts of lower heg,Open wound of other parts of lower leg
T36#,Poisoning by medicine,Poisoning by systemic antibiotics
T40.0,Poisoning by opium,Poisoning: Opium
T40.1,Poisoning by heroin,Poisoning: Heroin
T40.2,Poisoning by other opioids,Poisoning: Other opioids
T40.3,Poisoning by methadone,Poisoning: Methadone
T40.4,Poisoning by other synthetic narcotics,Poisoning: Other synthetic narcotics
T40.5,Poisoning by cocaine,Poisoning: Cocaine
T40.6,Poisoning by other and unspecified narcotics,Poisoning: Other and unspecified narcotics
T40.7,Poisoning by cannabis (derivatives),Poisoning: Cannabis (derivatives)
T40.8,Poisoning by lysergide [LSD],Poisoning: Lysergide [LSD]
T40.9,Poisoning by other and unspecified psychodysleptics [hallucinogens],Poisoning: Other and unspecified psychodysleptics [hallucinogens]
T50.9,"Poisoning by other and unspecified drugs, medicaments and biological substances","Poisoning: Other and unspecified drugs, medicaments and biological substances"
T51.0,Toxic effect of ethanol,Toxic effect: Ethanol
T51.1,Toxic effect of methanol,Toxic effect: Methanol
T51.2,Toxic effect of 2-Propanol,Toxic effect: 2-Propanol
T51.3,Toxic effect of fusel oil,Toxic effect: Fusel oil
T51.8,Toxic effect of other alcohols,Toxic effect: Other alcohols
T51.9,"Toxic effect of alcohol, unspecified","Toxic effect: Alcohol, unspecified"
T52.0,Toxic effect of petroleum products,Toxic effect: Petroleum products
T52.1,Toxic effect of benzene,Toxic effect: Benzene
T52.2,Toxic effect of homologues of benzene,Toxic effect: Homologues of benzene
T52.3,Toxic effect of glycols,Toxic effect: Glycols
T52.4,Toxic effect of ketones,Toxic effect: Ketones
T52.8,Toxic effect of other organic solvents,Toxic effect: Other organic solvents
T52.9,"Toxic effect of organic solvent, unspecified","Toxic effect: Organic solvent, unspecified"
T53.0,Toxic effect of carbon tetrachloride,Toxic effect: Carbon tetrachloride
T53.1,Toxic effect of chloroform,Toxic effect: Chloroform
T53.2,Toxic effect of trichloroethylene,Toxic effect: Trichloroethylene
T53.3,Toxic effect of tetrachloroethylene,Toxic effect: Tetrachloroethylene
T53.4,Toxic effect of dichloromethane,Toxic effect: Dichloromethane
T53.5,Toxic effect of chlorofluorocarbons,Toxic effect: Chlorofluorocarbons
T53.6,Toxic effect of other halogen derivatives of aliphatic hydrocarbons,Toxic effect: Other halogen derivatives of aliphatic hydrocarbons
T53.7,Toxic effect of other halogen derivatives of aromatic hydrocarbons,Toxic effect: Other halogen derivatives of aromatic hydrocarbons
T53.9,"Toxic effect of halogen derivative of aliphatic and aromatic hydrocarbons, unspecified","Toxic effect: Halogen derivative of aliphatic and aromatic hydrocarbons, unspecified"
T54.0,Toxic effect of phenol and phenol homologues,Toxic effect: Phenol and phenol homologues
T54.1,Toxic effect of other corrosive organic compounds,Toxic effect: Other corrosive organic compounds
T54.2,Toxic effect of corrosive acids and acid-like substances,Toxic effect: Corrosive acids and acid-like substances
T54.3,Toxic effect of corrosive alkalis and alkali-like substances,Toxic effect: Corrosive alkalis and alkali-like substances
T54.9,"Toxic effect of corrosive substance, unspecified","Toxic effect: Corrosive substance, unspecified"
T56.0,Toxic effect of lead and its compounds,Toxic effect: Lead and its compounds
T56.1,Toxic effect of mercury and its compounds,Toxic effect: Mercury and its compounds
T56.2,Toxic effect of chromium and its compounds,Toxic effect: Chromium and its compounds
T56.3,Toxic effect of cadmium and its compounds,Toxic effect: Cadmium and its compounds
T56.4,Toxic effect of copper and its compounds,Toxic effect: Copper and its compounds
T56.5,Toxic effect of zinc and its compounds,Toxic effect: Zinc and its compounds
T56.6,Toxic effect of tin and its compounds,Toxic effect: Tin and its compounds
T56.7,Toxic effect of beryllium and its compounds,Toxic effect: Beryllium and its compounds
T56.8,Toxic effect of other metals,Toxic effect: Other metals
T56.9,"Toxic effect of metal, unspecified","Toxic effect: Metal, unspecified"
T57.0,Toxic effect of arsenic and its compounds,Toxic effect: Arsenic and its compounds
T57.1,Toxic effect of phosphorus and its compounds,Toxic effect: Phosphorus and its compounds
T57.2,Toxic effect of manganese and its compounds,Toxic effect: Manganese and its compounds
T57.3,Toxic effect of ydrogen cyanide,Toxic effect: Hydrogen cyanide
T57.8,Toxic effect of ohther specified inorganic substances,Toxic effect: Other specified inorganic substances
T57.9,"Toxic effect of inorganic substance, unspecified","Toxic effect: Inorganic substance, unspecified"
T59.0,Toxic effect of nitrogen oxides,Toxic effect: Nitrogen oxides
T59.1,Toxic effect of sulfur dioxide,Toxic effect: Sulfur dioxide
T59.2,Toxic effect of formaldehyde,Toxic effect: Formaldehyde
T59.3,Toxic effect of lacrimogenic gas,Toxic effect: Lacrimogenic gas
T59.4,Toxic effect of chlorine gas,Toxic effect: Chlorine gas
T59.5,Toxic effect of fluorine gas and hydrogen fluoride,Toxic effect: Fluorine gas and hydrogen fluoride
T59.6,Toxic effect of hydrogen sulfide,Toxic effect: Hydrogen sulfide
T59.7,Toxic effect of carbon dioxide,Toxic effect: Carbon dioxide
T59.8,"Toxic effect of other specified gases, fumes and vapours","Toxic effect: Other specified gases, fumes and vapours"
T59.9,"Toxic effect of gases, fumes and vapours, unspecified","Toxic effect: Gases, fumes and vapours, unspecified"
T60.0,Toxic effect of organophosphate and carbamate insecticides,Toxic effect: Organophosphate and carbamate insecticides
T60.1,Toxic effect of halogenated insecticides,Toxic effect: Halogenated insecticides
T60.2,Toxic effect of other insecticides,Toxic effect: Other insecticides
T60.3,Toxic effect of herbicides and fungicides,Toxic effect: Herbicides and fungicides
T60.4,Toxic effect of rodenticides,Toxic effect: Rodenticides
T60.8,Toxic effect of other pesticides,Toxic effect: Other pesticides
T60.9,"Toxic effect of pesticide, unspecified","Toxic effect: Pesticide, unspecified"
T61.0,Ciguatera fish poisoning,Toxic effect: Ciguatera fish poisoning
T61.1,Scombroid fish poisoning,Toxic effect: Scombroid fish poisoning
T61.2,Other fish and shellfish poisoning,Toxic effect: Other fish and shellfish poisoning
T61.8,Toxic effect of other seafoods,Toxic effect: Toxic effect of other seafoods
T61.9,Toxic effect of unspecified seafood,Toxic effect: Toxic effect of unspecified seafood
T62.0,Toxic effect of ingested mushrooms,Toxic effect: Ingested mushrooms
T62.1,Toxic effect of ingested berries,Toxic effect: Ingested berries
T62.2,Toxic effect of other ingested (parts of) plant(s),Toxic effect: Other ingested (parts of) plant(s)
T62.8,Toxic effect of ther specified noxious substances eaten as food,Toxic effect: Other specified noxious substances eaten as food
T62.9,"Toxic effect of oxious substance eaten as food, unspecified","Toxic effect: Noxious substance eaten as food, unspecified"
T63.0,Toxic effect of snake venom,Toxic effect: Snake venom
T63.1,Toxic effect of venom of other reptiles,Toxic effect: Venom of other reptiles
T63.2,Toxic effect of venom of scorpion,Toxic effect: Venom of scorpion
T63.3,Toxic effect of venom of spider,Toxic effect: Venom of spider
T63.4,Toxic effect of venom of other arthropods,Toxic effect: Venom of other arthropods
T63.5,Toxic effect of contact with fish,Toxic effect: Toxic effect of contact with fish
T63.6,Toxic effect of contact with other marine animals,Toxic effect: Toxic effect of contact with other marine animals
T63.8,Toxic effect of contact with other venomous animals,Toxic effect: Toxic effect of contact with other venomous animals
T63.9,Toxic effect of contact with unspecified venomous animal,Toxic effect: Toxic effect of contact with unspecified venomous animal
T65.0,Toxic effect of contact with cyanides,Toxic effect: Cyanides
T65.1,Toxic effect of contact with strychnine and its salts,Toxic effect: Strychnine and its salts
T65.2,Toxic effect of tobacco and nicotine,Toxic effect: Tobacco and nicotine
T65.3,Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues,Toxic effect: Nitroderivatives and aminoderivatives of benzene and its homologues
T65.4,Toxic effect of carbon disulfide,Toxic effect: Carbon disulfide
T65.5,Toxic effect of nitroglycerin and other nitric acids and esters,Toxic effect: Nitroglycerin and other nitric acids and esters
T65.6,"Toxic effect of paints and dyes, not elsewhere classified","Toxic effect: Paints and dyes, not elsewhere classified"
T65.8,Toxic effect of other specified substances,Toxic effect: Toxic effect of other specified substances
T65.9,Toxic effect of unspecified substance,Toxic effect: Toxic effect of unspecified substance
T81.0,Haemorrhage at any site resulting from a procedure,"Haemorrhage and haematoma complicating a procedure, not elsewhere classified"
T82.8,"Other complications of cardiac and vascular prosthetic devices, implants and grafts","Other specified complications of cardiac and vascular prosthetic devices, implants and grafts"
T88.1#,"Other complication following immunization, not elsewhere classified","Other complications following immunization, not elsewhere classified"
U06,Zika virus disease,Emergency use of U06
U06.9,"Zika virus disease, unspecified",Emergency use of U06.9
U07.1,2019-nCoV acute respiratory disease,Emergency use of U07.1
V01.0,Pedestrian injured in collision with pedal cycle nontraffic accident,"Pedestrian injured in collision with pedal cycle, Nontraffic accident"
V01.1,Pedestrian injured in collision with pedal cycle traffic accident,"Pedestrian injured in collision with pedal cycle, Traffic accident"
V01.9,Pedestrian injured in collision with pedal cycle unspecified whether traffic or nontraffic accident,"Pedestrian injured in collision with pedal cycle, Unspecified whether traffic or nontraffic accident"
V02.0,Pedestrian injured in collision with two- or three-wheeled motor vehicle nontraffic accident,"Pedestrian injured in collision with two- or three-wheeled motor vehicle, nontraffic accident"
V02.1,Pedestrian injured in collision with two- or three-wheeled motor vehicle traffic accident,"Pedestrian injured in collision with two- or three-wheeled motor vehicle, traffic accident"
V02.9,Pedestrian injured in collision with two- or three-wheeled motor vehicle unspecified whether traffic or nontraffic accident,"Pedestrian injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident"
V03.0,"Pedestrian injured in collision with car, pick-up truck or van nontraffic accident","Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident"
V03.1,"Pedestrian injured in collision with car, pick-up truck or van traffic accident","Pedestrian injured in collision with car, pick-up truck or van, traffic accident"
V03.9,"Pedestrian injured in collision with car, pick-up truck or van unspecified whether traffic or nontraffic accident","Pedestrian injured in collision with car, pick-up truck or van, unspecified whether traffic or nontraffic accident"
V04.0,Pedestrian injured in collision with heavy transport vehicle or bus nontraffic accident,"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"
V04.1,Pedestrian injured in collision with heavy transport vehicle or bus traffic accident,"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"
V04.9,Pedestrian injured in collision with heavy transport vehicle or bus unspecified whether traffic or nontraffic accident,"Pedestrian injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident"
V05.0,Pedestrian injured in collision with railway train or railway vehicle nontraffic accident,"Pedestrian injured in collision with railway train or railway vehicle, nontraffic accident"
V05.1,Pedestrian injured in collision with railway train or railway vehicle traffic accident,"Pedestrian injured in collision with railway train or railway vehicle, traffic accident"
V05.9,Pedestrian injured in collision with railway train or railway vehicle unspecified whether traffic or nontraffic accident,"Pedestrian injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident"
V06.0,Pedestrian injured in collision with other nonmotor vehicle nontraffic accident,"Pedestrian injured in collision with other nonmotor vehicle, nontraffic accident"
V06.1,Pedestrian injured in collision with other nonmotor vehicle traffic accident,"Pedestrian injured in collision with other nonmotor vehicle, traffic accident"
V06.9,Pedestrian injured in collision with other nonmotor vehicle unspecified whether traffic or nontraffic accident,"Pedestrian injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident"
V10.2,Pedal cyclist injured in collision with pedestrian or animal,"Pedal cyclist injured in collision with pedestrian or animal, Unspecified pedal cyclist injured in nontraffic accident"
V10.9,Pedal cyclist injured in collision with pedestrian or animal,"Pedal cyclist injured in collision with pedestrian or animal, Unspecified pedal cyclist injured in traffic accident"
V11,Pedal cyclist injured in collision with other pedal cycle or other nonmotor vehicle,Pedal cyclist injured in collision with other pedal cycle
V11.2,Pedal cyclist injured in collision with other pedal cycle other nonmotor vehicle,"Pedal cyclist injured in collision with other pedal cycle, unspecified pedal cyclist injured in nontraffic accident"
V11.9,Pedal cyclist injured in collision with other pedal cycle or other nonmotor vehicle,"Pedal cyclist injured in collision with other pedal cycle, unspecified pedal cyclist injured in traffic accident"
V14,Pedal cyclist injured in collision with motor vehicle,Pedal cyclist injured in collision with heavy transport vehicle or bus
V14.2,Pedal cyclist injured in collision with motor vehicle,"Pedal cyclist injured in collision with heavy transport vehicle or bus, unspecified pedal cyclist injured in nontraffic accident"
V14.9,Pedal cyclist injured in collision with motor vehicle,"Pedal cyclist injured in collision with heavy transport vehicle or bus, unspecified pedal cyclist injured in traffic accident"
V16,Pedal cyclist injured in collision with train or tram,Pedal cyclist injured in collision with other nonmotor vehicle
V16.2,Pedal cyclist injured in collision with train or tram - Unspecified or nontraffic accident,"Pedal cyclist injured in collision with other nonmotor vehicle, unspecified pedal cyclist injured in nontraffic accident"
V16.9,Pedal cyclist injured in collision with train or tram - Traffic accident,"Pedal cyclist injured in collision with other nonmotor vehicle, unspecified pedal cyclist injured in traffic accident"
V18,Pedal cyclist injured in noncollision transport accidents,Pedal cyclist injured in noncollision transport accident
V18.0,"Pedal cyclist injured in noncollision transport accidents, driver injuried in nontraffic accident","Pedal cyclist injured in noncollision transport accident, driver injured in nontraffic accident"
V18.1,"Pedal cyclist injured in noncollision transport accidents, passenger injuried in nontraffic accident","Pedal cyclist injured in noncollision transport accident, passenger injured in nontraffic accident"
V18.4,"Pedal cyclist injured in noncollision transport accidents, driver injuried in traffic accident","Pedal cyclist injured in noncollision transport accident, driver injured in traffic accident"
V18.5,"Pedal cyclist injured in noncollision transport accidents, passenger injuried in traffic accident","Pedal cyclist injured in noncollision transport accident, passenger injured in traffic accident"
V28,Motorcycle rider injured in noncollision transport accidents,Motorcycle rider injured in noncollision transport accident
V28.2,Motorcycle rider injured in noncollision transport accidents unspecified or nontraffic accident,"Motorcycle rider injured in noncollision transport accident, unspecified motorcycle rider injured in nontraffic accident"
V28.9,Motorcycle rider injured in noncollision transport accidents traffic accident,"Motorcycle rider injured in noncollision transport accident, unspecified motorcycle rider injured in traffic accident"
V48.2,Car occupant injured in noncollision transport accident unspecified or nontraffic accident,"Car occupant injured in noncollision transport accident, person on outside of vehicle injured in nontraffic accident"
V48.9,Car occupant injured in noncollision transport accident traffic accident,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident"
V87,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified",Traffic accident of specified type but victim's mode of transport unknown
V88,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified - non-traffic accident",Nontraffic accident of specified type but victim's mode of transport unknown
V90.0,Accident to watercraft causing drowning and submersion merchant ship,"Accident to watercraft causing drowning and submersion, Merchant ship"
V90.3,Accident to watercraft causing drowning and submersion other powered watercraft,"Accident to watercraft causing drowning and submersion, Other powered watercraft"
V90.8,Accident to watercraft causing drowning and submersion other unpowered watercraft,"Accident to watercraft causing drowning and submersion, Other unpowered watercraft"
V90.9,Accident to watercraft causing drowning and submersion unspecified watercraft,"Accident to watercraft causing drowning and submersion, Unspecified watercraft"
V91.0,Accident to watercraft causing other injury merchant ship,"Accident to watercraft causing other injury, merchant ship"
V91.3,Accident to watercraft causing other injury other powered watercraft,"Accident to watercraft causing other injury, other powered watercraft"
V91.8,Accident to watercraft causing other injury other unpowered watercraft,"Accident to watercraft causing other injury, other unpowered watercraft"
V91.9,Accident to watercraft causing other injury unspecified watercraft,"Accident to watercraft causing other injury, unspecified watercraft"
V94.0,Other and unspecified water transport accidents merchant ship,"Other and unspecified water transport accidents, merchant ship"
V94.3,Other and unspecified water transport accidents other powered watercraft,"Other and unspecified water transport accidents, other powered watercraft"
V94.8,Other and unspecified water transport accidents other unpowered watercraft,"Other and unspecified water transport accidents, other unpowered watercraft"
V94.9,Other and unspecified water transport accidents unspecified watercraft,"Other and unspecified water transport accidents, unspecified watercraft"
W01,Fall on same level,"Fall on same level from slipping, tripping and stumbling"
W31,Contact with machinery,Contact with other and unspecified machinery
