sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:Pitkä.nimi,matchScore,mappingStatus,conceptId,comment
dU-Ca,dU-Calcium diurnal Urine,1882,,dU-Kalsium,0.5143532156944275,APPROVED,3009630,
B -ExTEM,,308,,NA Blood,0.0,UNCHECKED,0,
-GcNhO,"-Neisseria gonorrhoeae, nucleic acid (quat) NA",9,,"-Neisseria gonorrhoeae, nukleiinihappo (kval)",0.7179301977157593,UNCHECKED,4162401,
U -Ca,U-Calcium Urine,1882,,U -Kalsium,0.6676797866821289,APPROVED,4251322,
As-LD,As-Lactate dehydrogenase Ascitic fluid,31,,As-Laktaattidehydrogenaasi,0.8035714626312256,UNCHECKED,37398689,
Li-Eryt,Li-Erythrocytes Liquor cerebrospinalis,9732,,Li-Erytrosyytit,0.48847076296806335,APPROVED,3027475,
P -FXII,P -Coagulation factor XII Plasma,308,,P -Hyytymistekijä XII,0.6100731492042542,UNCHECKED,36674860,
fS-LipoB,"fS-Lipoprotein, apo B Serum from fasting patient",14,,"fS-Lipoproteiini, apo B",0.5093396306037903,UNCHECKED,37394113,
-StrJvi,,307,,NA NA,0.0,UNCHECKED,0,
-GcNhO,"-Neisseria gonorrhoeae, nucleic acid (quat) NA",1869,,"-Neisseria gonorrhoeae, nukleiinihappo (kval)",0.7179301977157593,APPROVED,44811868,
Ts-NARP-D,"Ts-NARP Syndrome, Mitochondrial DNA Power Mutation Study Tissue",2,,"Ts-NARP-oireyhtymä, mitokondriaalisen DNA:n valtamutaation tutkimus",0.466793954372406,UNCHECKED,4334642,
Ts-TriNhO,,2,,NA Tissue,0.0,UNCHECKED,0,
-MygeNhO,"-Mycoplasma genitalium, nucleic acid (quat) NA",9,,"-Mycoplasma genitalium, nukleiinihappo (kval)",0.5307257771492004,UNCHECKED,45769678,
U -HOP,,2,,NA Urine,0.0,UNCHECKED,0,
-MyhoNhO,,9,,NA NA,0.0,UNCHECKED,0,
Li-Leuk,Li-Leukocytes Liquor cerebrospinalis,9732,,Li-Leukosyytit,0.4359877109527588,APPROVED,3016543,
-STINhO,,9,,NA NA,0.0,UNCHECKED,0,
Li-Lymf+Mo,,9732,,NA Liquor cerebrospinalis,0.0,APPROVED,3004560,
Li-Lymf+Mo,,9732,,NA Liquor cerebrospinalis,0.0,APPROVED,3030850,
B -FISHDel,B - FISH study of chromosome microdeletions Blood,31,,B -Kromosomien mikrodeleetioiden FISH-tutkimus,0.6507895588874817,UNCHECKED,43020566,
Li-Muut,,9732,,NA Liquor cerebrospinalis,0.0,APPROVED,40758915,
B -HNPCC-D,"B - Hereditary non-polypotic colon cancer (HNPCC), DNA study of a major mutation in three MLH1 genes Blood",4,,"B -Periytyvä ei-polypoottinen paksusuolisyöpä (HNPCC), kolmen MLH1-geenin valtamutaation DNA-tutkimus",0.5182701945304871,UNCHECKED,37108693,
S -IGF1,S - Insulin-like growth factor 1 Serum,1867,,S -Insuliinin kaltainen kasvutekijä 1,0.844499409198761,APPROVED,4197861,
B -TnT-O,,31,,NA Blood,0.0,UNCHECKED,0,
Li-Neut+Eo,,9732,,NA Liquor cerebrospinalis,0.0,APPROVED,3033463,
Li-Neut+Eo,,9732,,NA Liquor cerebrospinalis,0.0,APPROVED,3031163,
B -LysoGL3,,4,,NA Blood,0.0,UNCHECKED,0,
U -Syto-1,,9535,,NA Urine,0.0,APPROVED,43530795,
U -KokaCt,"U -Cocaine, confirmation Urine",2,,"U -Kokaiini, varmistus",0.4904298782348633,UNCHECKED,4326761,
B -CD4Sup,Level of immunosuppression of B-CD4 lymphocytes Blood,306,,B -CD4-lymfosyyttien immunosuppression taso,0.494275838136673,UNCHECKED,4242843,
S -vara,,9061,,NA Serum,0.0,UNCHECKED,0,Serum storage sample
U -KrtKrea,,2,,NA Urine,0.0,UNCHECKED,0,
Li-ChpnAb,"Li-Chlamydia pneumoniae, antibodies to Liquor cerebrospinalis",14,,"Li-Chlamydia pneumoniae, vasta-aineet",0.593247652053833,UNCHECKED,4026384,
S -LeuAbCO,,306,,NA Serum,0.0,UNCHECKED,0,
U -OrgahJ,,2,,NA Urine,0.0,UNCHECKED,0,
Ly-HLA,Ly-Tissue Antigen Lymphocyte,1846,,Ly-Kudosantigeeni,0.6222143769264221,APPROVED,4058764,
-TrvaNhO,"-Trichomonas vaginalis, nucleic acid (quat) NA",9,,"-Trichomonas vaginalis, nukleiinihappo (kval)",0.5799559950828552,UNCHECKED,4004709,
-AnthrVi,,1,,NA NA,0.0,UNCHECKED,0,
-UrpaNhO,,9,,NA NA,0.0,UNCHECKED,0,
-UrurNhO,,9,,NA NA,0.0,UNCHECKED,0,
Bm-BRAF-D,,9,,NA Bone marrow,0.0,UNCHECKED,0,
Bm-RNAex,,9,,NA Bone marrow,0.0,UNCHECKED,0,
B -NAIT,"B -Immune Thrombocytopenia Study, Neonatal Blood",4,,"B -Immuunitrombosytopenia-tutkimus, vastasyntyneen",0.6047280430793762,UNCHECKED,4345345,
Cv-DNAmut,,9,,NA Chorion villus,0.0,UNCHECKED,0,
-RvirAg,-Respiratory virus antigen NA,1841,,-Respiratoristen virusten antigeeni,0.8671316504478455,APPROVED,4045155,
-RvirAg,-Respiratory virus antigen NA,1841,,-Respiratoristen virusten antigeeni,0.8671316504478455,APPROVED,46273556,
Pt-Papa-1,Pt-Gynecological Loose Cell Examination Patient,8896,,Pt-Gynekologinen irtosolututkimus,0.5963482856750488,APPROVED,43531329,
Bl-BAL-2,"Bl-Bronchoalveolar lavage sample, asbestos quantification Bronchoalveolar lavation",31,,"Bl-Bronkoalveolaarinen huuhtelunäyte, asbestin kvantitoiminen",0.6029149889945984,UNCHECKED,4121345,
-CodiNhO,"-Corynebacterium diphtheriae, nucleic acid (quat) NA",1,,"-Corynebacterium diphtheriae, nukleiinihappo (kval)",0.6514871716499329,UNCHECKED,4241690,
B -SoluVi,B - Cell culture Blood,4,,B -Soluviljely,0.6175101399421692,UNCHECKED,4077639,
-ParodVi,,1,,NA NA,0.0,UNCHECKED,0,
Li-CMVAb,"Li-Cytomegalovirus, antibodies to Liquor cerebrospinalis",304,,"Li-Cytomegalovirus, vasta-aineet likvorista",0.4623309373855591,UNCHECKED,4101906,
-PreA,,1,,NA NA,0.0,UNCHECKED,0,
dU-PBG,dU-Porphobilinogen diurnal Urine,9,,dU-Porfobilinogeeni,0.6105966567993164,UNCHECKED,4019984,
Lu-PAD-4,"Histological examination of Lu-Lung specimen, extensive surgical preparation Lung",14,,"Lu-Keuhkonäytteen histologinen tutkimus, laaja leikkauspreparaatti",0.41365334391593933,UNCHECKED,4158353,
F -RotaTy,,9,,NA Feces,0.0,UNCHECKED,0,
Li-EvirAb,,9,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
P-TT-INRqc,,14,,NA NA,0.0,UNCHECKED,0,
dU-A1Miglo,"dU-Alpha-1-microglobulin, diurnal diurnal urine",31,,"dU-Alfa-1-mikroglobuliini, vuorokausivirtsa",0.5996015667915344,UNCHECKED,3052318,
Li-NMDARAb,,9,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
P -Pepsin1,,14,,NA Plasma,0.0,UNCHECKED,0,
S -hCG,"S -Chorionic gonadotropin, Human Serum",8852,,"S -Koriongonadotropiini, ihmisen",0.7000638842582703,APPROVED,4042751,
Paino,,14,,NA NA,0.0,UNCHECKED,0,
fS-CgA,fS-Chromogranin A Serum from fasting patient,1841,,fS-Kromograniini A,0.5011640191078186,APPROVED,4006180,
fS-CgA,fS-Chromogranin A Serum from fasting patient,1841,,fS-Kromograniini A,0.5011640191078186,APPROVED,37111339,
-Sterkon,-Sterilization control NA,1,,-Sterilointikontrolli,0.6760416626930237,UNCHECKED,45759601,
Pinta-ala,,14,,NA NA,0.0,UNCHECKED,0,
L -MNS,,1841,,NA Leukocyte,0.0,APPROVED,4022016,
Pituus,,14,,NA NA,0.0,UNCHECKED,0,
dU-Cu,dU-Copper diurnal Urine,31,,dU-Kupari,0.49126172065734863,UNCHECKED,4101405,
B -TAg-D,"B Platelet alloantigen typing, DNA study Blood",4,,"B -Trombosyyttien alloantigeenityypitys, DNA-tutkimus",0.509804904460907,UNCHECKED,4258677,
Ts-PADpika,Ts-Tissue Quick Cut Tissue,8553,,Ts-Kudoksen pikaleiketutkimus,0.34551167488098145,APPROVED,37206851,
B -TriPCR,,4,,NA Blood,0.0,UNCHECKED,0,
-Tygl,-Thyroglobulin NA,1,,-Tyreoglobuliini,0.7396198511123657,UNCHECKED,4044636,
U -MRSAVi,,8348,,NA Urine,0.0,APPROVED,4046599,
U -MRSAVi,,8348,,NA Urine,0.0,APPROVED,37019466,
-UPD-D,,1,,NA NA,0.0,UNCHECKED,0,
vB-VeIon11,,8261,,NA venous Blood,0.0,APPROVED,4081838,
vB-VeIon11,,8261,,NA venous Blood,0.0,APPROVED,4203287,
vB-VeIon11,,8261,,NA venous Blood,0.0,APPROVED,40758360,
Aloitus,,1,,NA NA,0.0,UNCHECKED,0,
S -GEN,S-Gentamicin Serum,14,,S -Gentamysiini,0.49991321563720703,UNCHECKED,37208766,
Li-HSVAb,"Li-Herpes simplex virus, antibodies to Liquor cerebrospinalis",304,,"Li-Herpes simplex -virus, vasta-aineet",0.5745580196380615,UNCHECKED,46272140,
S -HAVAb,"S -Hepatitis A virus, antibodies Serum",1837,,"S -Hepatiitti A -virus, vasta-aineet",0.6351683139801025,APPROVED,4288286,
Li-InfAAb,,304,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
Li-InfBAb,,304,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
Li-NSE,Li-Neuron-specific enolase Liquor cerebrospinalis,9,,Li-Neuronispesifinen enolaasi,0.6182640790939331,UNCHECKED,4010516,
Li-Pin1Ab,,304,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
F -EHECTox,"F-Escherichia coli, enterohemorrhagic, toxin Feces",31,,"F -Escherichia coli, enterohemorrhaginen,toxin",0.6301828622817993,UNCHECKED,4020479,
Ly-CD16K,,9,,NA Lymphocyte,0.0,UNCHECKED,0,
S -S100,S-Protein S100 Serum,1810,,S -Proteiini S100,0.48979830741882324,APPROVED,3051671,
Li-RSVAb,,304,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
Ly-CD19K,,9,,NA Lymphocyte,0.0,UNCHECKED,0,
Ly-CD3K,,9,,NA Lymphocyte,0.0,UNCHECKED,0,
U -Na,U-Sodium Urine,1810,,U -Natrium,0.5553966760635376,APPROVED,4020682,
fP-NH4-ion,fP-Ammonium ions Plasma from fasting patient,8215,,fP-Ammonium-ioni,0.49995848536491394,APPROVED,4017613,
fP-NH4-ion,fP-Ammonium ions Plasma from fasting patient,8215,,fP-Ammonium-ioni,0.49995848536491394,APPROVED,37111339,
S -HBVNhO,"S -Hepatitis B virus, nucleic acid (Qual) Serum",14,,"S -Hepatiitti B -virus, nukleiinihappo (kval)",0.5374321341514587,UNCHECKED,4005034,
B -AGU-D,"B -Aspartylglucosaminidase gene, DNA study Blood",1,,"B -Aspartylglukosaminidaasigeeni, DNA-tutkimus",0.5956964492797852,UNCHECKED,4124917,
Ly-CD4K,,9,,NA Lymphocyte,0.0,UNCHECKED,0,
B -HemMark,,1809,,NA Blood,0.0,APPROVED,4214425,
B -Aidur,,1,,NA Blood,0.0,UNCHECKED,0,
Ly-CD8K,,9,,NA Lymphocyte,0.0,UNCHECKED,0,
B -AkolEs,,1,,NA Blood,0.0,UNCHECKED,0,
B -ASOAL-D,,1,,NA Blood,0.0,UNCHECKED,0,
B -TTNFI-D,B - DNA study of the Finnish power mutation (FINmaj) in tibial muscular dystrophy (TMD) Blood,4,,B -Tibiaalisen lihasdystrofian (TMD) suomalaisen valtamutaation (FINmaj) DNA-tutkimus,0.39745351672172546,UNCHECKED,44782849,
B -VHL2-D,,4,,NA Blood,0.0,UNCHECKED,0,
S -VirAb,"S-virus, antibodies Serum",1806,,"S -Virus, vasta-aineet",0.4113999903202057,APPROVED,4046723,
P -Adr,P -Adrenaline Plasma,9,,P -Adrenaliini,0.537834882736206,UNCHECKED,37398051,
B -Asyykar,B -Acylcarnitine Blood,1,,B -Asyylikarnitiini,0.7246344685554504,UNCHECKED,4009399,
fS-Kol-HDL,"fS-cholesterol, high density lipoproteins Serum from fasting patient",31,,"fS-kolesteroli, high density lipoproteiinit",0.6441318988800049,UNCHECKED,4041557,
BIOPDNA,,4,,NA NA,0.0,UNCHECKED,0,
Ex-TbVi,"Ex-Mycobacterium tuberculosis, culture Expectorate, sputum",8108,,"Ex-Mycobacterium tuberculosis, viljely",0.6360553503036499,APPROVED,4231942,
Ex-TbVi,"Ex-Mycobacterium tuberculosis, culture Expectorate, sputum",8108,,"Ex-Mycobacterium tuberculosis, viljely",0.6360553503036499,APPROVED,4164116,
B -ATRX-D,,1,,NA Blood,0.0,UNCHECKED,0,
PSVSLAS,,31,,NA NA,0.0,UNCHECKED,0,
Bl-Prot,,4,,NA Bronchoalveolar lavation,0.0,UNCHECKED,0,
Li-HSVAbG,"Li-Herpes simplex virus, IgG antibodies Liquor cerebrospinalis",302,,"Li-Herpes simplex -virus, IgG-vasta-aineet",0.6182100176811218,UNCHECKED,46272140,
B -C9ORF72,,1,,NA Blood,0.0,UNCHECKED,0,
Pt-GFRe,,31,,NA Patient,0.0,UNCHECKED,0,
Bm-FIP1L1,,4,,NA Bone marrow,0.0,UNCHECKED,0,
S -LateksE,"S-Latex (natural rubber, k82), IgE antibodies Serum",14,,"S -Lateksi (luonnonkumi, k82), IgE-vasta-aineet",0.31500133872032166,UNCHECKED,4113745,
Bm-SC-Vi,,4,,NA Bone marrow,0.0,UNCHECKED,0,
S -RhglAbE,,14,,NA Serum,0.0,UNCHECKED,0,
P -AdrNor,P -Adrenaline + noradrenaline Plasma,9,,P -Adrenaliini + noradrenaliini,0.4992094039916992,UNCHECKED,37398215,
S -AFP,S-Alpha-1-fetoprotein Serum,8004,,S -Alfa-1-fetoproteiini,0.8820468187332153,APPROVED,3025053,
S -RhglAbG,,14,,NA Serum,0.0,UNCHECKED,0,
cB-VeIon,,7915,,NA capillary Blood,0.0,APPROVED,3022313,
cB-VeIon,,7915,,NA capillary Blood,0.0,APPROVED,40758360,
dU-Kporf,dU-Coproporphyrin diurnal Urine,4,,dU-Koproporfyriini,0.5772793889045715,UNCHECKED,4101437,
Ln-PAD,Histological examination of the Ln lymph node Lymph node,1798,,Ln-Imusolmukkeen histologinen tutkimus,0.6183772683143616,APPROVED,43531146,
P -Noradr,P -Noradrenaline Plasma,9,,P -Noradrenaliini,0.5627250075340271,UNCHECKED,37398215,
-AdenAg,"-Adenovirus, antigen NA",1774,,"-Adenovirus, antigeeni",0.6607993841171265,APPROVED,4008425,
dU-Uporf,dU-Uroporphyrin diurnal Urine,4,,dU-Uroporfyriini,0.516546368598938,UNCHECKED,4051207,
Li-HSVAbM,"Li-Herpes simplex virus, IgM antibodies Liquor cerebrospinalis",302,,"Li-Herpes simplex -virus, IgM-vasta-aineet",0.6192793846130371,UNCHECKED,46272314,
-InfAAg.,,1774,,NA NA,0.0,APPROVED,4044987,
Se-Likvo-O,Se-Spinal Fluid Demonstration (Qual) Secretion,31,,Se-Selkäydinnesteen osoitus (kval),0.3500640094280243,UNCHECKED,4049360,
Bm-PAD,Histological examination of Bm bone marrow Bone marrow,7750,,Bm-Luuytimen histologinen tutkimus,0.5895768404006958,APPROVED,4043761,
B -HepTEM,,30,,NA Blood,0.0,UNCHECKED,0,
P -PS-Ag,"P -Protein S, Plasma Antigen",9,,"P -Proteiini S, antigeeni",0.5934929847717285,UNCHECKED,4070937,
B -CAPN3-D,DNA study of mutations in the CAPN3 gene causing B-LGMD2A (Limb-girdle muscular dystrophy type 2A),1,,"B -LGMD2A-tautia (Limb-girdle muscular dystrophy type 2A, kalpainopatia) aiheuttavan CAPN3-geenin mutaatioiden DNA-tutkimus",0.5022016763687134,UNCHECKED,4344042,
B -JCVAb,,30,,NA Blood,0.0,UNCHECKED,0,
S -TPutreE,"S -Tyrophagus putrescentiae d72), IgE antibodies Serum",14,,"S -Tyrophagus putrescentiae d72), IgE-vasta-aineet",0.5412741899490356,UNCHECKED,4131108,
Pt-GlukIns,,9,,NA Patient,0.0,UNCHECKED,0,
B -CHCHD10,,1,,NA Blood,0.0,UNCHECKED,0,
PÄIVLISÄ 2,,9,,NA NA,0.0,UNCHECKED,0,
-InfBAg,"-Fluenza B virus, antigen NA",1774,,"-Influenssa B -virus, antigeeni",0.7302100658416748,APPROVED,4044988,
S -LZM,S-Lysozyme Serum,7734,,S -Lysotsyymi,0.7920815348625183,APPROVED,4020535,
B -Cx26-D,,1,,NA Blood,0.0,UNCHECKED,0,
RNAex,,9,,NA NA,0.0,UNCHECKED,0,
B -Farma-D,,1,,NA Blood,0.0,UNCHECKED,0,
E -PBGD,E -Porphobilinogen deaminase Erythrocyte,4,,E -Porfobilinogeenideaminaasi,0.7908964157104492,UNCHECKED,37398585,
JPLLA,,4,,NA NA,0.0,UNCHECKED,0,
-HIV1Nh,"-HI virus-1, nucleic acid (quantum) NA",13,,"-HI-virus-1, nukleiinihappo (kvant)",0.4164809286594391,UNCHECKED,4036212,
-Pin1Ag,"-Paraflu 1 virus, antigen NA",1774,,"-Parainfluenssa 1 -virus, antigeeni",0.34739869832992554,APPROVED,4046621,
Am-TriPCR,,13,,NA Amniotic fluid,0.0,UNCHECKED,0,
S -Flekain,S-Flecainide Serum,9,,S -Flekainidi,0.6231276392936707,UNCHECKED,37393681,
Ts-FNAB,Ts-Thin Needle Biopsy Tissue,7622,,Ts-Ohutneulabiopsiatutkimus,0.614104688167572,APPROVED,4171863,
E -G6PD,E-Glucose-6-phosphate dehydrogenase Erythrocyte,30,,E -Glukoosi-6-fosfaattidehydrogenaasi,0.835659921169281,UNCHECKED,4234240,
Ts-KRAS-D,Point mutations in the Ts-KRAS gene Tissue,301,,Ts-KRAS geenin pistemutaatiot,0.4198761582374573,UNCHECKED,42528713,
B -DLItrpl,,13,,NA Blood,0.0,UNCHECKED,0,
P -EGFR-D,,30,,NA Plasma,0.0,UNCHECKED,0,
B -FibTEM,,300,,NA Blood,0.0,UNCHECKED,0,
-MikErik,,299,,NA NA,0.0,UNCHECKED,0,
S -Karni,S-Carnitine Serum,9,,S -Karnitiini,0.6280730962753296,UNCHECKED,45881256,
-Pin2Ag,"-Paraflu 2 virus, antigen NA",1774,,"-Parainfluenssa 2 -virus, antigeeni",0.3520190417766571,APPROVED,4044993,
S -Karni-T,,9,,NA Serum,0.0,UNCHECKED,0,
B -HbF-Fc,"B-Immunophenotyping, fetal hemoglobin Blood",13,,"B -Immunofenotyypitys, fetaalihemoglobiini",0.5604000687599182,UNCHECKED,37393598,
Li-BaktAg,"Li-Bacterium, antigen Liquor cerebrospinalis",4,,"Li-Bakteeri, antigeeni",0.2748238146305084,UNCHECKED,43531250,
B -Varasto,,13,,NA Blood,0.0,UNCHECKED,0,
S -CK-Is,"S-Creatine kinase, isoenzymes Serum",30,,"S -Kreatiinikinaasi, isoentsyymit",0.7494162321090698,UNCHECKED,4245038,
Li-EvirAbM,,4,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
Bm-Este-Vr,,13,,NA Bone marrow,0.0,UNCHECKED,0,
-Pin3Ag,"-Paraflu 3 virus, antigen NA",1774,,"-Parainfluenssa 3 -virus, antigeeni",0.34604960680007935,APPROVED,4044994,
B -HeparTP,B -Heparin thrombocytopenia study Blood,299,,B -Hepariinitrombosytopeniatutkimus,0.6040627956390381,UNCHECKED,433749,
S -Karni-V,"S-Carnitine, Free Serum",9,,"S -Karnitiini, vapaa",0.5766405463218689,UNCHECKED,46271110,
B -FKRPV-D,DNA study of a major mutation in the FKRP gene causing B-LGMD2I disease Blood,1,,B -LGMD2I-tautia aiheuttavan FKRP-geenin valtamutaation DNA-tutkimus,0.38388535380363464,UNCHECKED,3031853,
E -Coomb-O,"E -Coombs, direct (mono- or polyspecific antiserum) (Qual) Erythrocyte",7532,,"E -Coombs, suora (mono- tai polyspesifinen antiseerumi) (kval)",0.2768189609050751,APPROVED,4299254,
-RSVAg,"-RS virus, antigen NA",1774,,"-RS virus, antigeeni",0.47774577140808105,APPROVED,4201161,
B -GMLPA-D,,1,,NA Blood,0.0,UNCHECKED,0,
JPLTIL,,7495,,NA NA,0.0,UNCHECKED,0,Ice plasm order
Ts-DNAex,,1774,,NA Tissue,0.0,APPROVED,45771306,
Ts-DNAex,,1774,,NA Tissue,0.0,APPROVED,4002890,
B -Hb-H,,1,,NA Blood,0.0,UNCHECKED,0,
Vi,,1773,,NA NA,0.0,UNCHECKED,0,Cell culture for storage
B -HIVNhTy,,1,,NA Blood,0.0,UNCHECKED,0,
B -TromFu,"B -Trombocytes, Blood Function Study",299,,"B -Trombosyytit, funktiotutkimus",0.45423537492752075,UNCHECKED,4025846,
B -HLAMaks,,1,,NA Blood,0.0,UNCHECKED,0,
S -HSV1AbG,"S-Herpes simplex virus type 1, IgG antibodies Serum",30,,"S -Herpes simplex -virus tyyppi 1, IgG-vasta-aineet",0.6869692206382751,UNCHECKED,44806012,
-ExTEM/CFT,,298,,NA NA,0.0,UNCHECKED,0,
S -NatsuAb,"S -Natalizumab, antibodies Serum",9,,"S -Natalitsumabi, vasta-aineet",0.4849478304386139,UNCHECKED,40761116,
fP-A-Vit,fP-Vitamin A Plasma from fasting patient,13,,fP-A-vitamiini,0.31875866651535034,UNCHECKED,4041848,
B -HPA1-kv,,1,,NA Blood,0.0,UNCHECKED,0,
-ExTEM/CT,,298,,NA NA,0.0,UNCHECKED,0,
P -D-25,P-Vitamin D-25-OH Plasma,7319,,P -D-vitamiini-25-OH,0.29444852471351624,APPROVED,44806841,
B -HUNT2-D,,1,,NA Blood,0.0,UNCHECKED,0,
-ExTEM/MCF,,298,,NA NA,0.0,UNCHECKED,0,
Li-ParoAb,"Li-Mumps virus, antibodies to Liquor cerebrospinalis",4,,"Li-Sikotautivirus, vasta-aineet",0.5271730422973633,UNCHECKED,46272161,
B -TbEVi,"B -Mycobacterium, special culture Blood",1730,,"B -Mycobacterium, erikoisviljely",0.5419783592224121,APPROVED,4264337,
B -TbEVi,"B -Mycobacterium, special culture Blood",1730,,"B -Mycobacterium, erikoisviljely",0.5419783592224121,APPROVED,4044967,
S -Tygl,S-Thyroglobulin Serum,7306,,S -Tyreoglobuliini,0.6766098737716675,APPROVED,4192432,
S -Insu-Ab,"S -Insulin, antibodies Serum",30,,"S -Insuliini, vasta-aineet",0.49180883169174194,UNCHECKED,4004063,
S -SchiAb,"S-Schistosoma, Antibodies Serum",9,,"S -Schistosoma, vasta-aineet",0.5915992259979248,UNCHECKED,4025973,
S -C1Inh,S -C1 Esterase Inhibitor Serum,298,,S -C1-Esteraasin inhibiittori,0.7868149876594543,UNCHECKED,42536008,
V-Säilytys,,298,,NA NA,0.0,UNCHECKED,0,
-SienNho,,296,,NA NA,0.0,UNCHECKED,0,
Sy-Gluk,Sy-Glucose Synovial fluid,9,,Sy-Glukoosi,0.6439559459686279,UNCHECKED,45877984,
-InfvNhO,"-Fluenza A virus, variant, nucleic acid (QU) NA",1722,,"-Influenssa A-virus, variantti, nukleiinihappo (kval)",0.5366857051849365,APPROVED,44806470,
Ly-BSc-Fc,"Ly-Immunophenotyping, B-cell subclasses, broad Lymphocyte",4,,"Ly-Immunofenotyypitys, B-solut alaluokat, laaja",0.5050662755966187,UNCHECKED,4167361,
HLA I,,295,,NA NA,0.0,UNCHECKED,0,
U -Diffi,"U-Cells, Specification Urine",7172,,"U -Solut, erittelylaskenta",0.3570428490638733,APPROVED,4042254,
Ts-RNAex,,9,,NA Tissue,0.0,UNCHECKED,0,
B -GenEsik,,1716,,NA Blood,0.0,UNCHECKED,0,Pretreatment of genetic material
P -ABOAtit,,4,,NA Plasma,0.0,UNCHECKED,0,
HLA II,,295,,NA NA,0.0,UNCHECKED,0,
P -ABOBtit,,4,,NA Plasma,0.0,UNCHECKED,0,
Li-BKVNh,"Li-BK virus, nucleic acid (quantum) Liquor cerebrospinalis",13,,"Li-BK-virus, nukleiinihappo (kvant)",0.4468323886394501,UNCHECKED,37394267,
Koll/ADP,,295,,NA NA,0.0,UNCHECKED,0,
Koll/ADR,,295,,NA NA,0.0,UNCHECKED,0,
S -VAN,S-Vancomycin Serum,7076,,S -Vankomysiini,0.610164999961853,APPROVED,4197843,
PRA I,,294,,NA NA,0.0,UNCHECKED,0,
U -AmfetCt,"U -Amphetamine and its derivatives, confirmation Urine",30,,"U -Amfetamiini ja sen johdannaiset, varmistus",0.49529924988746643,UNCHECKED,4128023,
PRA II,,294,,NA NA,0.0,UNCHECKED,0,
U -DALA,U-Delta-aminolevulinate Urine,9,,U -Delta-aminolevulinaatti,0.8271901607513428,UNCHECKED,4203084,
P -Glkg,P -Glucagon Plasma,4,,P -Glukagoni,0.6186407804489136,UNCHECKED,37398214,
-Syto,"-Smoothal cell examination, other NA",1649,,"-Irtosolututkimus, muu",0.4736543893814087,APPROVED,4120215,
-Syto,"-Smoothal cell examination, other NA",1649,,"-Irtosolututkimus, muu",0.4736543893814087,APPROVED,4036697,
P -Isoaggl,,4,,NA Plasma,0.0,UNCHECKED,0,
B -INCL-D,"B-Infantile neuronal seroid lipofuscinosis (INCL), PPT gene power mutation DNA study Blood",1,,"B -Infantiili neuronaalinen seroidilipofuskinoosi (INCL), PPT-geenin valtamutaation DNA-tutkimus",0.5507147908210754,UNCHECKED,4241463,
P -Fibr,P -Fibrinogen Plasma,7065,,P -Fibrinogeeni,0.5973332524299622,APPROVED,4094436,
P -Zn,P -Zinc Plasma,293,,P -Sinkki,0.38084492087364197,UNCHECKED,40764308,
U -Myogl,U -Myoglobin Urine,9,,U -Myoglobiini,0.6121651530265808,UNCHECKED,4221398,
-CA19-9,-CA 19-9 antigen NA,29,,-CA 19-9 antigeeni,0.7123150825500488,UNCHECKED,4164784,
-SienVr,"-Mushroom, staining NA",7025,,"-Sieni, värjäys",0.6098971366882324,APPROVED,4071884,
-Para-O,-Parasites (qual.) NA,29,,-Parasiitit (kval),0.29908087849617004,UNCHECKED,40484098,
S -OHKarba,S -Hydroxycarbazepine (10-) Serum,293,,S -Hydroksikarbatsepiini (10-),0.6809374094009399,UNCHECKED,45768567,
-BKVNh,"-BK virus, nucleic acid (quantum) NA",8,,"-BK-virus, nukleiinihappo (kvant)",0.5460618734359741,UNCHECKED,37394267,
Li-ChpnAbG,"Li-Chlamydia pneumoniae, IgG antibodies Liquor cerebrospinalis",13,,"Li-Chlamydia pneumoniae, IgG-vasta-aineet",0.5839788913726807,UNCHECKED,4026384,
Bm-FISHMM,,291,,NA Bone marrow,0.0,UNCHECKED,0,
U -Prot,U-Protein in Urine,7013,,U -Proteiini,0.7407404184341431,APPROVED,3037121,
-JCVNh,,8,,NA NA,0.0,UNCHECKED,0,
Pf-ACE,Pf-Angiotensin-1-convertase Pleural fluid,4,,Pf-Angiotensiini-1-konvertaasi,0.4120444655418396,UNCHECKED,45884085,
Pf-LD,Pf-Lactate dehydrogenase Pleural fluid,1594,,Pf-Laktaattidehydrogenaasi,0.7370979189872742,APPROVED,4135658,
Am-FISH,,8,,NA Amniotic fluid,0.0,UNCHECKED,0,
Pt-EKG-Amb,,4,,NA Patient,0.0,UNCHECKED,0,
B -1555-D,,8,,NA Blood,0.0,UNCHECKED,0,
S -9-HRisp,,4,,NA Serum,0.0,UNCHECKED,0,
-ParvNhO,"-Parvovirus, nucleic acid (qual) NA",29,,"-Parvovirus, nukleiinihappo (kval)",0.5394212007522583,UNCHECKED,45769277,
S -ACE,,4,,NA Serum,0.0,UNCHECKED,0,
dU-Prot,dU-Protein diurnal Urine,6943,,dU-Proteiini,0.517397403717041,APPROVED,3011705,
