TUTKIMUS,ALKU_PVM,LOPPU_PVM,TUTKIMUS_LYHENNE,TUTKIMUS_EALA,TUTKIMUS_NIMI,TUTKIMUS_TARKENNE,TUTKIMUS_TYYPPI,VASTAUSYKSIKKO,HUOMAUTUSKOODISTO,TUTKIMUS_LYHENNE_I
110,05.07.1993,31.12.2300,B-tHb,KEM,Totaalihemoglobiini veri,NULL,Y,g/l,NULL,B-THB
1100,01.03.1988,26.11.1991,S -ASTA,MIK,S -Antistafylolysiini,NULL,Y,yks/ml,BAKT,S-ASTA
1100,27.11.1991,31.05.2009,S -ASTA,MIK,Antistafylolysiini,NULL,Y,yks/ml,MIKVAS,S-ASTA
1100,01.06.2009,11.05.2014,S -ASTA,MIK,Antistafylolysiini,NULL,Y,U/ml,MIKVAS,S-ASTA
1100,12.05.2014,31.12.2300,S -ASTA,MIK,Antistafylolysiini,NULL,Y,IU/ml,MIKVAS,S-ASTA
11001,10.12.1990,22.05.1995,FF,MIK,S-Bty-FF,NULL,Y,NULL,IMMUN,FF
11002,10.12.1990,22.05.1995,HLA-A,MIK,HLA-A,NULL,Y,NULL,IMMUN,HLA-A
11003,10.12.1990,22.05.1995,HLA-A,MIK,HLA-AA,NULL,Y,NULL,IMMUN,HLA-A
11004,10.12.1990,22.05.1995,HLA-B,MIK,HLA-B,NULL,Y,NULL,IMMUN,HLA-B
11005,10.12.1990,22.05.1995,HLA-B,MIK,HLA-BB,NULL,Y,NULL,IMMUN,HLA-B
11006,10.12.1990,22.05.1995,Bw4,MIK,Bw4,NULL,Y,NULL,IMMUN,BW4
11007,10.12.1990,22.05.1995,Bw6,MIK,Bw6,NULL,Y,NULL,IMMUN,BW6
11008,10.12.1990,22.05.1995,HLA-Cw,MIK,HLA-Cw1,NULL,Y,NULL,IMMUN,HLA-CW
11009,10.12.1990,22.05.1995,HLA-Cw,MIK,HLA-C2,NULL,Y,NULL,IMMUN,HLA-CW
1101,01.03.1988,31.12.2300,S -AST,KEM,Antistreptolysiini,NULL,Y,yks/ml,KEMIA,S-AST
11010,10.12.1990,22.05.1995,HLA-Dr,MIK,HLA-DR1,NULL,Y,NULL,IMMUN,HLA-DR
11011,10.12.1990,22.05.1995,HLA-Dr,MIK,HLA-DR2,NULL,Y,NULL,IMMUN,HLA-DR
11012,10.12.1990,06.06.1995,Ly-HLAB27,MIK,Ly-HLAB27,NULL,Y,NULL,IMMUN,LY-HLAB27
11013,17.01.1991,22.05.1995,Control,MIK,Control,NULL,Y,NULL,IMMUN,CONTROL
11014,17.01.1991,24.05.1995,PHA025,MIK,PHA025,NULL,Y,NULL,IMMUN,PHA025
11015,17.01.1991,24.05.1995,PHA125,MIK,PHA125,NULL,Y,NULL,IMMUN,PHA125
11016,17.01.1991,24.05.1995,PHA625,MIK,PHA625,NULL,Y,NULL,IMMUN,PHA625
11017,17.01.1991,24.05.1995,PHA1250,MIK,PHA1250,NULL,Y,NULL,IMMUN,PHA1250
11018,17.01.1991,24.05.1995,PHA005,MIK,PHA005,NULL,Y,NULL,IMMUN,PHA005
11019,17.01.1991,22.05.1995,ConA001,MIK,ConA001,NULL,Y,NULL,IMMUN,CONA001
11020,17.01.1991,22.05.1995,ConA005,MIK,ConA005,NULL,Y,NULL,IMMUN,CONA005
11021,17.01.1991,22.05.1995,ConA025,MIK,ConA025,NULL,Y,NULL,IMMUN,CONA025
11022,17.01.1991,22.05.1995,ConA125,MIK,ConA125,NULL,Y,NULL,IMMUN,CONA125
11023,17.01.1991,22.05.1995,ConA625,MIK,ConA625,NULL,Y,NULL,IMMUN,CONA625
11024,17.01.1991,24.05.1995,PPD001,MIK,PPD001,NULL,Y,NULL,IMMUN,PPD001
11025,17.01.1991,24.05.1995,PPD010,MIK,PPD010,NULL,Y,NULL,IMMUN,PPD010
11026,17.01.1991,24.05.1995,PPD100,MIK,PPD100,NULL,Y,NULL,IMMUN,PPD100
11027,17.01.1991,22.05.1995,ContPPD,MIK,ContPPD,NULL,Y,NULL,IMMUN,CONTPPD
11028,13.07.1990,13.07.1995,KPeak,MIK,-KPeak,NULL,Y,mV,IMMUN,KPEAK
11029,13.07.1990,31.10.1996,KInteg,MIK,KInteg,NULL,Y,mVmin,MIKVAS,KINTEG
11029,01.11.1996,18.11.2009,U -Alb,KEM,"Albumiini, laskennallinen",NULL,Y,mg/l,NULL,U-ALB
11029,19.11.2009,31.12.2300,U -Alb,MIK,"Albumiini, laskennallinen",NULL,Y,mg/l,NULL,U-ALB
1103,22.05.1986,31.12.2300,P -AT3,KEM,Antitrombiini III,NULL,Y,%,KEMIA,P-AT3
11030,17.01.1991,22.05.1995,FLMP,MIK,FLMP,NULL,Y,NULL,IMMUN,FLMP
11031,17.01.1991,22.05.1995,Zymosan,MIK,Zymosan,NULL,Y,NULL,IMMUN,ZYMOSAN
11032,07.02.1991,13.07.1995,S -IgA1,MIK,Immunoglobuliini A1,alaluokka,Y,NULL,NULL,S-IGA1
11033,07.02.1991,13.07.1995,S -IgA2,MIK,Immunoglobuliini A2,alaluokka,Y,NULL,NULL,S-IGA2
11033,10.01.2012,22.04.2014,dU-AldoHUS,KEM,"Aldosteroni, HUS, projektikäyt",töön,Y,nmol,KEMIA,DU-ALDOHUS
11034,09.08.1990,14.09.1993,S -Jo1-Ab,MIK,S -Polymyosiitti-1-vasta-,aineet,Y,titteri,NULL,S-JO1-AB
11034,15.09.1993,21.09.1993,S -Jo1-Ab,MIK,S -Polymyosiitti-1-vasta-,aineet,Y,U,IMMUN,S-JO1-AB
11035,10.12.1990,22.05.1995,-1:5,MIK,1:5,NULL,Y,NULL,NULL,-1:5
11036,10.12.1990,22.05.1995,-1:10,MIK,1:10,NULL,Y,NULL,NULL,-1:10
11037,27.06.1991,05.01.2001,S -Cas-Ab,MIK,"S -Kaseiini, vasta-aineet",NULL,Y,SDU,MIKVAS,S-CAS-AB
11038,27.06.1991,05.01.2001,S -LGA-Ab,MIK,"S -Laktoglobuliini A, vasta-",aineet,Y,SDU,MIKVAS,S-LGA-AB
11039,27.06.1991,05.01.2001,S -LGB-Ab,MIK,"S -Laktoglobuliini B, vasta-",aineet,Y,SDU,MIKVAS,S-LGB-AB
11040,27.06.1991,05.01.2001,S -LA-Ab,MIK,"S -Laktalbumiini, vasta-",aineet,Y,SDU,MIKVAS,S-LA-AB
11041,27.06.1991,05.01.2001,S -BSA-Ab,MIK,"S -Lehmänmaidon albumiini,",vasta-aineet,Y,SDU,MIKVAS,S-BSA-AB
11042,27.06.1991,05.01.2001,S -TM-ab,MIK,"S -Kokomaito, vasta-aineet",NULL,Y,SDU,MIKVAS,S-TM-AB
11043,01.07.1991,24.05.1995,fB-LeukI,MIK,B-leukosyyttien lukumäärä,NULL,Y,NULL,NULL,FB-LEUKI
11044,01.07.1991,24.05.1995,B-LymfI,MIK,B-lymfosyyttien lukumäärä,NULL,Y,NULL,NULL,B-LYMFI
11045,13.07.1990,22.05.1995,B -KemigI,MIK,B-KemigI,NULL,L,mVmin/E9,NULL,B-KEMIGI
11046,14.10.1991,22.05.1995,DNA-EHAA,MIK,Natiivi DNA-vasta-aineen,keskimääräinen affiniteetti,Y,NULL,IMMUN,DNA-EHAA
11046,19.05.2010,31.12.2300,S -AFOS,KEM,Alkalinen fosfataasi,NULL,Y,U/l,KEMIA,S-AFOS
11047,14.10.1991,22.05.1995,DNA-ETSA,MIK,Natiivi DNA-vasta-aineen,keskimääräinen määrä,Y,NULL,IMMUN,DNA-ETSA
11048,24.01.1992,24.05.1995,B -lymfos,MIK,B-lymfosyyttien lukumäärä,NULL,Y,10E9/l,NULL,B-LYMFOS
11050,29.11.1991,19.05.1992,S -GS-ANCA,MIK,S-ANCA VASTA-AINEPAKETTI,NULL,P,TITTERI,NULL,S-GS-ANCA
11051,28.11.1991,30.04.1997,B -Lymfot,MIK,B -Lymfosyyttien lukumäärä,NULL,Y,10E9/l,MIKVAS,B-LYMFOT
11051,01.05.1997,31.12.2300,B -Lymfot,KEM,B -Lymfosyyttien lukumäärä,NULL,Y,10E9/l,KEMIA,B-LYMFOT
11052,22.01.1992,30.04.1997,Ly-CD19a,MIK,Ly-CD19 lymfosyytit,NULL,Y,%,NULL,LY-CD19A
11052,01.05.1997,30.11.2006,Ly-CD19,KEM,Ly-CD19 lymfosyytit,NULL,Y,%,KEMIA,LY-CD19
11052,01.12.2006,14.08.2015,Ly-CD19,KEM,Ly-CD19 lymfosyytit,NULL,Y,%,KEMIA,LY-CD19
11052,15.08.2015,31.12.2300,Ly-CD19,KEM,Ly-CD19 lymfosyytit,NULL,Y,%,KEMIA,LY-CD19
11053,22.01.1992,30.04.1997,Ly-CD19aK,MIK,Ly-CD19 lymfosyytit lukumäärä,NULL,L,10E9/l,MIKVAS,LY-CD19AK
11053,01.05.1997,05.01.2004,Ly-CD19K,KEM,Ly-CD19 lymfosyytit lukumäärä,NULL,L,10E9/l,KEMIA,LY-CD19K
11053,06.01.2004,30.11.2006,Ly-CD19K,KEM,Ly-CD19 lymfosyytit lukumäärä,NULL,Y,10E9/l,KEMIA,LY-CD19K
11053,01.12.2006,14.08.2015,B -CD19,KEM,B -CD19,NULL,Y,10E9/l,KEMIA,B-CD19
11053,15.08.2015,31.12.2300,B -CD19,KEM,B -CD19,NULL,Y,10E9/l,KEMIA,B-CD19
11054,01.04.1992,22.05.1995,S -DNAnOm,MIK,s- DNAn vasta-aineiden,ominaisuudet,P,NULL,NULL,S-DNANOM
11055,21.12.1994,31.12.2300,S -MaitAbG,MIK,"Lehmänmaito, IgG vasta-aineet",NULL,Y,%,MIKVAS,S-MAITABG
11056,21.12.1994,31.12.2300,S -MaitAbA,MIK,"Lehmänmaito, IgA vasta-aineet",NULL,Y,%,MIKVAS,S-MAITABA
11057,24.02.2015,31.12.2300,B -Lymf1,KEM,B -Lymf1,NULL,Y,10E9/l,KEMIA,B-LYMF1
11058,24.02.2015,31.12.2300,B -Lymf2,KEM,B -Lymf2,NULL,Y,10E9/l,KEMIA,B-LYMF2
11059,24.02.2015,31.12.2300,Lymf1/Lym2,KEM,Lymf1/Lymf2 suhde,NULL,L,NULL,KEMIA,LYMF1/LYM2
11061,03.02.1992,22.09.1993,S-ANC-Pak,MIK,S-ANCA-EIA paketti (ANCA/MPO),NULL,P,IU,IMMUN,S-ANC-PAK
11061,23.09.1993,05.10.2001,S -ANC-Ab,MIK,S -ANCA-EIA paketti(ANCA/MPO),NULL,S,IU,MIKVAS,S-ANC-AB
11061,06.10.2001,17.01.2012,S -ANCA.,MIK,ANCA-EIA paketti (ANCA/MPO),NULL,S,U,KEMIA,S-ANCA.
11062,25.03.1992,30.04.1997,B -Lymf,MIK,B -Lymfosyyttien lukumäärä,NULL,Y,10E9/l,NULL,B-LYMF
11062,01.05.1997,31.12.2300,B -Lymf,KEM,B -Lymfosyyttien lukumäärä,NULL,Y,10E9/l,KEMIA,B-LYMF
11063,25.03.1992,30.04.1997,Ly-CD4,MIK,Ly-CD4 pos lymfosyytit,NULL,Y,%,NULL,LY-CD4
11063,01.05.1997,31.12.2300,Ly-CD4,KEM,Ly-CD4 pos lymfosyytit,NULL,Y,%,KEMIA,LY-CD4
11064,25.03.1992,30.04.1997,Ly-CD8,MIK,Ly-CD8 pos lymfosyytit,NULL,Y,%,NULL,LY-CD8
11064,01.05.1997,31.12.2300,Ly-CD8,KEM,Ly-CD8 pos lymfosyytit,NULL,Y,%,KEMIA,LY-CD8
11065,25.03.1992,30.04.1997,Ly-CD4k,MIK,"Ly-CD4 lymfosyytit, lukumäärä",NULL,L,10E9/l,NULL,LY-CD4K
11065,01.05.1997,31.12.2300,Ly-CD4k,KEM,"Ly-CD4 lymfosyytit, lukumäärä",NULL,L,10E9/l,KEMIA,LY-CD4K
11066,25.03.1992,30.04.1997,Ly-CD8k,MIK,Ly-CD8 lymfosyyttien lukumäärä,NULL,L,10E9/l,NULL,LY-CD8K
11066,01.05.1997,31.12.2300,Ly-CD8k,KEM,Ly-CD8 lymfosyyttien lukumäärä,NULL,L,10E9/l,KEMIA,LY-CD8K
11067,25.03.1992,30.04.1997,CD4/CD8,MIK,-CD4/CD8-suhde,NULL,L,suhde,NULL,CD4/CD8
11067,01.05.1997,31.12.2300,CD4/CD8,KEM,-CD4/CD8-suhde,NULL,L,suhde,KEMIA,CD4/CD8
11068,25.03.1992,22.05.1995,HLA-B27,MIK,HLA-B27 tutkimus,NULL,Y,NULL,NULL,HLA-B27
11069,15.04.1992,31.12.2300,S -IgGn,KEM,Immunoglobuliini G 129,NULL,Y,g/l,MIKVAS,S-IGGN
1107,01.08.1981,31.12.1994,U -AromHi,KEM,Aromaattiset hiilivedyt,NULL,Y,Lausunto,KEMIA,U-AROMHI
11070,05.06.1992,09.09.1993,S-GBM-Abif,MIK,GMB vasta-aine (IF),NULL,Y,titteri,NULL,S-GBM-ABIF
11071,05.06.1992,09.09.1993,S-GBM-Abei,MIK,GBM vasta-aineet (EIA),NULL,Y,U,NULL,S-GBM-ABEI
11072,25.11.1992,15.12.1999,S -ICA-IF,MIK,S -Langerhansin saareke,vasta-aineet (IF),Y,JDF-U,MIKVAS,S-ICA-IF
11073,25.11.1992,15.12.1999,S -ICA-CF,MIK,S -Langerhansin saareke,vasta-aineet (CF),Y,JDF-U,MIKVAS,S-ICA-CF
11074,30.03.1993,22.05.1995,HLA-DQ,MIK,HLA-DQ a,NULL,Y,NULL,IMMUN,HLA-DQ
11075,30.03.1993,22.05.1995,HLA-DQ,MIK,HLA-DQ b,NULL,Y,NULL,IMMUN,HLA-DQ
11077,31.03.1993,31.12.2001,S -Neopter,MIK,S -Neopteriini,NULL,Y,nmol/l,MIKVAS,S-NEOPTER
11078,19.05.2010,31.12.2300,S -Amyl,KEM,Amylaasi,NULL,Y,U/l,KEMIA,S-AMYL
1109,29.01.2009,31.12.2300,U -As-i,KEM,Arseeni,NULL,Y,nmol/l,KEMIA,U-AS-I
11092,29.03.2018,31.12.2300,S -ACE,KEM,Angiotensiini-1-konvertaasi,NULL,Y,U/l,KEMIA,S-ACE
111,05.07.1993,17.11.2015,aB-tO2c,KEM,Totaalihappisisältö arteria,veri,Y,ml/dl,NULL,AB-TO2C
111,18.11.2015,31.12.2300,aB-tO2c,KEM,Totaalihappisisältö arteria,veri,Y,ml/dl,NULL,AB-TO2C
11100,22.08.1991,24.04.1995,S -Hepatpa,MIK,S -Hepatiittitutk. paketti,NULL,P,NULL,VIROL,S-HEPATPA
11103,24.07.2002,30.09.2019,P -AT3-SPR,KEM,"Antitrombiini III, SPR",NULL,Y,%,KEMIA,P-AT3-SPR
11103,01.10.2019,31.12.2300,P -AT3-SPR,KEM,"Antitrombiini III, SPR",NULL,Y,%,KEMIA,P-AT3-SPR
11108,16.10.2015,31.12.2300,cB-O2Hb,KEM,Oksihemoglobiini kapillaariver,i,Y,%,KEMIA,CB-O2HB
1111,29.01.2009,31.12.2300,L -ARYLS-A,KEM,Aryylisulfataasi A,NULL,Y,Lausunto,KEMIA,L-ARYLS-A
11111,16.10.2015,31.12.2300,cB-tO2c,KEM,Totaalihappisisältö kapillaari,veri,Y,ml/dl,KEMIA,CB-TO2C
1113,01.08.1981,03.01.1992,fS-A-Vit,KEM,A-vitamiini,NULL,Y,umol/l,KEMIA,FS-A-VIT
1113,04.01.1992,03.02.2005,S -A-Vit,KEM,A-vitamiini,NULL,Y,umol/l,KEMIA,S-A-VIT
1113,17.07.2009,31.12.2300,fS-A-Vit,KEM,A-vitamiini,NULL,Y,umol/l,KEMIA,FS-A-VIT
1114,31.12.2003,11.02.2010,fP-A-Vit,KEM,A-vitamiini,NULL,Y,umol/l,KEMIA,FP-A-VIT
11159,02.11.2012,31.12.2300,-BaktVrP,MIK,"Bakteeri, värjäys, päivystys",NULL,Y,NULL,MIKVAS,-BAKTVRP
112,05.07.1993,17.11.2015,vB-tO2c,KEM,Totaalihappisisältö laskimo,veri,Y,ml/dl,NULL,VB-TO2C
112,18.11.2015,31.12.2300,vB-tO2c,KEM,Totaalihappisisältö laskimo,veri,Y,ml/dl,NULL,VB-TO2C
1121,01.08.1981,02.04.2002,S -Keto-O,KEM,Asetoniaineet (kval),NULL,Y,Arvio,KEMIA,S-KETO-O
1121,01.12.2013,31.12.2300,S -Keto-O,KEM,Asetoniaineet (kval),NULL,Y,Arvio,KEMIA,S-KETO-O
1122,01.08.1981,31.12.2300,U -Keto-O,KEM,Asetoniaineet (kval),NULL,Y,Arvio,KEMIA,U-KETO-O
1123,29.01.2009,31.12.2300,B -AChEs,KEM,Asetyylikoliiniesteraasi,NULL,Y,Lausunto,KEMIA,B-ACHES
11270,13.02.2012,31.12.2300,Pt-EKGTIED,KEM,"EKG, 12 kytkentää levossa, tie",teelliset tutkimukset,Y,NULL,KEMIA,PT-EKGTIED
1128,01.08.1981,14.03.2000,S -ASAT,KEM,Aspartaattiaminotransferaasi,NULL,Y,U/l,KEMIA,S-ASAT
1128,15.03.2000,23.10.2001,S -ASAT,KEM,Aspartaattiaminotransferaasi,NULL,Y,U/l,KEMIA,S-ASAT
1128,24.10.2001,30.12.2004,S -ASAT,KEM,Aspartaattiaminotransferaasi,NULL,Y,U/l,KEMIA,S-ASAT
1128,31.12.2004,29.06.2005,S -ASAT,KEM,Aspartaattiaminotransferaasi,NULL,Y,U/l,KEMIA,S-ASAT
1128,30.06.2005,31.12.2300,S -ASAT,KEM,Aspartaattiaminotransferaasi,NULL,Y,U/l,KEMIA,S-ASAT
113,26.10.1993,31.12.2300,B -Hb-Met,KEM,Methemoglobiini,NULL,P,NULL,KEMIA,B-HB-MET
1130,20.02.1989,28.02.1994,S -Aspe-Ab,MIK,"S -Aspergillus ,",vasta-aineet,S,arvio,IMMUN,S-ASPE-AB
1130,01.03.1994,19.05.1999,S -AspeAb,MIK,"S -Aspergillus ,",vasta-aineet,Y,arvio,MIKVAS,S-ASPEAB
1130,20.05.1999,16.01.2002,S -AspeAb,MIK,"S -Aspercillus, vasta-aineet",NULL,S,NULL,MIKVAS,S-ASPEAB
1130,17.01.2002,01.06.2006,S -AspeAb,MIK,"Aspergillus, vasta-aineet",NULL,Y,NULL,MIKVAS,S-ASPEAB
1132,01.08.1981,16.12.1993,B -Autohem,KEM,Autohemolyysi,NULL,Y,Lausunto,KEMIA,B-AUTOHEM
1133,28.07.2008,12.07.2015,S -Avlos,KEM,Avlosulfoni,NULL,Y,umol/l,KEMIA,S-AVLOS
1133,13.07.2015,31.12.2300,S -Avlos,KEM,Avlosulfoni,NULL,Y,umol/l,KEMIA,S-AVLOS
11344,06.10.2009,31.12.2300,U -Eryt,KEM,Erytrosyytit,NULL,Y,10E6/l,VIRTSA,U-ERYT
1136,06.07.1993,20.07.2010,Li-B12-Vit,KEM,"B12-vitamiini, selkäydinneste",NULL,Y,pmol/l,KEMIA,LI-B12-VIT
1137,01.08.1981,03.04.2003,S -B12-Vit,KEM,"B12-vitamiini,seerumi",NULL,Y,pmol/l,KEMIA,S-B12-VIT
1137,04.04.2003,18.11.2009,S -B12-Vit,KEM,B12-vitamiini,NULL,Y,pmol/l,MIKVAS,S-B12-VIT
1137,19.11.2009,21.09.2015,S -B12-Vit,KEM,B12-vitamiini,NULL,Y,pmol/l,KEMIA,S-B12-VIT
1137,22.09.2015,31.12.2300,S -B12-Vit,KEM,B12-vitamiini,NULL,Y,pmol/l,KEMIA,S-B12-VIT
11378,04.02.2016,31.12.2300,B -Agalak,KEM,Alfa-galaktisidaasi,NULL,Y,Lausunto,KEMIA,B-AGALAK
11379,04.02.2016,31.12.2300,B -Aglukos,KEM,Alfa-glukosidaasi,NULL,Y,Lausunto,KEMIA,B-AGLUKOS
11384,04.02.2016,31.12.2300,B -Bglukos,KEM,Beeta-glukosidaasi,NULL,Y,Lausunto,KEMIA,B-BGLUKOS
11385,04.02.2016,31.12.2300,B -Aidur,KEM,Alfa-iduronidaasi,NULL,Y,Lausunto,KEMIA,B-AIDUR
11387,08.02.2010,31.12.2300,S -Fenob,KEM,Fenobarbitaali,NULL,Y,umol/l,KEMIA,S-FENOB
11399,24.07.2002,30.09.2019,P -FibrSPR,KEM,"Fibrinogeeni, SPR",NULL,Y,g/l,KEMIA,P-FIBRSPR
11399,01.10.2019,31.12.2300,P -FibrSPR,KEM,"Fibrinogeeni, SPR",NULL,Y,g/l,KEMIA,P-FIBRSPR
114,24.10.1994,24.10.1994,Pf-pH,KEM,Happamuusaste pleuraneste,NULL,Y,NULL,KEMIA,PF-PH
114,25.10.1994,23.03.1999,Pf-pH,KEM,Happamuusaste pleuraneste,NULL,P,NULL,KEMIA,PF-PH
1142,28.07.2008,13.07.2011,S -B12-TC2,KEM,"B12-vitamiini, transkobalamiin",i II:een sitoutunut,Y,pmol/l,KEMIA,S-B12-TC2
1142,14.07.2011,06.10.2015,S -B12-TC2,KEM,"B12-vitamiini, transkobalamiin",i II:een sitoutunut,Y,pmol/l,KEMIA,S-B12-TC2
1142,07.10.2015,25.04.2016,S -B12-TC2,KEM,"B12-vitamiini, transkobalamiin",i II:een sitoutunut,Y,pmol/l,KEMIA,S-B12-TC2
1142,26.04.2016,12.11.2018,S -B12-TC2,KEM,"B12-vitamiini, transkobalamiin",i II:een sitoutunut,Y,pmol/l,KEMIA,S-B12-TC2
1142,13.11.2018,31.12.2300,S -B12-TC2,KEM,"B12-vitamiini, transkobalamiin",i II:een sitoutunut,Y,pmol/l,KEMIA,S-B12-TC2
1143,18.01.1984,24.11.2003,Li-BaktAg,MIK,Li-Bakteeriantigeeni,NULL,Y,NULL,MIKVAS,LI-BAKTAG
1143,25.11.2003,31.12.2014,Li-BaktAg,MIK,"Bakteeri, antigeeni, selkäydin",neste,Y,NULL,MIKVAS,LI-BAKTAG
1144,18.01.1984,01.11.1994,S -Bakt-Ag,MIK,"S -Bakteeri,antigeeni",NULL,Y,NULL,BAKT,S-BAKT-AG
1145,18.01.1984,17.12.2001,U -BaktAg,MIK,"U -Bakteeri,antigeeni",NULL,Y,NULL,MIKVAS,U-BAKTAG
11454,15.06.2009,30.09.2019,SPRV-laus,KEM,SPR-lausunto,NULL,Y,Lausunto,KEMIA,SPRV-LAUS
11454,01.10.2019,31.12.2300,SPRV-laus,KEM,SPR-lausunto,NULL,Y,Lausunto,KEMIA,SPRV-LAUS
11455,28.05.2015,30.09.2019,SPRV-HElau,KEM,SPR-HElausunto,NULL,Y,Lausunto,KEMIA,SPRV-HELAU
11455,01.10.2019,31.12.2300,SPRV-HElau,KEM,SPR-HElausunto,NULL,Y,Lausunto,KEMIA,SPRV-HELAU
11456,15.06.2009,30.09.2019,Kiire1,KEM,"Kiireellisyyslisä 1, SPR",NULL,Y,NULL,KEMIA,KIIRE1
11456,01.10.2019,31.12.2300,Kiire1,KEM,"Kiireellisyyslisä 1, SPR",NULL,Y,NULL,KEMIA,KIIRE1
11457,15.06.2009,30.09.2019,Kiire2,KEM,"Kiireellisyyslisä 2, SPR",NULL,Y,NULL,KEMIA,KIIRE2
11457,01.10.2019,31.12.2300,Kiire2,KEM,"Kiireellisyyslisä 2, SPR",NULL,Y,NULL,KEMIA,KIIRE2
1147,28.11.2002,24.11.2003,-BaktHe,MIK,"-Bakteeri, antibioottiherkky",ysmääritys,Y,NULL,MIKVAS,-BAKTHE
1147,25.11.2003,08.02.2005,-BaktHe,MIK,"-Bakteeri, antibioottiherkky",ysmääritys,Y,NULL,MIKVAS,-BAKTHE
1148,15.12.1983,01.11.1994,U -ACB-Vr,MIK,"U -Bakteeri,fluoresenssi värj.",NULL,Y,ARVIO,BAKT,U-ACB-VR
11481,04.04.2019,31.12.2300,E -G6PD,KEM,Gluk-6-fosfaattidehydrogenaasi,NULL,Y,umol/min,KEMIA,E-G6PD
1149,05.02.1993,24.11.2003,-BaktLm,MIK,"-Bakteeri,aerobinen lajimäär",itys,Y,NULL,MIKVAS,-BAKTLM
1149,25.11.2003,31.12.2004,-BaktLm,MIK,"-Bakteeri,aerobinen lajimäär",itys,Y,NULL,MIKVAS,-BAKTLM
11494,16.06.2009,22.03.2019,B -PC380-D,KEM,"Proteiini C mutaatio W380G, DN",A-tutkimus,Y,NULL,KEMIA,B-PC380-D
11495,16.06.2009,30.09.2019,P -F8Ref,KEM,Hyytymistekijä VIIIRef,NULL,Y,%,KEMIA,P-F8REF
11495,01.10.2019,01.06.2020,P -F8Ref,KEM,Hyytymistekijä VIIIRef,NULL,Y,%,KEMIA,P-F8REF
115,10.09.1996,25.11.2004,fB-GlukPak,KEM,Glukoosipaketti,NULL,P,NULL,KEMIA,FB-GLUKPAK
11501,30.01.1991,20.01.1992,Li-Ade-Ab,MIK,"Li-Adenovirus,",vasta-aineet,Y,TITTERI,VIROL,LI-ADE-AB
11502,30.01.1991,20.01.1992,Li-InA-Ab,MIK,"Li-Influenssa A-virus,",vasta-aineet,Y,TITTERI,VIROL,LI-INA-AB
11503,30.01.1991,20.01.1992,Li-InB-Ab,MIK,Li-Influenssa B-virus,vasta-aineet,Y,TITTERI,VIROL,LI-INB-AB
11504,30.01.1991,20.01.1992,Li-Mpn-Ab,MIK,"Li-Mykoplasma pneumoniae,",vasta-aineet,Y,TITTERI,VIROL,LI-MPN-AB
11510,30.01.1991,01.02.2007,Li-ParoAbA,MIK,"Parotiitti virus, IgA","vasta-aineet, selkäydinneste",Y,EIU,MIKVAS,LI-PAROABA
1153,01.01.1994,31.12.2300,B -BaktVi,MIK,"Bakteeri, viljely",NULL,Y,NULL,MIKVAS,B-BAKTVI
1154,01.01.1994,24.11.2003,Li-BaktVi,MIK,"Li-Bakteeri,viljely selkäydin",nesteestä,Y,NULL,MIKVAS,LI-BAKTVI
1154,25.11.2003,31.12.2300,Li-BaktVi,MIK,"Bakteeri, viljely, selkäydinne",ste,Y,NULL,MIKVAS,LI-BAKTVI
1155,01.01.1994,24.11.2003,U -BaktVi,MIK,"U -Bakteeri,viljely virtsasta",NULL,Y,NULL,MIKVAS,U-BAKTVI
1155,25.11.2003,31.12.2300,U -BaktVi,MIK,"Bakteeri, viljely",NULL,Y,NULL,VIRTSA,U-BAKTVI
1159,01.01.1994,24.11.2003,-BaktVr,MIK,"-Bakteeri,värjäys",NULL,Y,NULL,MIKVAS,-BAKTVR
1159,25.11.2003,31.12.2300,-BaktVr,MIK,"Bakteeri, värjäys",NULL,Y,NULL,MIKVAS,-BAKTVR
11590,17.10.2014,31.12.2300,P-ELINKHML,KEM,"Elinsiirto, näytekäsittely,HML",NULL,Y,NULL,KEMIA,P-ELINKHML
11596,22.03.2013,31.12.2300,P -ELINKÄS,KEM,"Elinsiirto, näytekäsittely",NULL,Y,NULL,KEMIA,P-ELINKÄS
116,25.05.1999,25.07.2001,S -AmylPak,KEM,Amylaasipaketti,NULL,P,NULL,KEMIA,S-AMYLPAK
1160,21.01.1988,01.11.1994,S -Baktsid,MIK,S -Bakerisidinen teho,NULL,Y,LAUSUNT,BAKT,S-BAKTSID
1165,25.04.1988,01.06.2003,S -Barb-O,KEM,Barbituraatit (kval),NULL,Y,umol/l,KEMIA,S-BARB-O
1165,02.06.2003,14.06.2006,S -Barb-O,KEM,Barbituraatit (kval),NULL,Y,NULL,KEMIA,S-BARB-O
1165,15.06.2006,11.07.2011,S -Barb-O,KEM,Barbituraatit (kval),NULL,Y,NULL,KEMIA,S-BARB-O
1165,12.07.2011,30.04.2019,S -Barb-O,KEM,Barbituraatit (kval),NULL,Y,NULL,KEMIA,S-BARB-O
1166,26.02.1996,26.05.2005,U -Barb-O,KEM,Barbituraatit (kval),NULL,Y,Arvio,KEMIA,U-BARB-O
1166,28.07.2008,31.12.2300,U -Barb-O,KEM,Barbituraatit (kval),NULL,Y,Arvio,KEMIA,U-BARB-O
11660,08.02.2001,26.05.2005,U -Barb-O,KEM,Barbituraatit (kval),NULL,Y,Arvio,KEMIA,U-BARB-O
