CodeId,ShortName,LongName,ParentId,HierarchyLevel,BeginningDate,ExpiringDate,Code1,Code2,English_name,ICD10who_code,exists_in_ICD10who,ICD10who_name,English_name_match_level,ICD10who_match_level
A17.8+G07,Aivojen tuberkuloosi,Aivojen tuberkuloosi,A17,3,1900-01-01,2020-12-31,A17.8,G07,Tuberculoma or tuberculosis of brain or spinal cord,A17.8,FALSE,Other tuberculosis of nervous system,NA,match_first_code
A17.8+G63.0,Tuberk.polyneuropatia,Tuberkuloottinen monihermosairaus,A17,3,1900-01-01,2020-12-31,A17.8,G63.0,Tuberculous polyneuropathy,A17.8,FALSE,Other tuberculosis of nervous system,NA,match_first_code
A17.9+,Määrittämätön hermoston tuberk,Määrittämätön hermoston tuberkuloosi,A17,3,1999-11-25,2011-10-09,A17.9,NA,"Tuberculosis of nervous system, unspecified",A17.9+,TRUE,"Tuberculosis of nervous system, unspecified",0,match_one_code_removing_mark
A17.9+G99.8,Määrittämätön hermoston tuberk,Määrittämätön hermoston tuberkuloosi,A17,3,1900-01-01,2020-12-31,A17.9,G99.8,"Tuberculosis of nervous system, unspecified",A17.9+,TRUE,"Tuberculosis of nervous system, unspecified",0,match_longName
A18,Muiden elinten tuberkuloosi,Muiden elinten tuberkuloosi,A15-A19,2,1900-01-01,2020-12-31,A18,NA,Tuberculosis of other organs,A18,TRUE,Tuberculosis of other organs,0,match_exactly
A18.0,Luu- ja niveltuberkuloosi,Luu- ja niveltuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.0,NA,Tuberculosis of bones and joints,A18.0,TRUE,Tuberculosis of bones and joints,0,match_exactly
A18.0+H75.0,Tuberkul.mastoidiitt,Tuberkuloottinen kartiolisäkkeen tulehdus,A18,3,1900-01-01,2020-12-31,A18.0,H75.0,Tuberculous mastoiditis,A18.0,FALSE,Tuberculosis of bones and joints,NA,match_first_code
A18.0+M01.1,Tuberkuloottinen nivelinfektio,Tuberkuloottinen nivelinfektio,A18,3,1900-01-01,2020-12-31,A18.0,M01.1,NA,A18.0,FALSE,Tuberculosis of bones and joints,NA,match_first_code
A18.0+M49.0,Selkärangan tuberkuloosi,Selkärangan tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.0,M49.0,Tuberculosis of spine,M49.0*,TRUE,Tuberculosis of spine,0,match_longName
A18.0+M68.0,Tuberk.aih.teno-/synoviitti,Tuberkuloottinen nivelkalvotulehdus,A18,3,1900-01-01,2020-12-31,A18.0,M68.0,Tuberculous synovitis,A18.0,FALSE,Tuberculosis of bones and joints,NA,match_first_code
A18.0+M90.0,Luutuberkuloosi,Luutuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.0,M90.0,NA,A18.0,FALSE,Tuberculosis of bones and joints,NA,match_first_code
A18.1,Virtsa- ja sukupuolielin tb,Virtsa- ja sukupuolielinten tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.1,NA,Tuberculosis of genitourinary system,A18.1,TRUE,Tuberculosis of genitourinary system,0,match_exactly
A18.1+N29.1,"Tuberk,muu mun/ureterin sai",Tuberkuloosiin liittyvä munuais- tai virtsanjohdinsairaus,A18,3,1900-01-01,2020-12-31,A18.1,N29.1,NA,A18.1,FALSE,Tuberculosis of genitourinary system,NA,match_first_code
A18.1+N33.0,Virtsarakon tuberkuloosi,Virtsarakon tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.1,N33.0,Tuberculous cystitis,A18.1,FALSE,Tuberculosis of genitourinary system,NA,match_first_code
A18.1+N51.0,Tuberk. liitt.prostatasair,Tuberkuloottinen eturauhastulehdus,A18,3,1900-01-01,2020-12-31,A18.1,N51.0,Prostatitis tuberculous,A18.1,FALSE,Tuberculosis of genitourinary system,NA,match_first_code
A18.1+N51.1,Kiveksen tuberkuloosi,Kiveksen tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.1,N51.1,Tuberculosis of epididymis,A18.1,FALSE,Tuberculosis of genitourinary system,NA,match_first_code
A18.1+N51.8,Miehen sukupuolielinten tuberk,Miehen sukupuolielinten tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.1,N51.8,NA,A18.1,FALSE,Tuberculosis of genitourinary system,NA,match_first_code
A18.1+N74.0,Kohdunkaulan tuberkuloosi,Kohdunkaulan tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.1,N74.0,Tuberculous infection of cervix uteri,N74.0*,TRUE,Tuberculous infection of cervix uteri,0,match_longName
A18.1+N74.1,Sisäsynnytinten tb,Sisäsynnytinten tuberkuloottinen tulehdus,A18,3,1900-01-01,2020-12-31,A18.1,N74.1,Female tuberculous pelvic inflammatory disease,N74.1*,TRUE,Female tuberculous pelvic inflammatory disease,0,match_longName
A18.1+N77.0,Tuberk.liitt.vulvan haav,Tuberkuloosiin liittyvä ulkosynnyttimien haavauma,A18,3,1900-01-01,2020-12-31,A18.1,N77.0,Ulceration of vulva in tuberculosis,A18.1,FALSE,Tuberculosis of genitourinary system,NA,match_first_code
A18.2,Perif imusolm tb,Tuberkuloottinen perifeerinen imusolmukesairaus,A18,3,1900-01-01,2020-12-31,A18.2,NA,Tuberculous peripheral lymphadenopathy,A18.2,TRUE,Tuberculous peripheral lymphadenopathy,0,match_exactly
A18.3,Vatsaontelon tuberkuloosi,"Suoliston, suoliliepeen, vatsakalvon tai vatsakalvontakaisen alueen tuberkuloosi",A18,3,1900-01-01,2020-12-31,A18.3,NA,"Tuberculosis of intestines, peritoneum and mesenteric glands",A18.3,TRUE,"Tuberculosis of intestines, peritoneum and mesenteric glands",0,match_exactly
A18.3+K67.3,"Tb, vatsakalvotulehdus",Tuberkuloottinen vatsakalvotulehdus,A18,3,1900-01-01,2020-12-31,A18.3,K67.3,Tuberculous peritonitis,K67.3*,TRUE,Tuberculous peritonitis,0,match_longName
A18.3+K93.0,Suoliston imusolmukkeiden tb,"Suoliston, vatsakalvon tai suoliliepeen imusolmukkeiden tuberkuloottinen sairaus",A18,3,1900-01-01,2020-12-31,A18.3,K93.0,NA,K93.0*,TRUE,"Tuberculous disorders of intestines, peritoneum and mesenteric glands",NA,match_longName
A18.4,Iho/ihonalaiskudos tb,Ihon ja ihonalaiskudoksen tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.4,NA,Tuberculosis of skin and subcutaneous tissue,A18.4,TRUE,Tuberculosis of skin and subcutaneous tissue,0,match_exactly
A18.4+H03.1,Silmäluomen lupus vulgaris,Silmäluomen lupus vulgaris,A18,3,1900-01-01,2020-12-31,A18.4,H03.1,Lupus vulgaris: of eyelid+,A18.4,FALSE,Tuberculosis of skin and subcutaneous tissue,NA,match_first_code
A18.5,Silmän tuberkuloosi,Silmän tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.5,NA,Tuberculosis of eye,A18.5,TRUE,Tuberculosis of eye,0,match_exactly
A18.5+H19.0,Tuberkuloottinen episkleriitti,Tuberkuloottinen episkleriitti,A18,3,1900-01-01,2020-12-31,A18.5,H19.0,Lupus episcleritis,A18.5,FALSE,Tuberculosis of eye,NA,match_first_code
A18.5+H19.2,"Tuberk.,keratitis",Tuberkuloosiin liittyvä sarveiskalvotulehdus tai sarveis- ja sidekalvotulehdus,A18,3,1900-01-01,2020-12-31,A18.5,H19.2,Keratitis and keratoconjunctivitis (interstitial) in tuberculosis,A18.5,FALSE,Tuberculosis of eye,NA,match_first_code
A18.5+H22.0,Tuberk. iridocyclitis,Tuberkuloottinen värikalvon ja sädekehän tulehdus,A18,3,1900-01-01,2020-12-31,A18.5,H22.0,Lupus iridocyclitis,A18.5,FALSE,Tuberculosis of eye,NA,match_first_code
A18.5+H32.0,"Tuberk.,korioretiniitt",Tuberkuloottinen suoni- ja verkkokalvon tulehdus,A18,3,1900-01-01,2020-12-31,A18.5,H32.0,Lupus chorioretinitis,A18.5,FALSE,Tuberculosis of eye,NA,match_first_code
A18.6,Korvan tuberkuloosi,Korvan tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.6,NA,Tuberculosis of ear,A18.6,TRUE,Tuberculosis of ear,0,match_exactly
A18.6+H67.0,Tuberk.liitt.otiitt.med,Tuberkuloottinen välikorvan tulehdus,A18,3,1900-01-01,2020-12-31,A18.6,H67.0,Tuberculous otitis media,A18.6,FALSE,Tuberculosis of ear,NA,match_first_code
A18.7+,Lisämunuaistuberkuloosi,Lisämunuaistuberkuloosi,A18,3,1999-11-25,2011-10-09,A18.7,NA,Tuberculosis of adrenal glands,A18.7+,TRUE,Tuberculosis of adrenal glands,0,match_one_code_removing_mark
A18.7+E35.1,Lisämunuaistuberkuloosi,Lisämunuaistuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.7,E35.1,Tuberculosis of adrenal glands,A18.7+,TRUE,Tuberculosis of adrenal glands,0,match_longName
A18.8,Muu määr. elin tb,Muun elimen tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.8,NA,Tuberculosis of other specified organs,A18.8,TRUE,Tuberculosis of other specified organs,0,match_exactly
A18.8+D77,Pernan tuberkuloosi,Pernan tuberkuloosi,A18,3,1998-08-19,2020-12-31,A18.8,D77,Tuberculosis of spleen,A18.8,FALSE,Tuberculosis of other specified organs,NA,match_first_code
A18.8+E35.0,Kilpirauhasen tuberkuloosi,Kilpirauhasen tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.8,E35.0,Tuberculosis of thyroid gland,A18.8,FALSE,Tuberculosis of other specified organs,NA,match_first_code
A18.8+I32.0,Sydänpussin tuberkuloosi,Sydänpussin tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.8,I32.0,Tuberculosis of pericardium,A18.8,FALSE,Tuberculosis of other specified organs,NA,match_first_code
A18.8+I39.8,Tuberk. aih. endokardiitti,Sydämen sisäkalvon tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.8,I39.8,Tuberculosis of endocardium,A18.8,FALSE,Tuberculosis of other specified organs,NA,match_first_code
A18.8+I41.0,Sydänlihaksen tuberkuloosi,Sydänlihaksen tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.8,I41.0,Tuberculosis of myocardium,A18.8,FALSE,Tuberculosis of other specified organs,NA,match_first_code
A18.8+I68.1,Tuberk.liitt.aivovalt.tuleh,Tuberkuloottinen aivovaltimotulehdus,A18,3,1900-01-01,2020-12-31,A18.8,I68.1,Tuberculous cerebral arteritis,A18.8,FALSE,Tuberculosis of other specified organs,NA,match_first_code
A18.8+K23.0,Ruokatorven tuberkuloosi,Ruokatorven tuberkuloosi,A18,3,1900-01-01,2020-12-31,A18.8,K23.0,Tuberculous oesophagitis,K23.0*,TRUE,Tuberculous oesophagitis,0,match_longName
A18.8+K77.0,Maksan tuberkuloosi,Maksan tuberkuloosi,A18,3,1998-08-19,2020-12-31,A18.8,K77.0,Liver tuberculosis,A18.8,FALSE,Tuberculosis of other specified organs,NA,match_first_code
A18.8+K87.1,Haiman tuberkuloosi,Haiman tuberkuloosi,A18,3,1998-08-19,2020-12-31,A18.8,K87.1,Tuberculosis of pancreas,A18.8,FALSE,Tuberculosis of other specified organs,NA,match_first_code
A19,Miliaarituberkuloosi,Miliaarituberkuloosi,A15-A19,2,1900-01-01,2020-12-31,A19,NA,Miliary tuberculosis,A19,TRUE,Miliary tuberculosis,0,match_exactly
A19.0,"Miliaaritb, äk., 1 paikassa",Yhdessä määritetyssä sijaintipaikassa esiintyvä akuutti miliaarituberkuloosi,A19,3,1900-01-01,2020-12-31,A19.0,NA,Acute miliary tuberculosis of a single specified site,A19.0,TRUE,Acute miliary tuberculosis of a single specified site,0,match_exactly
A19.1,"Miliaaritb, äk., us. paikassa",Useassa sijaintipaikassa esiintyvä akuutti miliaarituberkuloosi,A19,3,1900-01-01,2020-12-31,A19.1,NA,Acute miliary tuberculosis of multiple sites,A19.1,TRUE,Acute miliary tuberculosis of multiple sites,0,match_exactly
A19.2,"Miliaaritb, äk., määrittämätön",Määrittämätön akuutti miliaarituberkuloosi,A19,3,1900-01-01,2020-12-31,A19.2,NA,"Acute miliary tuberculosis, unspecified",A19.2,TRUE,"Acute miliary tuberculosis, unspecified",0,match_exactly
A19.8,"Miliaaritb, muu määritetty",Muu miliaarituberkuloosi,A19,3,1900-01-01,2020-12-31,A19.8,NA,Other miliary tuberculosis,A19.8,TRUE,Other miliary tuberculosis,0,match_exactly
A19.9,"Miliaaritb, määrittämätön",Määrittämätön miliaarituberkuloosi,A19,3,1900-01-01,2020-12-31,A19.9,NA,"Miliary tuberculosis, unspecified",A19.9,TRUE,"Miliary tuberculosis, unspecified",0,match_exactly
A20,Rutto,Rutto,A20-A28,2,1900-01-01,2020-12-31,A20,NA,Plague,A20,TRUE,Plague,0,match_exactly
A20-A28,Eräät eläinper. bakteeritaudit,Eräät eläinperäiset bakteeritaudit,A00-B99,1,1900-01-01,2020-12-31,A20,A28,Certain zoonotic bacterial diseases,NA,FALSE,NA,NA,classification_code
A20.0,Paiserutto,Paiserutto,A20,3,1900-01-01,2020-12-31,A20.0,NA,Bubonic plague,A20.0,TRUE,Bubonic plague,0,match_exactly
A20.1,Ihorutto,Ihorutto,A20,3,1900-01-01,2020-12-31,A20.1,NA,Cellulocutaneous plague,A20.1,TRUE,Cellulocutaneous plague,0,match_exactly
A20.2,Keuhkorutto,Keuhkorutto,A20,3,1900-01-01,2020-12-31,A20.2,NA,Pneumonic plague,A20.2,TRUE,Pneumonic plague,0,match_exactly
A20.3,Ruton aivokalvotulehdus,Ruton aiheuttama aivokalvotulehdus,A20,3,1900-01-01,2020-12-31,A20.3,NA,Plague meningitis,A20.3,TRUE,Plague meningitis,0,match_exactly
A20.7,Ruttoon liittyvä septikemia,Ruttoon liittyvä septikemia,A20,3,1900-01-01,2020-12-31,A20.7,NA,Septicaemic plague,A20.7,TRUE,Septicaemic plague,0,match_exactly
A20.8,Muu ruttomuoto,Muu ruttomuoto,A20,3,1900-01-01,2020-12-31,A20.8,NA,Other forms of plague,A20.8,TRUE,Other forms of plague,0,match_exactly
A20.9,Määrittämätön rutto,Määrittämätön rutto,A20,3,1900-01-01,2020-12-31,A20.9,NA,"Plague, unspecified",A20.9,TRUE,"Plague, unspecified",0,match_exactly
A21,Tularemia,Tularemia (jänisrutto),A20-A28,2,1900-01-01,2020-12-31,A21,NA,Tularaemia,A21,TRUE,Tularaemia,0,match_exactly
A21.0,Ulseroglandulaarinen tularemia,Haavainen tularemia,A21,3,1900-01-01,2020-12-31,A21.0,NA,Ulceroglandular tularaemia,A21.0,TRUE,Ulceroglandular tularaemia,0,match_exactly
A21.1,Oft.glandulaarinen tularemia,Silmätularemia,A21,3,1900-01-01,2020-12-31,A21.1,NA,Oculoglandular tularaemia,A21.1,TRUE,Oculoglandular tularaemia,0,match_exactly
A21.2,Keuhkotularemia,Keuhkotularemia,A21,3,1900-01-01,2020-12-31,A21.2,NA,Pulmonary tularaemia,A21.2,TRUE,Pulmonary tularaemia,0,match_exactly
A21.2+J17.0,Tularem.liitt.pneumonia,Tularemiaan liittyvä keuhkokuume,A21,3,1900-01-01,2020-12-31,A21.2,J17.0,Pneumonia (due to)(in) tularaemia,A21.2,FALSE,Pulmonary tularaemia,NA,match_first_code
A21.3,G-i tularemia,Gastrointestinaalinen tularemia,A21,3,1900-01-01,2020-12-31,A21.3,NA,Gastrointestinal tularaemia,A21.3,TRUE,Gastrointestinal tularaemia,0,match_exactly
A21.7,Yleistynyt tularemia,Yleistynyt tularemia,A21,3,1900-01-01,2020-12-31,A21.7,NA,Generalized tularaemia,A21.7,TRUE,Generalized tularaemia,0,match_exactly
A21.8,Muu määritetty tularemia,Muu tularemia,A21,3,1900-01-01,2020-12-31,A21.8,NA,Other forms of tularaemia,A21.8,TRUE,Other forms of tularaemia,0,match_exactly
A21.9,Määrittämätön tularemia,Määrittämätön tularemia,A21,3,1900-01-01,2020-12-31,A21.9,NA,"Tularaemia, unspecified",A21.9,TRUE,"Tularaemia, unspecified",0,match_exactly
A22,Pernarutto,Pernarutto,A20-A28,2,1900-01-01,2020-12-31,A22,NA,Anthrax,A22,TRUE,Anthrax,0,match_exactly
A22.0,Ihopernarutto,Ihopernarutto,A22,3,1900-01-01,2020-12-31,A22.0,NA,Cutaneous anthrax,A22.0,TRUE,Cutaneous anthrax,0,match_exactly
A22.1,Keuhkopernarutto,Keuhkopernarutto,A22,3,1900-01-01,2020-12-31,A22.1,NA,Pulmonary anthrax,A22.1,TRUE,Pulmonary anthrax,0,match_exactly
A22.1+J17.0,Pernarutt. liitt.pneumonia,Pernaruttoon liittyvä keuhkokuume,A22,3,1900-01-01,2020-12-31,A22.1,J17.0,Pneumonia (due to)(in) anthrax,A22.1,FALSE,Pulmonary anthrax,NA,match_first_code
A22.2,G-i pernarutto,Gastrointestinaalinen pernarutto,A22,3,1900-01-01,2020-12-31,A22.2,NA,Gastrointestinal anthrax,A22.2,TRUE,Gastrointestinal anthrax,0,match_exactly
A22.7,Pernaruton septikemia,Pernaruttoon liittyvä septikemia,A22,3,1900-01-01,2020-12-31,A22.7,NA,Anthrax septicaemia,A22.7,TRUE,Anthrax sepsis,7,match_exactly
A22.8,Muut pernaruttomuodot,Muu pernaruttomuoto,A22,3,1900-01-01,2020-12-31,A22.8,NA,Other forms of anthrax,A22.8,TRUE,Other forms of anthrax,0,match_exactly
A22.8+G01,Pernarutt.liitt.mening,Pernaruton aiheuttama aivokalvotulehdus,A22,3,1900-01-01,2020-12-31,A22.8,G01,Anthrax meningitis+,A22.8,FALSE,Other forms of anthrax,NA,match_first_code
A22.9,Määrittämätön pernarutto,Määrittämätön pernarutto,A22,3,1900-01-01,2020-12-31,A22.9,NA,"Anthrax, unspecified",A22.9,TRUE,"Anthrax, unspecified",0,match_exactly
A23,Bruselloosi,Bruselloosi,A20-A28,2,1900-01-01,2020-12-31,A23,NA,Brucellosis,A23,TRUE,Brucellosis,0,match_exactly
A23.0,Brucella melit. bruselloosi,Brucella melitensis -bakteerin aiheuttama bruselloosi,A23,3,1900-01-01,2020-12-31,A23.0,NA,Brucellosis due to Brucella melitensis,A23.0,TRUE,Brucellosis due to Brucella melitensis,0,match_exactly
A23.1,Brucella abortus bruselloosi,Brucella abortus -bakteerin aiheuttama bruselloosi,A23,3,1900-01-01,2020-12-31,A23.1,NA,Brucellosis due to Brucella abortus,A23.1,TRUE,Brucellosis due to Brucella abortus,0,match_exactly
A23.2,Brucella suis bruselloosi,Brucella suis -bakteerin aiheuttama bruselloosi,A23,3,1900-01-01,2020-12-31,A23.2,NA,Brucellosis due to Brucella suis,A23.2,TRUE,Brucellosis due to Brucella suis,0,match_exactly
A23.3,Brucella canis bruselloosi,Brucella canis -bakteerin aiheuttama bruselloosi,A23,3,1900-01-01,2020-12-31,A23.3,NA,Brucellosis due to Brucella canis,A23.3,TRUE,Brucellosis due to Brucella canis,0,match_exactly
A23.8,Muu bruselloosi,Muu bruselloosi,A23,3,1900-01-01,2020-12-31,A23.8,NA,Other brucellosis,A23.8,TRUE,Other brucellosis,0,match_exactly
A23.9,Määrittämätön bruselloosi,Määrittämätön bruselloosi,A23,3,1900-01-01,2020-12-31,A23.9,NA,"Brucellosis, unspecified",A23.9,TRUE,"Brucellosis, unspecified",0,match_exactly
A23.9+M49.1,"Brusella, nikamatulehdus",Määrittämättömän bruselloosin aiheuttama nikamatulehdus,A23,3,1900-01-01,2020-12-31,A23.9,M49.1,Brucella spondylitis,A23.9,FALSE,"Brucellosis, unspecified",NA,match_first_code
A23.9+N16.0,"Brusell.,tubuloint,nefropatia",Bruselloosiin liittyvä tubulointerstitiaalinen munuaissairaus,A23,3,1900-01-01,2020-12-31,A23.9,N16.0,Renal tubulo-interstitial disorders (due to)(in) brucellosis,A23.9,FALSE,"Brucellosis, unspecified",NA,match_first_code
A24,Räkätauti ja valeräkätauti,Pseudomonas mallei ja pseudomallei -bakteerien aiheuttamat infektiot,A20-A28,2,1900-01-01,2020-12-31,A24,NA,Ghanders and melioidosis,A24,TRUE,Glanders and melioidosis,1,match_exactly
A24.0,Räkätauti,Pseudomonas mallei -bakteerin aiheuttama räkätauti,A24,3,1900-01-01,2020-12-31,A24.0,NA,Glanders,A24.0,TRUE,Glanders,0,match_exactly
A24.1,Äk. fulm. valeräkätauti,Pseudomonas pseudomallei -bakteerin aiheuttama akuuttivoimakasoireinen valeräkätauti,A24,3,1900-01-01,2020-12-31,A24.1,NA,Acute and fulminating melioidosis,A24.1,TRUE,Acute and fulminating melioidosis,0,match_exactly
A24.2,Puoliäk/pitkäaik valeräkätauti,Pseudomonas pseudomallei -bakteerin aiheuttama puoliakuutti tai pitkäaikainen valeräkätauti,A24,3,1900-01-01,2020-12-31,A24.2,NA,Subacute and chronic melioidosis,A24.2,TRUE,Subacute and chronic melioidosis,0,match_exactly
A24.3,Muu Pseudomonas mallei-infekt,Muu Pseudomonas mallei -bakteerin aiheuttama valeräkätauti,A24,3,1900-01-01,2020-12-31,A24.3,NA,Other melioidosis,A24.3,TRUE,Other melioidosis,0,match_exactly
A24.4,Määrittämätön valeräkätauti,Tarkemmin määrittämätön Pseudomonas pseudomallei -bakteerin aiheuttama valeräkätauti,A24,3,1900-01-01,2020-12-31,A24.4,NA,"Melioidosis, unspecified",A24.4,TRUE,"Melioidosis, unspecified",0,match_exactly
A25,Rotanpuremakuumeet,Rotanpuremakuumeet,A20-A28,2,1900-01-01,2020-12-31,A25,NA,Rat-bite fevers,A25,TRUE,Rat-bite fevers,0,match_exactly
A25.0,Spirilloosi,Spirilloosi,A25,3,1900-01-01,2020-12-31,A25.0,NA,Spirillosis,A25.0,TRUE,Spirillosis,0,match_exactly
A25.1,Streptobasilloosi,Streptobasilloosi,A25,3,1900-01-01,2020-12-31,A25.1,NA,Streptobacillosis,A25.1,TRUE,Streptobacillosis,0,match_exactly
A25.9,Määrittämätön rotanpuremakuume,Määrittämätön rotanpuremakuume,A25,3,1900-01-01,2020-12-31,A25.9,NA,"Rat-bite fever, unspecified",A25.9,TRUE,"Rat-bite fever, unspecified",0,match_exactly
A26,Sikaruusu,Sikaruusu,A20-A28,2,1900-01-01,2020-12-31,A26,NA,Erysipeloid,A26,TRUE,Erysipeloid,0,match_exactly
A26.0,Ihon sikaruusu,Ihon sikaruusu,A26,3,1900-01-01,2020-12-31,A26.0,NA,Cutaneous erysipeloid,A26.0,TRUE,Cutaneous erysipeloid,0,match_exactly
A26.7,Erysipelothrix septikemia,Erysipehothrix-bakteerin aiheuttama septikemia,A26,3,1900-01-01,2020-12-31,A26.7,NA,Erysipelothrix septicaemia,A26.7,TRUE,Erysipelothrix sepsis,7,match_exactly
A26.8,Muu sikaruusun muoto,Muu sikaruusun muoto,A26,3,1900-01-01,2020-12-31,A26.8,NA,Other forms of erysipeloid,A26.8,TRUE,Other forms of erysipeloid,0,match_exactly
A26.9,Määrittämätön sikaruusu,Määrittämätön sikaruusu,A26,3,1900-01-01,2020-12-31,A26.9,NA,"Erysipeloid, unspecified",A26.9,TRUE,"Erysipeloid, unspecified",0,match_exactly
A27,Leptospiroosi,Leptospiroosi,A20-A28,2,1900-01-01,2020-12-31,A27,NA,Leptospirosis,A27,TRUE,Leptospirosis,0,match_exactly
A27.0,Leptospirosis icterohaemorrh.,Leptospirosis icterohaemorrhagica,A27,3,1900-01-01,2020-12-31,A27.0,NA,Leptospirosis icterohaemorrhagica,A27.0,TRUE,Leptospirosis icterohaemorrhagica,0,match_exactly
A27.8,Muu leptospiroosin muoto,Muu leptospiroosin muoto,A27,3,1900-01-01,2020-12-31,A27.8,NA,Other forms of leptospirosis,A27.8,TRUE,Other forms of leptospirosis,0,match_exactly
A27.9,Määrittämätön leptospiroosi,Määrittämätön leptospiroosi,A27,3,1900-01-01,2020-12-31,A27.9,NA,"Leptospirosis, unspecified",A27.9,TRUE,"Leptospirosis, unspecified",0,match_exactly
