code,name_fi,name_en,name_en_source
0167A,"TUB ORGANORUM GENITALIUM MULIERIS,BAKTER.VARMA","Tuberculosis of genito-urinary system, Other female genital organs",ICD9_code_match(parent_match)
0167B,"TUB ORGANORUM GENITALIUM MULIERIS,HISTOL.VARMA","Tuberculosis of genito-urinary system, Other female genital organs",ICD9_code_match(parent_match)
0167X,"TUB ORGANORUM GENITALIUM MULIERIS,EPÄILTY","Tuberculosis of genito-urinary system, Other female genital organs",ICD9_code_match(parent_match)
0169A,"TUBERCULOSIS UROGENITALIS NUD,BAKTERIOL.VARMA","Tuberculosis of genito-urinary system, Genito-urinary tuberculosis, unspecified",ICD9_code_match(parent_match)
0169B,"TUBERCULOSIS UROGENITALIS NUD,HISTOLOG.VARMA","Tuberculosis of genito-urinary system, Genito-urinary tuberculosis, unspecified",ICD9_code_match(parent_match)
0169X,"TUBERCULOSIS UROGENITALIS NUD,EPÄILTY","Tuberculosis of genito-urinary system, Genito-urinary tuberculosis, unspecified",ICD9_code_match(parent_match)
017,TUBERCULOSIS ALIORUM ORGANORUM,Tuberculosis of other organs,ICD9_code_match(full_match)
0170A,TUBERCULOSIS VERRUCOSA CUTIS,"Tuberculosis of other organs, Skin and subcutaneous cellular tissue",ICD9_code_match(parent_match)
0170B,LUPUS VULGARIS,"Tuberculosis of other organs, Skin and subcutaneous cellular tissue",ICD9_code_match(parent_match)
0170C,SCROPHULODERMA,"Tuberculosis of other organs, Skin and subcutaneous cellular tissue",ICD9_code_match(parent_match)
0170X,TUBERCULOSIS CUTIS ET SUBCUTIS ALTERIUS GENERIS,"Tuberculosis of other organs, Skin and subcutaneous cellular tissue",ICD9_code_match(parent_match)
0171A,ERYTHEMA NODOSUM TUBERCULOSUM,"Tuberculosis of other organs, Erythema nodosum with hypersensitivity reaction in tuberculosis",ICD9_code_match(parent_match)
0171B,ERYTHEMA INDURATUM TUBERCULOSUM (BAZIN),"Tuberculosis of other organs, Erythema nodosum with hypersensitivity reaction in tuberculosis",ICD9_code_match(parent_match)
0171C,TUBERCULIDES PAPULONECROTICA,"Tuberculosis of other organs, Erythema nodosum with hypersensitivity reaction in tuberculosis",ICD9_code_match(parent_match)
0171D,LICHEN SCROFULOSORUM,"Tuberculosis of other organs, Erythema nodosum with hypersensitivity reaction in tuberculosis",ICD9_code_match(parent_match)
0172A,TUBERCULOSIS LYMPHONODORUM PERIPHERICORUM,"Tuberculosis of other organs, Peripheral lymph nodes",ICD9_code_match(unique_parent_match)
0173A,TUBERCULOSIS OCULI,"Tuberculosis of other organs, Eye",ICD9_code_match(unique_parent_match)
0174A,TUBERCULOSIS AURIS,"Tuberculosis of other organs, Ear",ICD9_code_match(unique_parent_match)
0175A,TUBERCULOSIS GLANDULAE THYREOIDEAE,"Tuberculosis of other organs, Thyroid gland",ICD9_code_match(unique_parent_match)
0176A,TUBERCULOSIS GLANDULAE SUPRARENALIS,"Tuberculosis of other organs, Adrenal glands",ICD9_code_match(unique_parent_match)
0177A,TUBERCULOSIS LIENIS,"Tuberculosis of other organs, Spleen",ICD9_code_match(unique_parent_match)
0178A,TUBERCULOSIS OESOPHAGI,"Tuberculosis of other organs, Oesophagus",ICD9_code_match(parent_match)
0178X,TUBERCULOSIS ALIORUM ORGANORUM,"Tuberculosis of other organs, Oesophagus",ICD9_code_match(parent_match)
018,TUBERCULOSIS DISSEMINATA,Miliary tuberculosis,ICD9_code_match(full_match)
0180A,"TUBERCULOSIS DISSEMINATA ACUTA,BAKTERIOL.VARMA","Miliary tuberculosis, Acute miliary tuberculosis",ICD9_code_match(parent_match)
0180B,"TUBERCULOSIS DISSEMINATA ACUTA,HISTOLOG.VARMA","Miliary tuberculosis, Acute miliary tuberculosis",ICD9_code_match(parent_match)
0180X,"TUBERCULOSIS DISSEMINATA ACUTA,EPÄILTY","Miliary tuberculosis, Acute miliary tuberculosis",ICD9_code_match(parent_match)
0189A,"TUBERCULOSIS DISSEMINATA NUD,BAKTERIOLOG.VARMA","Miliary tuberculosis, unspecified",ICD9_code_match(parent_match)
0189B,"TUBERCULOSIS DISSEMINATA NUD,HISTOLOGIS. VARMA","Miliary tuberculosis, unspecified",ICD9_code_match(parent_match)
0189X,"TUBERCULOSIS DISSEMINATA NUD,EPÄILTY","Miliary tuberculosis, unspecified",ICD9_code_match(parent_match)
020,PESTIS,Plague,ICD9_code_match(full_match)
0200A,PESTIS BUBONICA,"Plague, Bubonic",ICD9_code_match(unique_parent_match)
0201A,PESTIS CELLULOCUTANEA,"Plague, Cellulocutaneous",ICD9_code_match(unique_parent_match)
0202A,PESTIS SEPTICHAEMICA,"Plague, Septicaemic",ICD9_code_match(unique_parent_match)
0203A,PESTIS PULMONIS PRIMARIA,"Plague, Primary pneumonic",ICD9_code_match(unique_parent_match)
0204A,PESTIS PULMONIS SECUNDARIA,"Plague, Secondary pneumonic",ICD9_code_match(unique_parent_match)
0205A,PESTIS PULMONIS NON DEFINITA,"Plague, Pneumonic, unspecified",ICD9_code_match(unique_parent_match)
0208X,PESTIS ALIA DEFINITA,"Plague, Other specified types of plague",ICD9_code_match(unique_parent_match)
0209X,PESTIS NUD,"Plague, unspecified",ICD9_code_match(unique_parent_match)
021,TULAREMIA,Tularaemia,ICD9_code_match(full_match)
0210A,TULAREMIA ULCEROGLANDULARIS,"Tularaemia, Ulceroglandular tularaemia",ICD9_code_match(unique_parent_match)
0211A,TULAREMIA INTESTINALIS,"Tularaemia, Enteric tularaemia",ICD9_code_match(unique_parent_match)
0212A,TULAREMIA PULMONUM,"Tularaemia, Pulmonary tularaemia",ICD9_code_match(unique_parent_match)
0213A,TULAREMIA OCULOGLANDULARIS,"Tularaemia, Oculoglandular tularaemia",ICD9_code_match(unique_parent_match)
0218X,TULAREMIA ALIA DEFINITA,"Tularaemia, Other specified tularaemia",ICD9_code_match(unique_parent_match)
0219X,TULAREMIA NUD,"Tularaemia, Unspecified tularaemia",ICD9_code_match(unique_parent_match)
022,ANTHRAX,Anthrax,ICD9_code_match(full_match)
0220A,ANTHRAX CUTANEA,"Anthrax, Cutaneous anthrax",ICD9_code_match(unique_parent_match)
0221A,ANTHRAX PULMONUM,"Anthrax, Pulmonary anthrax",ICD9_code_match(unique_parent_match)
0222A,ANTHRAX GASTROINTESTINALIS,"Anthrax, Gastro-intestinal anthrax",ICD9_code_match(unique_parent_match)
0223A,ANTHRAX SEPTICHAEMIA,Anthrax septicaemia,ICD9_code_match(unique_parent_match)
0228X,ANTHRAX ALIA DEFINITA,"Anthrax, Other specified manifestations of anthrax",ICD9_code_match(unique_parent_match)
0229X,ANTHRAX NUD,"Anthrax, unspecified",ICD9_code_match(unique_parent_match)
023,BRUCELLOSIS,Brucellosis,ICD9_code_match(full_match)
0230A,BRUCELLOSIS MELITENSIS,"Brucellosis, Brucella melitensis",ICD9_code_match(unique_parent_match)
0231A,BRUCELLOSIS ABORTUS,"Brucellosis, Brucella abortus",ICD9_code_match(unique_parent_match)
0232A,BRUCELLOSIS SUIS,"Brucellosis, Brucella suis",ICD9_code_match(unique_parent_match)
0233A,BRUCELLOSIS CANIS,"Brucellosis, Brucella canis",ICD9_code_match(unique_parent_match)
0238X,BRUCELLOSIS ALIA,"Brucellosis, Other brucellosis",ICD9_code_match(unique_parent_match)
0239X,BRUCELLOSIS NUD,"Brucellosis, unspecified",ICD9_code_match(unique_parent_match)
024,MALLEUS,Glanders,ICD9_code_match(full_match)
0240A,MALLEUS,Glanders,ICD9_code_match(grandparent_match)
025,MELIOIDOSIS,Melioidosis,ICD9_code_match(full_match)
0250A,MELIDIOOSI,Melioidosis,ICD9_code_match(grandparent_match)
026,FEBRIS MORSUS MURI,Rat-bite fever,ICD9_code_match(full_match)
0260A,ROTANPUREMAKUUME,"Rat-bite fever, Spirillary fever",ICD9_code_match(unique_parent_match)
027,ZOONOSES ALIAE,Other zoonotic bacterial diseases,ICD9_code_match(full_match)
0270A,MENINGITIS LISTERIA,"Other zoonotic bacterial diseases, Listeriosis",ICD9_code_match(parent_match)
0270X,LISTERIOSIS ALIA (EI SYNNYNNÄINEN),"Other zoonotic bacterial diseases, Listeriosis",ICD9_code_match(parent_match)
0271A,ERYSIPELOTHRIX INSIDIOSA (ERYSIPELOIDES),"Other zoonotic bacterial diseases, Erysipelothrix infection",ICD9_code_match(unique_parent_match)
0272A,PASTEURELLOSIS ALIA,"Other zoonotic bacterial diseases, Pasteurellosis",ICD9_code_match(unique_parent_match)
0278X,ZOONOSIS ALIA DEFINITA,"Other zoonotic bacterial diseases, Other specified zoonotic bacterial diseases",ICD9_code_match(unique_parent_match)
0279X,ZONOOSIS NUD,"Other zoonotic bacterial diseases, Unspecified zoonotic bacterial disease",ICD9_code_match(unique_parent_match)
030,LEPRA,Leprosy,ICD9_code_match(full_match)
0300A,LEPRA LEPROMATOSA,"Leprosy, Lepromatous [type L]",ICD9_code_match(unique_parent_match)
0301A,LEPRA TUBERCULOIDES,"Leprosy, Tuberculoid [type T]",ICD9_code_match(unique_parent_match)
0302A,LEPRA INDETERMINATA,"Leprosy, Indeterminate [group I]",ICD9_code_match(unique_parent_match)
0303A,LEPRA DIMORPHICA,"Leprosy, Borderline [group B]",ICD9_code_match(unique_parent_match)
0308X,LEPRA ALIA DEFINITA,"Leprosy, Other specified leprosy",ICD9_code_match(unique_parent_match)
0309X,LEPRA NUD,"Leprosy, unspecified",ICD9_code_match(unique_parent_match)
031,MORBI MYCOBACTERICI ALII,Diseases due to other mycobacteria,ICD9_code_match(full_match)
0310A,MORBI MYCOBACTERICI ALII PULMONUM,"Diseases due to other mycobacteria, Pulmonary",ICD9_code_match(unique_parent_match)
0311A,MORBI MYCOBACTERICI ALII CUTANE,"Diseases due to other mycobacteria, Cutaneous",ICD9_code_match(unique_parent_match)
0318X,MORBI MYCOBACTERICI ALII,"Diseases due to other mycobacteria, Other specified mycobacterial diseases",ICD9_code_match(unique_parent_match)
0319X,MORBI MYCOBACTERICI NUD,"Diseases due to other mycobacteria, Unspecified diseases due to mycobacteria",ICD9_code_match(unique_parent_match)
032,DIPHTERIA,Diphtheria,ICD9_code_match(full_match)
0320A,DIPHTERIA DEFINITA,"Diphtheria, Faucial diphtheria",ICD9_code_match(unique_parent_match)
0329X,DIPHTERIA SUSPECTA,"Diphtheria, unspecified",ICD9_code_match(unique_parent_match)
033,PERTUSSIS,Whooping cough,ICD9_code_match(full_match)
0330A,"PERTUSSIS CAUSA BORDETELLA PERTUSSIS,EI ROKOTETULLA","Whooping cough, Bordetella pertussis [B. pertussis]",ICD9_code_match(parent_match)
0330B,"PERTUSSIS CAUSA BORDETELLA PERTUSSIS,ROKOTETULLA","Whooping cough, Bordetella pertussis [B. pertussis]",ICD9_code_match(parent_match)
0331A,"PERTUS CAUSA BORDETELLAE PARAPERTUSSIS,EI ROKOTETTU","Whooping cough, Bordetella parapertussis [B. parapertussis]",ICD9_code_match(parent_match)
0331B,"PERTUSSIS CAUSA BORDETELLAE PARAPERTUSSIS,ROKOTETTU","Whooping cough, Bordetella parapertussis [B. parapertussis]",ICD9_code_match(parent_match)
0338A,"PERTUSSIS ALIA, EI ROKOTETULLA",Whooping cough due to other specified organism,ICD9_code_match(parent_match)
0338B,"PERTUSSIS ALIA, ROKOTETULLA",Whooping cough due to other specified organism,ICD9_code_match(parent_match)
0339A,"PERTUSSIS NUD, EI ROKOTETULLA","Whooping cough, unspecified organism",ICD9_code_match(parent_match)
0339B,"PERTUSSIS NUD, ROKOTETULLA","Whooping cough, unspecified organism",ICD9_code_match(parent_match)
034,TONSILLITIS STREPTOCOCCICA ET SCARLATINA,Streptococcal sore throat and scarlatina,ICD9_code_match(full_match)
0340A,"TONSILLITIS STREPTOCOCCICA,STREPTOC BETAHAEMOLYT-A","Streptococcal sore throat and scarlatina, Streptococcal sore throat",ICD9_code_match(parent_match)
0340B,"TONSILLITIS STREPTOCOCCICA,STREPTOC BETAHAEMOLYT-B","Streptococcal sore throat and scarlatina, Streptococcal sore throat",ICD9_code_match(parent_match)
0340C,"TONSILLITIS STREPTOCOCCICA,STREPTOC BETAHAEMOLYT-C","Streptococcal sore throat and scarlatina, Streptococcal sore throat",ICD9_code_match(parent_match)
0340G,"TONSILLITIS STREPTOCOCCICA,STREPTOC BETAHAEMOLYT-G","Streptococcal sore throat and scarlatina, Streptococcal sore throat",ICD9_code_match(parent_match)
0340X,"TONSILLITIS STREPTOCOCCICA,MUU STREPTOC BETAHAEMOL","Streptococcal sore throat and scarlatina, Streptococcal sore throat",ICD9_code_match(parent_match)
0341A,"SCARLATINA STREPTOCOCCUS BETAHAEMOLYTICUS,RYHMÄ-A","Streptococcal sore throat and scarlatina, Scarlatina",ICD9_code_match(parent_match)
0341B,"SCARLATINA STREPTOCOCCUS BETAHAEMOLYTICUS,RYHMÄ-B","Streptococcal sore throat and scarlatina, Scarlatina",ICD9_code_match(parent_match)
0341C,"SCARLATINA STREPTOCOCCUS BETAHAEMOLYTICUS,RYHMÄ-C","Streptococcal sore throat and scarlatina, Scarlatina",ICD9_code_match(parent_match)
0341G,"SCARLATINA STREPTOCOCCUS BETAHAEMOLYTICUS,RYHMÄ-G","Streptococcal sore throat and scarlatina, Scarlatina",ICD9_code_match(parent_match)
0341X,"SCARLATINA STREPTOCOCCUS BETAHAEMOLYTICUS,MUU","Streptococcal sore throat and scarlatina, Scarlatina",ICD9_code_match(parent_match)
035,ERYSIPELAS,Erysipelas,ICD9_code_match(full_match)
0350A,ERYSIPELAS STREPTOCOCCICA,Erysipelas,ICD9_code_match(grandparent_match)
0350B,ERYSIPELAS STAPHYLOCOCCICA,Erysipelas,ICD9_code_match(grandparent_match)
0350X,ERYSIPELAS ALIA DEFINITA SEU NUD,Erysipelas,ICD9_code_match(grandparent_match)
036,INFECTIO MENINGOCOCCICA,Meningococcal infection,ICD9_code_match(full_match)
0360A,MENINGITIS MENINGOCOCCICA,"Meningococcal infection, Meningococcal meningitis",ICD9_code_match(unique_parent_match)
0361A,ENCEPHALITIS MENINGOCOCCICA SINE ABSCESSU,"Meningococcal infection, Meningococcal encephalitis",ICD9_code_match(parent_match)
0361B,ENCEPHALITIS MENINGOCOCCICA CUM ABSCESSU,"Meningococcal infection, Meningococcal encephalitis",ICD9_code_match(parent_match)
0362A,MENINGOCOCCHAEMIA,"Meningococcal infection, Meningococcaemia",ICD9_code_match(unique_parent_match)
0363A,SYNDROMA WATERHOUSE-FRIEDRICHSEN,"Meningococcal infection, Waterhouse-Friderichsen syndrome, meningococcal",ICD9_code_match(unique_parent_match)
0364A,CARDITIS MENINGOCOCCICA,"Meningococcal infection, Meningococcal carditis",ICD9_code_match(unique_parent_match)
0368A,ARTHRITIS MENINGOCOCCICA,"Meningococcal infection, Other specified meningococcal infections",ICD9_code_match(parent_match)
0368X,INFECTIO MENINGOCOCCICA ALIA,"Meningococcal infection, Other specified meningococcal infections",ICD9_code_match(parent_match)
0369X,INFECTIO MENINGOCOCCICA,"Meningococcal infection, unspecified",ICD9_code_match(unique_parent_match)
037,TETANUS,Tetanus,ICD9_code_match(full_match)
0370A,TETANUS,Tetanus,ICD9_code_match(grandparent_match)
038,SEPTICHAEMIA,Septicaemia,ICD9_code_match(full_match)
0380A,SEPTICHAEMIA STREPTOCOCCUC BETAHAEMOLYTICUS,"Septicaemia, Streptococcal septicaemia",ICD9_code_match(parent_match)
0380B,SEPTICHAEMIA STREPTOCOCCUS VIRIDANS,"Septicaemia, Streptococcal septicaemia",ICD9_code_match(parent_match)
0380C,SEPTICHAEMIA ENTEROCOCCUS,"Septicaemia, Streptococcal septicaemia",ICD9_code_match(parent_match)
0380X,SEPTICHAEMIA STREPTOCOCCUS ALIA,"Septicaemia, Streptococcal septicaemia",ICD9_code_match(parent_match)
0381A,SEPTICHAEMIA STAPHYLOCOCCUS AUREUS,"Septicaemia, Staphylococcal septicaemia",ICD9_code_match(parent_match)
0381B,SEPTICHAEMIA STAPHYLOCOCCUS EPIDERMIDIS,"Septicaemia, Staphylococcal septicaemia",ICD9_code_match(parent_match)
0382A,SEPTICHAEMIA PNEUMOCOCCUS,"Septicaemia, Pneumococcal septicaemia",ICD9_code_match(unique_parent_match)
0383A,SEPTICHAEMIA ANAEROBICA,Septicaemia due to anaerobes,ICD9_code_match(unique_parent_match)
0384A,SEPTICHAEMIA HAEMOPHILUS INFLUENZAE,Septicaemia due to other gram-negative organisms,ICD9_code_match(parent_match)
0384B,SEPTICHAEMIA E. COLI,Septicaemia due to other gram-negative organisms,ICD9_code_match(parent_match)
0384C,SEPTICHAEMIA PSEUDOMONAS,Septicaemia due to other gram-negative organisms,ICD9_code_match(parent_match)
0384X,SEPTICHAEMIA BACTERICA GRAM NEGATIVA ALIA,Septicaemia due to other gram-negative organisms,ICD9_code_match(parent_match)
0388X,SEPTICHAEMIA ALIA,"Septicaemia, Other specified septicaemias",ICD9_code_match(unique_parent_match)
039,ACTINOMYCOSES,Actinomycotic infections,ICD9_code_match(full_match)
0390A,ACTINOMYCOSIS CUTANEA,"Actinomycotic infections, Cutaneous",ICD9_code_match(unique_parent_match)
0391A,ACTINOMYCOSIS PULMONUM,"Actinomycotic infections, Pulmonary",ICD9_code_match(unique_parent_match)
0392A,ACTINOMYCOSIS ABDOMINALIS,"Actinomycotic infections, Abdominal",ICD9_code_match(unique_parent_match)
0393A,ACTINOMYCOSIS CERVICOFACIALIS,"Actinomycotic infections, Cervicofacial",ICD9_code_match(unique_parent_match)
0394A,PES MADURAE,"Actinomycotic infections, Madura foot",ICD9_code_match(unique_parent_match)
0398X,ACTINOMYCOSIS ALIA,"Actinomycotic infections, Of other specified sites",ICD9_code_match(unique_parent_match)
0399X,ACTINOMYCOSIS NUD,"Actinomycotic infections, Of unspecified site",ICD9_code_match(unique_parent_match)
040,BACTERIOSES ALIAE,Other bacterial diseases,ICD9_code_match(full_match)
0400A,GANGRAENA EMPHYSEMATOSA,"Other bacterial diseases, Gas gangrene",ICD9_code_match(unique_parent_match)
0401A,RHINOSCLEROMA,"Other bacterial diseases, Rhinoscleroma",ICD9_code_match(unique_parent_match)
0402A,MORBUS WHIPPLE,"Other bacterial diseases, Whipple's disease",ICD9_code_match(unique_parent_match)
0403A,NECROBACILLOSIS,"Other bacterial diseases, Necrobacillosis",ICD9_code_match(unique_parent_match)
0408X,BACTERIOSIS ALIA DEFINITA,"Other bacterial diseases, Other specified bacterial diseases",ICD9_code_match(unique_parent_match)
041,INFECTIO BACTERICA ALTERIUS GENERIS,Bacterial infection in conditions classified elsewhere and of unspecified site,ICD9_code_match(full_match)
0410A,INFECTIO STREPTOCOCCUS,"Bacterial infection in conditions classified elsewhere and of unspecified site, Streptococcus",ICD9_code_match(unique_parent_match)
0411A,INFECTIO STAPHYLOCOCCUS,"Bacterial infection in conditions classified elsewhere and of unspecified site, Staphylococcus",ICD9_code_match(unique_parent_match)
0412A,INFECTIO PNEUMOCOCCUS,"Bacterial infection in conditions classified elsewhere and of unspecified site, Pneumococcus",ICD9_code_match(unique_parent_match)
0413A,INFECTIO KLEBSIELLA,"Bacterial infection in conditions classified elsewhere and of unspecified site, Friedländer's bacillus",ICD9_code_match(unique_parent_match)
0414A,INFECTIO E. COLI,"Bacterial infection in conditions classified elsewhere and of unspecified site, Escherichia coli [E. coli]",ICD9_code_match(unique_parent_match)
0415A,INFECTIO HAEMOPHILUS INFLUENZAE,"Bacterial infection in conditions classified elsewhere and of unspecified site, Haemophilus influenzae [H. influenzae]",ICD9_code_match(unique_parent_match)
0416A,INFECTIO PROTEUS,"Bacterial infection in conditions classified elsewhere and of unspecified site, Proteus (mirabilis) (morganii)",ICD9_code_match(unique_parent_match)
0417A,INFECTIO PSEUDOMONAS,"Bacterial infection in conditions classified elsewhere and of unspecified site, Pseudomonas",ICD9_code_match(unique_parent_match)
0418X,INFECTIO BACTERICA ALIA,"Bacterial infection in conditions classified elsewhere and of unspecified site, Other specified bacterial infections",ICD9_code_match(unique_parent_match)
0419X,INFECTIO BACTERICA NUD,"Bacterial infection in conditions classified elsewhere and of unspecified site, Bacterial infection, unspecified",ICD9_code_match(unique_parent_match)
045,POLIOMYELITIS ACUTA,Acute poliomyelitis,ICD9_code_match(full_match)
0450A,"POLIOMYELITIS ACUTA CUM PARALYSI BULBARI,TYPUS I","Acute poliomyelitis, Acute paralytic poliomyelitis specified as bulbar",ICD9_code_match(parent_match)
0450B,"POLIOMYELITIS ACUTA CUM PARALYSI BULBARI,TYPUS II","Acute poliomyelitis, Acute paralytic poliomyelitis specified as bulbar",ICD9_code_match(parent_match)
0450C,"POLIOMYELITIS ACUTA CUM PARALYSI BULBARI,TYPUS III","Acute poliomyelitis, Acute paralytic poliomyelitis specified as bulbar",ICD9_code_match(parent_match)
0450X,"POLIOMYELITIS ACUTA CUM PARALYSI BULBARI, NUD","Acute poliomyelitis, Acute paralytic poliomyelitis specified as bulbar",ICD9_code_match(parent_match)
0451A,"POLIOMYEL ACUTA CUM PARALYSI SPINALI/ALIA,TYPUS I",Acute poliomyelitis with other paralysis,ICD9_code_match(parent_match)
