code,name_fi,name_en,name_se,name_en_source,valid_start_date,valid_end_date
AAE00,Tutkimusleikkaus transsphenoidaalisesti,Transsphenoidal exploration,Transsfenoidal exploration,THL,1900-01-01,2030-12-31
AAE05,Aivonesteavanteen tukkiminen endoskooppisesti nenän kautta,Nasoendoscopic closure of cerebrospinal fluid fistula,Endoskopisk tillslutning av likvorfistel endonasalt,THL,2012-01-01,2030-12-31
AAE10,Kudoksen poistaminen transsfenoidaalisesti,Transsphenoidal total or partial excision of intracranial lesion,Transsfenoidal exstirpation eller resektion,THL,1900-01-01,2030-12-31
AAE20,"Kudoksen poistaminen transklivaalisesti, suun kautta",Transoral total or partial excision of intracranial lesion,Transoral/transclival exstirpation eller resektion,THL,1900-01-01,2030-12-31
AAE25,"Kudoksen poistaminen kallon sisältä transkervikaalisesti, kaulan kautta",Transcervical total or partial excision of intracranial lesion,Transcervical exstirpation eller resektion,THL,2000-01-01,2030-12-31
AAE30,Kudoksen poistaminen translabyrintaarisesti,Translabyrinthine total or partial excision of intracranial lesion,Translabyrintär exstirpation eller resektion,THL,1900-01-01,2030-12-31
AAE32,Akustikusneurinooman poisto translabyrintaarisesti,Translabyrinthine excision acoustic neurinome,Translabyrintär exstirpation av acusticusneurinom,THL,1900-01-01,2030-12-31
AAE34,Kuulo- tai tasapainohermoon kohdistuva muu leikkaus,Other operations on acoustical nerv,Annan operation på nervus acusticus (vestibulocochlearis),THL,1900-01-01,2030-12-31
AAE40,Kudoksen poistaminen transtemporaalisesti,Transtemporal total or partial excision of intracranial lesion,Transtemporal exstipation eller resektion,THL,1997-01-01,2030-12-31
AAE50,Kudoksen poistaminen poskikaaren ja ohimoluun läpi,Zygomaticotemporal total or partial excision of intracranial lesion,Zygomaticotemporal exstirpation eller resektion,THL,1900-01-01,2030-12-31
AAE99,Muu kallonpohjan kautta tehtävä leikkaus,Other operation by cranial base approach,Annan operation via skallbasen,THL,1900-01-01,2030-12-31
AAF,Aivonestekierron säätelytoimenpiteet,Shunt operations on ventricles of brain or intracerebral cysts,Shuntoperationer på hjärnventriklar eller intracerebral cystor,THL,1900-01-01,2030-12-31
AAF00,Aivokammioavanteen teko,Ventriculostomy,Ventrikulostomi,THL,1900-01-01,2030-12-31
AAF05,Aivokammion kanavointi vatsaonteloon,Ventriculoperitoneal shunt,Ventrikuloperitoneal shunt,THL,1900-01-01,2030-12-31
AAF10,Selkäydinkanavan kanavointi vatsaonteloon,Lumboperitoneal shunt,Lumboperitoneal liquorshunt,THL,1900-01-01,2030-12-31
AAF15,Aivokammion kanavointi sydämen eteiseen,Ventriculoatrial shunt,Ventrikuloatrial shunt,THL,1900-01-01,2030-12-31
AAF20,Aivonesteyhdystien korjaaminen,Revision of shunt of ventricle of brain,Revision av liquorshunt,THL,1900-01-01,2030-12-31
AAF25,Aivonesteyhdystien poisto,Removal of shunt of ventricle of brain,Borttagande av liquorshunt,THL,1900-01-01,2030-12-31
AAF30,Injektiolaitteen asettaminen aivokammioon,Implantation of intraventricular injection device,Applikation av intraventrikulär injektionsport,THL,1900-01-01,2030-12-31
AAF35,Aivokammioiden sisäisen lääkehoidon toteuttamiseen tarkoitetun ihonalaisen säiliön asettaminen,Implantation of reservoir for intraventricular therapy,Implantation av reservoir för intraventrikulär terapi,THL,1999-01-01,2030-12-31
AAF40,Kallonsisäisen kystan kanavointi vatsaonteloon,Shunt of cyst of brain to peritoneum,Dränage av intravetrikulär cysta till bukhålan,THL,1900-01-01,2030-12-31
AAF45,Aivokystan avanteen teko,Fenestration of intracranial cyst,Fenestrering av intrakranial cysta,THL,2000-01-01,2030-12-31
AAF50,Kolmannen aivokammion pohjan puhkaisu,Third ventriculostomy,Perforering av tredje hjärnventrikelns botten,Translator,2013-01-01,2030-12-31
AAF99,Muu aivonestekierron säätelytoimenpide,Other shunt operation on ventricle of brain or intracerebral cyst,Annat ingrepp för reglering av liquorflödet,THL,1900-01-01,2030-12-31
AAG,Stereotaktiset aivotilan toimenpiteet,Stereotactic intracranial operations,Stereotaktiska intrakraniala operationer,THL,1900-01-01,2030-12-31
AAG00,Koepalan otto stereotaktisen laitteen avulla,Stereotactic intracranial biopsy,Stereotaktisk biopsi,THL,1900-01-01,2030-12-31
AAG10,Sterotaktinen tumakkeen tai hermoradan tuhoaminen,Stereotactic intracranial destruction of nucleus or nerve tract,Stereotaktisk destruktion av nukleus eller nervbana,THL,1900-01-01,2030-12-31
AAG20,Stereotaktinen aivoelektrodien asettaminen,Stereotactic intracranial implantation of electrodes,Stereotaktiskt inläggande av elektroder i hjärnan,THL,1900-01-01,2030-12-31
AAG30,Stereotaktinen säteilylähteen asettaminen aivoihin,Stereotactic intracranial implantation of radioactive agent,Stereotaktisk implantation av strålkälla i hjärnan,THL,1900-01-01,2030-12-31
AAG40,Stereotaktinen sikiön hermosolujen/kudoksen asettaminen aivoihin,Stereotactic intracranial implantation of fetal tissue,Stereotaktisk implantation av fosternervceller/vävnad i hjärnan,THL,1900-01-01,2030-12-31
AAG50,Stereotaktinen sädehoito aivoihin,Stereotactic intracranial radiotherapy,Stereotaktisk strålbehandling,THL,1900-01-01,2030-12-31
AAG99,Muu stereotaktinen aivojen toimenpide,Other stereotactic intracranial operation,Annan stereotaktisk operation på centrala nervsystemet,THL,1900-01-01,2030-12-31
AAH,Aivohermojen leikkaukset,Operations on cranial nerves,Operationer på kranialnerver,THL,1900-01-01,2030-12-31
AAH10,Aivohermon katkaisu,Rhizotomy of cranial nerve,Neurotomi av kranialnerv,THL,1900-01-01,2030-12-31
AAH20,Aivohermon vapautus,Decompression of cranial nerve,Deliberation/dekompression av kranialnerv,THL,1900-01-01,2030-12-31
AAH30,Aivohermon polttaminen tai jäädyttäminen,Thermal destruction of cranial nerve,Termodestruktion av kranialnerv,THL,1900-01-01,2030-12-31
AAH40,Aivohermon injektiohoito,Glycerol injection into cranial nerve,Injektion i kranialnerv,THL,1900-01-01,2030-12-31
AAH50,Aivohermon liittäminen tai siirre,Cranial nerve anastomosis,"Neurorafi av kranialnerv, eller rekonstruktion med nervtransplantat",THL,1900-01-01,2030-12-31
AAH60,Aivohermon mikrovaskulaarinen vapautus,Microvascular decompression of cranial nerve,Mikrovaskulär dekompression av kranialnerv,THL,1900-01-01,2030-12-31
AAH80,Mikrovaskulaarinen lihaksensiirto aivohermojen alueella,Microvascural muscle transplantation in cranial nerve area,Mikrovaskulär muskelförflyttning vid kranialnervpares,THL,1997-01-01,2030-12-31
AAH99,Muu aivohermojen leikkaus,Other operation on cranial nerve,Annan operation på kranialnerver,THL,1900-01-01,2030-12-31
AAJ,Epilepsialeikkaukset,Operations for epilepsy,Operationer p.g.a.epilepsi,THL,1900-01-01,2030-12-31
AAJ00,Aivopuoliskon poisto,Hemispherectomy,Hemisfärektomi vid epilepsi,THL,1900-01-01,2030-12-31
AAJ10,Aivolohkon poisto epilepsian vuoksi,Lobectomy for epilepsy,Lobektomi vid epilepsi,THL,1900-01-01,2030-12-31
AAJ15,"Hippokampuksen, aivoturson, poisto",Hippocampectomy,Hippokampektomi vid epilepsi,THL,1900-01-01,2030-12-31
AAJ20,Epileptisen pesäkkeen poisto,Excision of epileptic focus,Resektion av epileptiskt fokus,THL,1900-01-01,2030-12-31
AAJ25,Hermoratojen katkaisu epilepsian vuoksi,Transcision of nerve tracts for epilepsy,Avskärning av nervbanor vid epilepsi,THL,1900-01-01,2030-12-31
AAJ30,"Kallosotomia, aivokurjen halkaisu, epilepsian vuoksi",Callosotomy for epilepsy,Callosotomi vid epilepsi,THL,1900-01-01,2030-12-31
AAJ35,Aivopuoliskon kuorikerroksen poisto epilepsian vuoksi,Hemidecortication for epilepsy,Hemidekortikation vid epilepsi,THL,1900-01-01,2030-12-31
AAJ99,Muu aivoleikkaus epilepsian vuoksi,Other operation for epilepsy,Annan hjärnoperation vid epilepsi,THL,1900-01-01,2030-12-31
AAK,Kallon ja kovakalvon leikkaukset,Operations on skull and dura,Operationer på kranium och dura,THL,1900-01-01,2030-12-31
AAK00,Kallon korjaaminen,Cranioplasty,Kranioplastik,THL,1900-01-01,2030-12-31
AAK10,Kovan aivokalvon korjaaminen,Repair of dura,Duraplastik,THL,1900-01-01,2030-12-31
AAK20,Kallonsaumojen ennenaikaisen luutumisen vuoksi tehtävä leikkaus,Operations for craniosynostosis,Operation p.g.a.kraniosynostos,THL,1900-01-01,2030-12-31
AAK30,Kallon ja kasvoluiden epämuodostuman korjaaminen,Craniofacial reconstruction in congenital malformations,Kraniofacial rekonstruktion vid missbildning,THL,1900-01-01,2030-12-31
AAK40,Aivonesteavanteen tukkiminen kallon luiden lävitse,Closure of cerebrospinal fluid fistula,Ocklusion av likvorfistel,THL,1900-01-01,2030-12-31
AAK80,Kallon kalotin avaaminen aivopaineen helpottamiseksi,Partial excision of skull cap,Öppning av skallens kalott för att underlätta hjärntrycket,THL,2007-01-01,2030-12-31
AAK85,Aiemmin irroitetun kallon kalotin takaisinistutus,Replantation of previously excised part of skull cap,Replantation av tidigare uttagen del av skalltak,THL,2007-01-01,2030-12-31
AAK99,Muu kallon ja kovakalvon leikkaus,Other operation on skull or dura,Annan operation på kranium och dura,THL,1900-01-01,2030-12-31
AAP00,Koepalan otto kallosta,Biopsy of skull,Biopsi av skallben,THL,1997-01-01,2030-12-31
AAP10,Kallon luukasvaimen poisto,Extirpation of a skull lesion,Resektion av bentumör i skallen,THL,1997-01-01,2030-12-31
AAP99,Muu kallon leikkaus,Other operation on skull,Annan skalloperation,THL,1997-01-01,2003-09-24
AAL,Kallonsisäiset suonensisäiset toimenpiteet,Intracranial endovascular procedures,Endovaskulära intrakraniala ingrepp,THL,1900-01-01,2030-12-31
AAL00,Aivovaltimopullistuman suonensisäinen tukkiminen,Endovascular occlusion of intracranial aneurysm,Endovaskulär ocklusion p.g.a.intrakranialt aneurysm,THL,1900-01-01,2030-12-31
AAL10,Aivovaltimotulpan suonensisäinen liuotus,Intracranial endovascular thrombolysis,Intrakranial endovaskulär trombolys,THL,1900-01-01,2030-12-31
AAL20,Aivoverisuoniepämuodostuman suonensisäinen tukkiminen,Endovascular occlusion of intracranial arterio-venous malformation,Endovaskulär ocklusion p.g.a.intrakranial A-V missbildning,THL,1900-01-01,2030-12-31
AAL30,Aivovaltimo-laskimoavanteen suonensisäinen tukkiminen,Endovascular occlusion of intracranial fistula,Endovaskulär ocklusion av intrakranial arteriovenös fistel,THL,1900-01-01,2030-12-31
AAL40,Aivokasvaimen verisuonien suonensisäinen tukkiminen,Endovascular occlusion of feeding arteries of intracranial tumour,Endovaskulär ocklusion p.g.a.intrakranial tumör,THL,1900-01-01,2030-12-31
AAL99,Muu aivoverisuonien suonensisäinen toimenpide,Other intracranial endovascular procedure,Annan endovaskulär intrakranial operation,THL,1900-01-01,2030-12-31
PA2AT,Aivovaltimon laajennushoito,Cerebral artery PTA,Hjärnartär perkutan angioplastik,THL,1999-01-01,2030-12-31
PA2BT,Aivovaltimon laaja laajennushoito,Cerebral artery extensive PTA,Hjärnartär perkutan omfattande angioplastik,THL,1999-01-01,2030-12-31
PA2CT,Aivovaltimon erittäin laaja slaajennushoito,Cerebral artery very extensive PTA,Hjärnartär perkutan mycket omfattande angioplastik,THL,2003-01-01,2030-12-31
PA2DT,Aivokasvaimen embolisaatio,Embolisation of a brain tumor,Hjärntumörembolisering,THL,1999-01-01,2030-12-31
PA2ET,Aivokasvaimen laaja embolisaatio,Extensive embolisation of a brain tumor,"Hjärntumörembolisering, omfattande",THL,1999-01-01,2030-12-31
PA2FT,Aivokasvaimen erittäin laaja embolisaatio,Very extensive embolisation of a brain tumor,"Hjärntumörembolisering, mycket omfattande",THL,2003-01-01,2030-12-31
PA2GT,Aivojen AV-malformation tai fistelin embolisaatio,Embolisation of arterio-venous malformation of the brain,"Hjärnans av-malformation, embolisering",THL,1999-01-01,2030-12-31
PA2HT,Aivojen AV-malformation tai fistelin laaja embolisaatio,Extensive embolisation of arterio-venous malformation of the brain,"Hjärnans av-malformation, omfattande embolisering",THL,1999-01-01,2030-12-31
PA2JT,Aivojen AV-malformation tai fistelin erittäin laaja embolisaatio,Very extensive embolisation of arterio-venous malformation of the brain,"Hjärnans av-malformation, mycket omfattande embolisering",THL,1999-01-01,2030-12-31
PA2KT,Aivovaltimoaneurysman suonensisäinen tukkiminen,Endovascular closure of brain aneurysm,"Hjärnaneurysm, embolisering",THL,1999-01-01,2030-12-31
PA2LT,Aivovaltimoaneurysman laaja suonensisäinen tukkiminen,Endovascular closure of extensive brain aneurysm,"Hjärnaneurysm, omfattande embolisering",THL,1999-01-01,2030-12-31
PA2MT,Aivovaltimoaneurysman erittäin laaja suonensisäinen tukkiminen,Endovascular closure of very extensive brain aneurysm,"Hjärnaneurysm, mycket omfattande intravaskulär ocklusion",THL,2003-01-01,2030-12-31
PA2PT,Aivovaltimon pysyvä suonensisäinen tukkiminen,Permanent closure of brain artery,"Hjärnartär, permanent intravaskulär ocklusion",THL,2003-01-01,2030-12-31
PA2ST,Aivovaltimon ja/tai silmän alueen tukoksen liuotushoito,Intracranial endovascular thrombolysis,"Hjärn- och ögonregionens artär, trombolys",THL,1999-01-01,2030-12-31
PA2VT,Aivovaltimotulpan suonensisäinen mekaaninen poisto,Intravascular evacuation of brain artery embolus,"Hjärnartärocklusion, intravaskulär mekanisk evakuering",THL,2003-01-01,2030-12-31
PA7KT,Aivovaltimon suonensisäinen koetukkiminen,Temporary closure of brain artery,"Hjärnartär, Intravaskulär temporär ocklusion",THL,2003-01-01,2030-12-31
PH4ST,Aivo- tai orbitan alueen laskimotulpan liuotushoito,Selective thrombolysis of brain or orbita vein,"Hjärn- och ögonregionens ven, trombolys",THL,2004-01-01,2030-12-31
PH4UT,Aivolaskimotulpan mekaaninen poisto radiologisessa ohjauksessa,Removal of venous thrombosis of brain,"Hjärnventrombos, mekanisk avlägsnande",THL,2004-01-01,2030-12-31
PH4YT,Aivo-/pääalueen laskimon stenttaus,Dilatation of vein of head or brain,"Huvud- och halsregionens ven, perkutan dilatation med stent",THL,2004-01-01,2030-12-31
PH4ZT,Vierasesineen poisto pään tai kaula-alueen laskimosta,Removal of foreign body form head or neck vein,Avlägsnande av främmande föremål från ven i huvud- och halsregionen,THL,2004-01-01,2030-12-31
AAM,Aivotilan infektioiden leikkaukset,Operations for intracranial infection,Ingrepp p.g.a. intrakraniala infektioner,THL,1900-01-01,2030-12-31
AAM00,Aivojen märkäpesäkkeen pisto ja tyhjennys,Puncture and evacuation of intracerebral abscess,Punktion och tömning av intrakranial abscess,THL,1900-01-01,2030-12-31
AAM10,Aivojen märkäpesäkkeen poisto,Excision of intracerebral abscess,Exstirpation av intrakranial abscess,THL,1900-01-01,2030-12-31
AAM30,Epi- tai subduraalisen märkäpesäkkeen tyhjennys,Evacuation of epidural or subdural empyema,Utrymning av epiduralt eller subduralt empyem,THL,1900-01-01,2030-12-31
AAM99,Muu aivotilan infektion leikkaus,Other operation for intracranial infection,Annan operation p.g.a.intrakranial infektion,THL,1900-01-01,2030-12-31
AAN,Synnynnäisten keskushermoston epämuodostumien korjaukset,Operations for intracranial congenital malformations,Operationer vid intrakraniala kongenitala missbildningar,THL,1900-01-01,2030-12-31
AAN00,Enkefaloseelen korjausleikkaus,Excision and repair of encephalocele,Exstirpation och plastik av enkefalocele,THL,1900-01-01,2030-12-31
AAN99,Muu synnynnäisen keskushermoston epämuodostuman korjaus,Other operation for intracranial congenital malformation,Annan operation vid intrakraniala kongenitala missbildningar,THL,1900-01-01,2030-12-31
AAQ,Kasvohermohalvauksen jälkeiset korjausleikkaukset,Reconstructive operations for facial palsy,Rekonstruktiva operationer vid ansiktsförlamning,THL,2007-01-01,2030-12-31
AAQ00,Paikallinen lihaksen siirto kasvohermohalvauksen vuoksi,Local transposition of muscle for facial palsy,Lokal muskeltransposition vid facialispares,THL,2007-01-01,2030-12-31
AAQ10,Hermonsiirto kasvohermon yhdistämiseksi vastapuolelle,Cross-facial transplantation of nerve for facial palsy,Nervtransplantat för anknytning av facialnerv till motsatt sida,THL,2007-01-01,2030-12-31
AAQ20,Mikrovaskulaarinen lihaksen siirto kasvohermohalvauksen vuoksi,Microvascular transposition of muscle for facial palsy,Mikrovaskulär muskelförflyttning vid facialispares,THL,2007-01-01,2030-12-31
AAQ99,Muut kasvohermohalvauksen myöhäiskorjaukset,Other reconstructive operation for facial palsy,Annan rekonstruktiv operation vid facialispares,THL,2007-01-01,2030-12-31
AAU,Istutteiden ja kiinnityslaitteiden poisto kallosta,Removal of implants and external fixation devices from skull,Uttagning av implanter och external fixations apparater från skallet,THL,2000-01-01,2030-12-31
AAU00,Istutteen tai kiinnityslaitteen poistaminen kallosta,Removal of implant or external fixation device from skull,Uttagning av implant eller fixations apparat från skalle,THL,2000-01-01,2030-12-31
AAW,Muut kallonsisäiset leikkaukset,Other intracranial operations,Andra intrakraniala operationer,THL,1900-01-01,2030-12-31
AAW01,Kallonsisäisen hermostoärsykkeitä antavan laitteen asettaminen,Implantation of intracranial stimulation device,Implantation av intrakraniell nervsystem stimulerande apparat,THL,1998-01-01,2030-12-31
AAW02,Kallonsisäisen injektiolaitteen asettaminen,Implantation of intracranial injection device,Implantation av intrakraniell injektioktions apparat,THL,1999-01-01,2030-12-31
AAW99,Muu kallonsisäinen toimenpide,Other intracranial operation,Annan intrakranial operation,THL,1900-01-01,2030-12-31
AA0,Aivojen ja pikkuaivojen sädehoito,Radiotherapy of brain,Strålbehandling av hjärnan,THL,1997-01-01,2010-12-31
AA001,Sädehoito aivojen ja pikkuaivojen tai niiden osien primaarikasvaimen preoperatiivisena hoitona,Preoperative radiotherapy of brain,Preoperativ strålbehandling av primärtumör i hjärnan eller dess delar,THL,1997-01-01,2010-12-31
AA002,Radikaali aivojen ja pikkuaivojen tai niiden osien primaarikasvaimen sädehoito,Radical radiotherapy of brain,Radikal strålbehandling av primärtumör i hjärnan eller dess delar,THL,1997-01-01,2010-12-31
AA003,Sädehoito aivojen ja pikkuaivojen tai niiden osien primaarikasvaimen liitännäishoitona,Adjuvant radiotherapy of brain,Adjuvant strålbehandling av primärtumör i hjärnan eller dess delar,THL,1997-01-01,2010-12-31
