code,name_fi,name_en,name_se,name_en_source,valid_start_date,valid_end_date,freq_finngen,freq_tays,freq_total
JN3CD,Vatsan erittäin laaja tietokonetomografiatutkimus,Abdominal CT examination both without and with contrast,"Buk, mycket omfattande DT",THL,1999-01-01,2030-12-31,3302,5671,8973
WD305,Laajalle levinneen kasvaimen yksinkertainen hoito biovasteenmuuntajilla sisältäen bifosfonaatti- ja muut luustolääkkeet,Simple therapy of methastized malignancy with biomodifiers,Enkel behandling av vitt spridd tumör med biomodulatorer innehållande bifosfonat- och andra skelettläkemedel,THL,1997-01-01,2030-12-31,2719,6164,8883
JN4JR,Koko kehon aineenvaihdunnan laaja PET-tietokonetomografiatutkimus,Whole body extensive metabolic PET with CT,Hela kroppen omfattande metabolisk PET med DT,THL,2009-01-01,2030-12-31,769,7993,8762
TPH20,Keskuslaskimokatetrin asettaminen solislaskimon tai vena brachiocephalikuksen kautta,Insertion of central venous catheter through subclavian or brachiocephalic vein,Inläggande av CVK via vena subclavia eller brachiocephalica,THL,1900-01-01,2030-12-31,2012,6655,8667
JHB30,Peräpukamien sitominen kumilenkeillä tähystyksessä,Rubber band ligature of haemorrhoids or prolapse of mucosa,Proktoskopisk gummiringsligatur av hemorrojder (Barron),THL,1900-01-01,2030-12-31,7547,1117,8664
XG410,Virtaus-tilavuus spirometria,Flow-volume spirometry,Flow-volym spirometri,THL,1997-01-01,2019-12-31,7557,983,8540
WX100,Sidekalvon pintapuudutus,Conjunctival surface anesthesia,Konjunktival ytlig bedövning,THL,2006-01-01,2030-12-31,8082,453,8535
FN1YT,Sepelvaltimon suonensisäinen stenttaus,Percutaneous insertion of coronary artery stent,Kranskärlsdilatation med stent,THL,1999-01-01,2015-12-31,4804,3569,8373
DM1QA,"Nenän sivuonteloiden röntgen, yksi suunta (esim. kuutamokuva)",Paranasal sinuses X-ray examination in one projection,"Näsans bihålor, röntgen (t.ex.frontalbild i PA-projektion)",THL,1999-01-01,2030-12-31,4874,3492,8366
TNX33,Muovailtava sidos,"Custom moulded cast, unspecified region",Anläggande bandage av formbart material,THL,1997-01-01,2030-12-31,6086,2118,8204
TDM10,Poskiontelopunktio,Puncture of maxillary antrum,Punktion av sinus maxillaris,THL,1900-01-01,2030-12-31,6871,1251,8122
NGF25,"Polvinivelen puhdistus, irtopalojen poisto, tähystyksessä","Operation for osteochondritis of knee, arthroscopic","Artroskopisk putsning, débridement, av knäled",THL,1900-01-01,2030-12-31,7728,377,8105
LCA13,Kohdun runko-osan ja kaulan kaavinta,Curettage of cervix and body of uterus,Abrasio av cervix och corpus uteri,THL,1900-01-01,2030-12-31,6159,1920,8079
JN4AD,Vartalon tietokonetomografiatutkimus,Body CT examination,"Kropp, DT",THL,1999-01-01,2030-12-31,2789,5243,8032
ACC51,Keskihermon vapautus,Release of median nerve,Dekompression av n. medianus,Translator,2004-01-01,2030-12-31,7211,810,8021
IEY05,"Psykiatrian ammattikohtainen erityisinterventio, yksilö","Dedicated profession-specific psychiatric intervention, individual",Individuell yrkesspecifik psykiatrisk intervention,Translator,2018-01-01,2030-12-31,7935,9,7944
WF099,Muu sädehoito,Other radiotherapy,Annan strålbehandling,THL,2011-01-01,2030-12-31,1514,6410,7924
QX2XE,Pehmytosan muu ultraäänitutkimus,Ultrsound examination of soft tissue not elsewhere classified,Annan UL av mjukdelar,THL,1999-01-01,2030-12-31,1841,6023,7864
UDQ12,Nenän ja kurkunpään tähystys,Flexible laryngoscopy,Rinoskopi med laryngoskopi,THL,1900-01-01,2030-12-31,4415,3420,7835
CJB10,"Jälkikaihin avaus laserilla, laserkapsulotomia",Laser discission of secondary cataract,"Laserdiscission av sekundär katarakt eller membran, kapsulotomi",THL,1900-01-01,2030-12-31,5278,2514,7792
LDA20,Koepalan otto kohdun napukasta,Biopsy of vaginal cervix,Biopsi av portio,THL,1900-01-01,2030-12-31,6388,1388,7776
XG412,Virtaus-tilavuusspirometria ja bronkodilataatiokoe,Flow-volume spirometry with bronchospasmolysis,Flow-volym spirometri med bronkodilatation,THL,1997-01-01,2019-12-31,7693,46,7739
CK2X4,Silmänpohjan valokerroskuvaus (OCT),Optical coherence tomography (OCT) of ocular fundus,Optisk koherenstomografi (OCT) av ögonbotten,Translator,2017-01-01,2030-12-31,7521,25,7546
KE1BE,Eturauhasen ultraäänitutkimus peräsuolen kautta,Rectal ultrasound examinaiton of prostata,"Prostata, transrektal UL",THL,1999-01-01,2030-12-31,6432,1103,7535
QAA25,Pään tai kaulan ihomuutoksen paikallinen käsittely,Destruction of lesion of head or neck,Behandling av lokal hudförändring i huvud-halsregionen,THL,2011-01-01,2030-12-31,2705,4774,7479
ZYC01,Etäasiointi puhelimella,Remote contact by phone,Telefonkontakt,Translator,2018-01-01,2030-12-31,7400,51,7451
XW000,Luuydinnäytteenotto,Bone marrow biopsy,Benmärgsprovtagning,THL,1998-01-01,2030-12-31,4014,3416,7430
LAF11,Molempien munanjohtimien ja munasarjojen poisto vatsaontelon tähystyksessä,Laparoscopic bilateral salpingo-oophorectomy,Laparoskopisk bilateral salpingo-ooforektomi,THL,1900-01-01,2030-12-31,2866,4538,7404
SAA01,"Suun tutkimus, suppea",Simple examination of mouth,Begränsad undersökning av munnen,THL,2000-01-01,2030-12-31,6702,698,7400
ZX013,Sädehoito muotoilluilla laajakentillä - SSD hoito,Radiotherapy with large shaped fields - SSD therapy,Strålbehandling med formulerade utsträckta fält - SSD behandling,THL,1997-01-01,2030-12-31,4442,2951,7393
PHD99,"Laskimon poistaminen, muu laskimo",Resection of other vein,Excision/exeres av annan ven,THL,1997-01-01,2030-12-31,6437,940,7377
TQW40,Ompeleen tai ompeleiden poisto ihosta,Remowal of suture of skin,Avlägsnande av stygn i hud,THL,1997-01-01,2030-12-31,5877,1434,7311
NBG15,Olkalisäkkeen avarrus tähystyksessä,"Acromioplastia, arthroscopic",Artroskopisk akromioplastik,THL,1900-01-01,2030-12-31,6979,313,7292
WB203,Primaarikasvaimen yksinkertainen hormonihoito liitännäishoitona,Simple adjuvant hormone therapy of malignancy,Enkel adjuvant behandling av primärtumör med hormoner,THL,1997-01-01,2030-12-31,1938,5299,7237
AA1BD,Pään laaja tietokonetomografiatutkimus,Extensive CT of head and brain,"Skalle och hjärna, omfattande DT",THL,1999-01-01,2030-12-31,2201,5014,7215
PG1DE,Muu verisuonten laaja doppler-UÄ,Other extensive ultrasound examination of artery,"Annan UL av blodkärl med doppler teknik, omfattande",THL,1999-01-01,2030-12-31,6549,658,7207
DM1AA,Nenän sivuonteloiden röntgen,Paranasal sinuses X-ray examination without contrast,"Näsans bihålor, röntgen",THL,1999-01-01,2030-12-31,3503,3642,7145
TQW99,Muu ihon pientoimenpide,Other minor procedure on skin,Annan mindre operation på hud eller subkutan vävnad,THL,1900-01-01,2030-12-31,6105,1035,7140
TQW80,Ihotautipotilaan paikallishoito,Local dermatologic skincare,Lokal dermatologisk hudvård,THL,2009-01-01,2030-12-31,5382,1700,7082
AA1DG,Pään erittäin laaja magneettitutkimus,Very extensive MRI examination of brain with high intensity magnet,"Skalle och hjärna, mycket omfattande MR",THL,1999-01-01,2030-12-31,2211,4864,7075
WX892,Valvontatasoinen hoito,Monitored bed care,Lättövervakning,THL,2008-01-01,2030-12-31,6616,404,7020
ZZA00,"Iho, split skin , omakudos, autografti",Split skin graft,Fritt autologt delhudstransplantat,THL,1900-01-01,2030-12-31,1873,5069,6942
WB123,Primaarikasvaimen vaativa solusalpaajahoito liitännäishoitona,Demanding adjuvant cytostatic therapy,Krävande adjuvant behandling av primärtumör med cellhämmare,THL,1997-01-01,2030-12-31,2299,4623,6922
DFF00,Äänesaudiometria,Pure tone audiometry,Tonaudiogram,Translator,2009-01-01,2030-12-31,6246,545,6791
NG4AA,Säären röntgen,Lower leg X-ray examination,"Underben, röntgen",THL,1999-01-01,2030-12-31,3113,3565,6678
WX204,Axillaarinen olkapunoksen puudutus,Axillary plexus blockaced,Axillär plexusblockad,THL,1997-01-01,2030-12-31,1488,5176,6664
QXB99,"Muu ihohaavan hoitotoimenpide, paikkaa ei määritelty","Other procedure to treat skin wound, unspecified location","Annan åtgärd för sårbehandling i huden, ospecificerad hudregion",Translator,2004-01-01,2030-12-31,1503,5103,6606
PJD52,Imusolmukkeiden radikaalinen poisto kainalosta,Block dissection of axillary lymph nodes,Radikal utrymning av axillära lymfkörtlar,THL,1900-01-01,2030-12-31,2565,3985,6550
NA1AA,Kaularangan röntgen,Cervical spine X-ray examination without contrast,"Halsrygg, röntgen",THL,1999-01-01,2030-12-31,3213,3294,6507
WX105,Pintapuudutus iholle tai limakalvolle,Surface analgesia on skin or mucosa,Ytanestesi (hud eller slemhinnor),Translator,2009-01-01,2030-12-31,3070,3396,6466
EMB10,Nielurisaleikkaus,Tonsillectomy,Tonsillektomi,THL,1900-01-01,2030-12-31,5861,526,6387
ZXE30,Toimenpiteen kesto vähintään 5 mutta alle 7 tuntia,More than five and less than seven hours,"Vårdkontakt minst 5 h, men under 7 h",THL,1900-01-01,2030-12-31,3912,2461,6373
FM1BE,Sydämen ultraäänitutkimus ruokatorven kautta (transesofageaalinen ultraäänitutkimus),Cardiac ultrasound examination through oesophagus,"Hjärta, UL med transesofagealteknik",THL,1999-01-01,2030-12-31,3256,3085,6341
WZC10,Hammaslääkärin tai lääkärin lähetteeseen perustuva laaja erikoisalakohtainen kirjallinen konsultaatio,Extensive specialist consultion with written report,Omfattande skriftlig specialist konsultation,THL,2000-09-14,2016-12-31,5561,769,6330
ZX108,Inhalaatio,Inhalation,Inhalation,THL,1998-01-01,2030-12-31,2800,3491,6291
ULC02,Kohdun tähystys,Hysteroscopy,Hysteroskopi,THL,1900-01-01,2030-12-31,4731,1532,6263
AA1CD,Pään erittäin laaja tietokonetomografiatutkimus,Very extensive CT of head and brain,"Skalle och hjärna, mycket omfattande DT",THL,1999-01-01,2030-12-31,1410,4835,6245
WX140,Silmämunan vieruspuudutus,Parabulbar anesthesy,Parabulbärbedövning,THL,1900-01-01,2030-12-31,2779,3452,6231
NEA10,"Neulakudosnäyte, lantion alue","Exploration of soft tissue of pelvis, percutaneous",Nålbiopsi från bäckenregionen,THL,1900-01-01,2030-12-31,221,5997,6218
WZC05,Hammaslääkärin tai lääkärin lähetteeseen perustuva erikoisalakohtainen konsultaatio,Specialty-specific consultation based on referral by dentist or doctor,Specialistkonsultation,Translator,2006-04-01,2016-12-31,4379,1804,6183
YG1BD,Rintakehän laaja annossuunnittelu-TT,Extensive CT examination of thorax for dose design of radiotherapy,Toraxregionens omfattande DT för dosplanering,THL,2003-01-01,2030-12-31,2616,3544,6160
AA1CM,Pään laaja 3 Teslan MT,Extensive MRI examination of brain with 3 Tesla magnet,"Skalle och hjärna, omfattande MR (över 1,5T)",THL,2009-01-01,2016-12-31,1977,4122,6099
NFB30,"Lonkan kokotekonivel, tavallinen, sementitön",Primary total prosthetic replacement of hip joint not using cement,"Applikation av vanlig (standard), ocementerad totalprotes i höftled",THL,1900-01-01,2030-12-31,6071,13,6084
NA2AA,Rintarangan röntgen,Thoracal spine X-ray examination without contrast,"Bröstrygg, röntgen",THL,1999-01-01,2030-12-31,1988,3997,5985
LAF10,Molempien munanjohtimien ja munasarjojen poisto,Bilateral salpingo-oophorectomy,Öppen bilateral salpingo-ooforektomi,THL,1900-01-01,2030-12-31,1866,4103,5969
WX702,Supraglottinen hengitystien varmistusväline,Supraglottic ventilation device,Supraglottisk ventilation apparat,THL,1997-01-01,2030-12-31,2719,3246,5965
TLC00,Kohdunsisäisen kierukan asettaminen (IUD),Insertion of intrauterine device,Inläggning av intraunterin spiral (IUD),THL,1900-01-01,2030-12-31,4392,1560,5952
NC1AA,Kyynärnivelen röntgen,Elbow X-ray examination without contrast,"Armbågsled, röntgen",THL,1999-01-01,2030-12-31,3090,2820,5910
NH3BA,Jalkaterän tai varpaiden laaja röntgen,Foot and toes extensive X-ray examination,"Fot eller tår, omfattande röntgen",THL,2003-01-01,2030-12-31,2954,2944,5898
R5599,Muu kuntoutuspalvelu,Other rehabilitation service,Annan rehabiliteringstjänst,THL,1998-01-01,2030-12-31,5847,42,5889
WD115,Laajalle levinneen kasvaimen tavanomainen monisolusalpaajahoito,Multiple cystostatic therapy of methastized malignancy,Multibehandling av vitt spridd tumör med cellhämmare,THL,1997-01-01,2030-12-31,5640,249,5889
UJD02,Mahantähystys,Gastroscopy,Gastroskopi,THL,1900-01-01,2030-12-31,5420,451,5871
ACC59,"Ääreishermon vapautus, muu tai määrittämätön hermo",Decompression and freeing of adhesions of peripheral nerve: other or unspecified,Dekompression av annan eller ospecificerad nerv,THL,1900-01-01,2030-12-31,5670,142,5812
WB401,Primaarikasvaimen yksinkertainen vasta-ainehoito,Simple antibody therapy of primary tumour,Enkel antikroppsbehandling av primärtumör,THL,2014-01-01,2030-12-31,2912,2887,5799
NBL00,Olkanivelen kiertäjäkalvosimen ompelu tai uudelleen kiinnitys,Suture or reinsertation of rotator cuff of shoulder,Sutur/reinsertion av skulderledens rotator cuff,THL,1900-01-01,2030-12-31,5660,126,5786
ZX121,Keskuslaskimokatetriin,Central venous catheter,Central venkateter,THL,2003-01-01,2030-12-31,1647,4139,5786
NF3AA,Reiden röntgen,Femur X-ray examination,"Lår, röntgen",THL,1999-01-01,2030-12-31,1889,3891,5780
WX290,Muu johtopuudutus,Other blockade of nerve,Annan ledningsanestesi,THL,1998-01-01,2030-12-31,3109,2667,5776
DMB20,"Poskiontelon aukaisu tähystyksessä, FESS",Functional endoscopic opening of maxillary antrum,"Endoskopisk öppning av sinus maxillaris, FESS",THL,1900-01-01,2030-12-31,5047,722,5769
ZX198,Muu paikallinen lääkehoito,Other local administration,Annan lokal medicinering,THL,2000-01-01,2030-12-31,5717,38,5755
JN3AD,Vatsan tietokonetomografiatutkimus,Abdominal CT examination,"Buk, DT",THL,1999-01-01,2030-12-31,2740,3010,5750
LCD00,Kohdunpoisto,Hysterectomy,Öppen hysterektomi,THL,1900-01-01,2030-12-31,3499,2188,5687
JFA15,Polyypin poisto paksusuolesta tähystyksessä,Endoscopic polypectomy in colon,Endoskopisk polypektomi ur kolon,THL,1900-01-01,2030-12-31,3070,2559,5629
WD515,Laajalle levinneen kasvaimen vaativa entsyymi-inhibiittori- ja vastaava hoito,Demanding therapy of malignancy with enzyme inhibitors and similar treatments,Krävande behandling av metastaserad tumör med entsym inhibitor eller motsvarande,THL,2009-01-01,2030-12-31,974,4621,5595
NGA30,Polvinivelen tähystystutkimus,"Exploration of knee joint, arthroscopic",Knäartroskopi,THL,1900-01-01,2030-12-31,5379,211,5590
KE1AT,Eturauhasen kudosnäytteen otto UÄ-ohjauksessa,Biopsy of prostata with ultrasoudnguidance,"Prostata, UL-styrd vävnadsbiopsi",THL,1999-01-01,2030-12-31,4257,1269,5526
CK2S4,Silmänpohjan natiivivalokuvaus,Plain photography of ocular fundus,Nativ fotografering av ögonbotten,Translator,2017-01-01,2030-12-31,5443,6,5449
PA6DE,Kaulan valtimoiden doppler-UÄ,Neck artery ultrasound examination with Doppler method,"Halskärlen, UL med dopplerteknik",THL,1999-01-01,2030-12-31,3764,1684,5448
NA3CG,Lannerangan laaja magneettitutkimus,Lumbar spine extensive MRI examination with high intensity magnet,"Ländrygg, MR omfattande",THL,1999-01-01,2030-12-31,3767,1653,5420
HAB40,"Rintarauhasen osan poisto, segmentti",Wedge excision of mammary gland,Segmentresektion av bröstkörtel,THL,1900-01-01,2030-12-31,3681,1712,5393
WX307,Synnytysepiduraalipuudutus,Obstetric epidural analgesia,Epiduralanestesi vid förlossning,Translator,2006-01-01,2030-12-31,4753,630,5383
PHD76,Ison safeenalaskimon poistaminen,Resection of long saphenous vein,Excision/exeres (stripping) av v. saphena magna,THL,1900-01-01,2030-12-31,5205,157,5362
GD5BD,Thoraxin ja ylävatsan laaja tietokonetomografiatutkimus,Thorax and upper abdomen combined extensive CT examination of,"Torax och övre delen av buken, omfattande DT",THL,2003-01-01,2030-12-31,2059,3300,5359
KED22,Eturauhasen höyläys virtsaputken kautta,Transurethral resection of prostate,Transuretral resektion av prostata,THL,1900-01-01,2030-12-31,3999,1357,5356
QBB10,Vartalon ihohaavan tarkistus ja siteenvaihto,Major dressing of wound of skin of trunk,Inspektion/förbandsbyte vid sår på bålen,THL,1900-01-01,2030-12-31,4953,403,5356
TDW99,"Muu korvan, nenän tai kurkunpään pientoimenpide","Other minor procedure in surgery of ear, nose and larynx","Annat mindre ingrepp på öron, näsa, svalg och larynx",THL,1900-01-01,2030-12-31,2902,2323,5225
XA800,Neuropsykologinen tutkimus,Neuropsychological investigation,Neuropsykologisk undersökning,THL,1997-01-01,2030-12-31,5038,155,5193
NG1DA,Polvien röntgen,X-ray of knees,"Knä, bilateral röntgen",Translator,1999-01-01,2030-12-31,1058,4126,5184
JAH01,Vatsaontelon tähystys tutkimustarkoituksessa,Laparoscopy,Diagnostisk laparoskopi,THL,1900-01-01,2030-12-31,3456,1696,5152
UJH02,Peräaukon tähystys,Anoscopy,Anoskopi,THL,1900-01-01,2030-12-31,5091,49,5140
TNX32,Muovailtava lasta,"Custom moulded splint, unspecified region",Anläggande av formbart spjälning,THL,1997-01-01,2030-12-31,4407,709,5116
ZZR00,Iho-subkutiskieleke,Flap of skin,Hud-subcutis-lambå,THL,1900-01-01,2030-12-31,1623,3490,5113
ZXD30,Laaja tai vaikea toimenpide,Difficulties in perfomrming procedure,Extensiv eller svår åtgärd,THL,1997-01-01,2030-12-31,5062,50,5112
NA1BG,Kaularangan magneettitutkimus,Cervical spine MRI examination with high intensity magnet,"Halsrygg, MR",THL,1999-01-01,2030-12-31,3921,1174,5095
ABC36,Hermojuuridekompressio lannerangan alueella,Decompression of lumbar nerve roots,Dekompression av nervrötter i ländryggen,THL,1900-01-01,2030-12-31,4078,964,5042
NB1BA,Olkanivelen laaja röntgen,Shoulder extensive X-ray examination without contrast,"Axelled, omfattande röntgen",THL,1999-01-01,2030-12-31,2597,2414,5011
THW99,Muu rintarauhasen pientoimenpide,Other minor procedure in surgery of mammary gland,Annan mindre åtgärd på bröstkörteln,THL,1900-01-01,2030-12-31,4998,8,5006
TKW99,Muu virsateiden ja miehen sukuelinten pientoimenpide,Other minor surgical procedure in urology,Annan mindre operation på urinvägar och manliga genitalia,THL,1900-01-01,2030-12-31,2485,2519,5004
TPH15,Keskuslaskimokatetrin asettaminen kaulalaskimon kautta,Insertion of central venous catheter through external or internal jugular vein,Inläggande av CVK via vena jugularis (externa eller interna),THL,1900-01-01,2030-12-31,2681,2308,4989
LC2DE,"Kohdun, sivuelinten ja alavatsan vaativa ultraäänitutkimus erikoistekniikoin","Demanding ultrsound examination of uterus, parametrium and lower part of abdomen with speciel methods","Livmoder, parametrier och nedre delen av buken, UL med speciell teknik",THL,2002-01-01,2030-12-31,4936,24,4960
SBB10,Hampaiston jäljennökset,Teeth copy,Avtryck av tänderna,THL,2000-01-01,2030-12-31,3553,1400,4953
EBA10,Hampaan poistoleikkaus,Surgical removal of tooth,Operativ extraktion av tand,THL,1900-01-01,2030-12-31,3879,1030,4909
XQ802,Epikutaanitesti,Epicutan test,Epikutantest,THL,1997-01-01,2030-12-31,4422,475,4897
