ATCKOODI;MYYNTILUPANRO;PAATOSPVM;PAATTYMISPVM;LAAKENIMI;VAHVUUS;LAAKEMUOTONIMI;PROSESSINIMI;TILANIMI;HALTIJANNIMI;PAKKAUSKOKO;NIMI;KAUPAN;VNRNRO;KAUPPAANTULOPVM;KAUPASTAPOISPVM
C09AA14;13286;15.06.1998;19.12.2002;ACECOR;20 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;14;Läpipainopakkaus;0;544668;;
C09AA14;13284;15.06.1998;19.12.2002;ACECOR;5 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;60;Läpipainopakkaus;0;545111;;
C09AA14;13285;15.06.1998;19.12.2002;ACECOR;10 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;14;Läpipainopakkaus;0;544544;;
C09AA14;13285;15.06.1998;19.12.2002;ACECOR;10 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;60;Läpipainopakkaus;0;544601;;
C09AA14;13284;15.06.1998;19.12.2002;ACECOR;5 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;90;Läpipainopakkaus;0;545129;;
C09AA14;13284;15.06.1998;19.12.2002;ACECOR;5 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;120;Läpipainopakkaus;0;544874;;
C09AA14;13285;15.06.1998;19.12.2002;ACECOR;10 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;100;Läpipainopakkaus;0;544510;;
C09AA14;13284;15.06.1998;19.12.2002;ACECOR;5 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;10;Läpipainopakkaus;0;544866;;
C09AA14;13286;15.06.1998;19.12.2002;ACECOR;20 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;90;Läpipainopakkaus;0;544825;;
C09AA14;13285;15.06.1998;19.12.2002;ACECOR;10 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;10;Läpipainopakkaus;0;544528;;
C09AA14;13285;15.06.1998;19.12.2002;ACECOR;10 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;56;Läpipainopakkaus;0;544593;;
C09AA14;13284;15.06.1998;19.12.2002;ACECOR;5 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;30;Läpipainopakkaus;0;544916;;
C09AA14;13284;15.06.1998;19.12.2002;ACECOR;5 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;28;Läpipainopakkaus;0;544908;;
C09AA14;13284;15.06.1998;19.12.2002;ACECOR;5 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;14;Läpipainopakkaus;0;544882;;
C09AA14;13285;15.06.1998;19.12.2002;ACECOR;10 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;280;Läpipainopakkaus;0;544551;;
C09BA03;10955;03.05.1993;31.12.2005;ACERCOMP;20 mg / 12.5 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA;30;Läpipainopakkaus;0;563817;04.05.1993;
C09BA03;10955;03.05.1993;31.12.2005;ACERCOMP;20 mg / 12.5 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA;100;Läpipainopakkaus;0;563825;04.05.1993;
C09BA03;11444;25.04.1994;31.12.2005;ACERCOMP MITE;10 mg / 12.5 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA;100;Läpipainopakkaus;0;102822;15.08.1994;
C09BA03;11444;25.04.1994;31.12.2005;ACERCOMP MITE;10 mg / 12.5 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA;30;Läpipainopakkaus;0;102814;15.08.1994;
C09AA04;18063;26.05.2004;14.11.2013;ACERTIL;8 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SERVIER;30;Läpipainopakkaus;0;134341;01.10.2009;
C09AA04;18063;26.05.2004;14.11.2013;ACERTIL;8 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SERVIER;90;Läpipainopakkaus;0;134363;01.10.2009;
C09AA04;16216;09.07.2001;14.11.2013;ACERTIL;4 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SERVIER;30;Läpipainopakkaus;0;065651;01.11.2008;
C09AA04;16216;09.07.2001;14.11.2013;ACERTIL;4 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SERVIER;90;Läpipainopakkaus;0;065660;01.10.2009;
C09BA04;13632;02.11.1998;08.07.2014;ACERTIL COMP;4 mg / 1.25 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SERVIER;30;Läpipainopakkaus;0;167597;15.05.2004;
C09BA04;13632;02.11.1998;08.07.2014;ACERTIL COMP;4 mg / 1.25 mg;tabletti;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SERVIER;90;Läpipainopakkaus;0;167608;15.05.2004;
N02BA01;8285;20.01.1982;20.01.2000;ACETARD;750 mg;depottabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BENZON;200;;0;135848;;23.02.1995
N02BA01;7437;06.07.1977;06.07.1999;ACETARD;500 mg;depottabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BENZON;30;;0;137232;;26.01.1994
N02BA01;8285;20.01.1982;20.01.2000;ACETARD;750 mg;depottabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BENZON;100;Tablettipurkki;0;135830;15.03.1982;
N02BA01;7437;06.07.1977;06.07.1999;ACETARD;500 mg;depottabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BENZON;200;;0;502872;;23.02.1995
N02BA01;7437;06.07.1977;06.07.1999;ACETARD;500 mg;depottabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BENZON;100;Tablettipurkki;0;032375;15.07.1978;
N02BA01;10818;11.11.1992;11.11.1994;ACETARD;300 mg;depottabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BENZON;28;;0;520114;12.10.1993;08.11.1994
B01AC06;10817;11.11.1992;11.11.1994;ACETARD;100 mg;depottabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BENZON;28;;0;519934;12.10.1993;08.11.1994
N02BA01;142;30.09.1964;30.09.1998;ACETYLSALIC.LEIRAS;500 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SCHERING OY;100;;0;450189;;07.08.1998
N02BA01;142;30.09.1964;30.09.1998;ACETYLSALIC.LEIRAS;500 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SCHERING OY;20;;0;450163;;01.01.1997
N02BA01;142;30.09.1964;30.09.1998;ACETYLSALIC.LEIRAS;500 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SCHERING OY;50;;0;450171;;07.08.1998
J05AB01;13110;06.04.1998;06.04.2001;ACICLOREX;200 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANDOZ GMBH;25;Läpipainopakkaus;0;513986;;
J05AB01;13111;06.04.1998;06.04.2001;ACICLOREX;400 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANDOZ GMBH;60;Läpipainopakkaus;0;514000;;
J05AB01;13112;06.04.1998;06.04.2001;ACICLOREX;800 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANDOZ GMBH;35;Läpipainopakkaus;0;514059;;
J05AB01;13111;06.04.1998;06.04.2001;ACICLOREX;400 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANDOZ GMBH;70;Läpipainopakkaus;0;514034;;
J05AB01;13111;06.04.1998;06.04.2001;ACICLOREX;400 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANDOZ GMBH;35;Läpipainopakkaus;0;513994;;
D06BB03;13660;31.08.1998;01.05.2003;ACICLOREX;5 %;emulsiovoide;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;SANDOZ GMBH;2 g;Putki;0;003067;;
J05AB01;12695;03.11.1997;01.10.2007;ACICLOVIR ALPHARMA;200 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ALPHARMA;25;Läpipainopakkaus;0;470815;15.03.1998;
J05AB01;12696;03.11.1997;01.10.2007;ACICLOVIR ALPHARMA;400 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ALPHARMA;56;Läpipainopakkaus;0;470849;15.03.1998;
J05AB01;12697;03.11.1997;01.10.2007;ACICLOVIR ALPHARMA;800 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ALPHARMA;35;Läpipainopakkaus;0;470922;15.03.1998;
J05AB01;12344;21.04.1997;01.10.2007;ACICLOVIR ALPHARMA;;infuusiokuiva-aine, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ALPHARMA;5 x 250 mg;Injektiopullo;0;398644;26.02.1998;
J05AB01;12344;21.04.1997;01.10.2007;ACICLOVIR ALPHARMA;;infuusiokuiva-aine, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ALPHARMA;5 x 500 mg;Injektiopullo;0;530436;06.04.1999;
J05AB01;12010;10.06.1996;16.10.2019;ACICLOVIR HEXAL;;infuusiokuiva-aine, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;HEXAL A/S;5 x 500 mg;Ampulli;0;007085;17.04.1997;
J05AB01;12010;10.06.1996;16.10.2019;ACICLOVIR HEXAL;;infuusiokuiva-aine, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;HEXAL A/S;5 x 125 mg;Ampulli;0;449348;15.01.1997;31.08.2001
J05AB01;13779;14.08.2000;;ACICLOVIR PFIZER;25 mg/ml;infuusiokonsentraatti, liuosta varten;Tunnustaminen;Myyntilupa myönnetty;PFIZER PFE;5 x 20 ml;Injektiopullo;1;410284;21.01.2002;
J05AB01;13779;14.08.2000;;ACICLOVIR PFIZER;25 mg/ml;infuusiokonsentraatti, liuosta varten;Tunnustaminen;Myyntilupa myönnetty;PFIZER PFE;5 x 10 ml;Injektiopullo;1;542733;21.01.2002;
S01AD03;12006;10.06.1996;10.04.2012;ACICLOVIR SANDOZ;30 mg/ml;silmävoide;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANDOZ A/S;4.5 g;Putki;0;163095;17.04.1997;
J05AB01;18420;14.05.2004;;ACICLOVIR SANDOZ;400 mg;tabletti;Kansallinen;Myyntilupa myönnetty;SANDOZ A/S;70;Tablettipurkki;1;569108;15.09.2005;
J05AB01;18419;14.05.2004;;ACICLOVIR SANDOZ;200 mg;tabletti;Kansallinen;Myyntilupa myönnetty;SANDOZ A/S;25;Tablettipurkki;1;515575;15.09.2005;
J05AB01;18419;14.05.2004;;ACICLOVIR SANDOZ;200 mg;tabletti;Kansallinen;Myyntilupa myönnetty;SANDOZ A/S;25;Tablettipurkki;1;383589;01.11.2014;
J05AB01;18421;14.05.2004;;ACICLOVIR SANDOZ;800 mg;tabletti;Kansallinen;Myyntilupa myönnetty;SANDOZ A/S;35;Tablettipurkki;1;537143;01.10.2005;
D06BB03;12639;31.08.1998;22.06.2015;ACICLOVIR SANDOZ;5 %;emulsiovoide;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANDOZ A/S;2 g;Putki;0;125040;26.10.1998;
A02BC05;28821;02.07.2012;;ACIDAL;40 mg;enterokapseli, kova;Hajautettu;Myyntilupa myönnetty;VERMAN;100;Tablettipurkki;1;130944;01.02.2018;
A02BC05;28820;02.07.2012;;ACIDAL;20 mg;enterokapseli, kova;Hajautettu;Myyntilupa myönnetty;VERMAN;14;Läpipainopakkaus;1;405054;01.02.2018;
A02BC05;28820;02.07.2012;;ACIDAL;20 mg;enterokapseli, kova;Hajautettu;Myyntilupa myönnetty;VERMAN;100;Tablettipurkki;1;043784;01.02.2018;
A02BC05;28820;02.07.2012;;ACIDAL;20 mg;enterokapseli, kova;Hajautettu;Myyntilupa myönnetty;VERMAN;28;Läpipainopakkaus;1;148400;01.02.2018;
A02BC05;28821;02.07.2012;;ACIDAL;40 mg;enterokapseli, kova;Hajautettu;Myyntilupa myönnetty;VERMAN;28;Läpipainopakkaus;1;579553;01.02.2018;
J01CE02;11547;15.08.1994;15.08.1997;ACIPEN SOLUTAB;400 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;30;Läpipainopakkaus;0;577437;;
J01CE02;11550;15.08.1994;15.08.1997;ACIPEN SOLUTAB;1000 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;30;Läpipainopakkaus;0;198390;;
J01CE02;11546;15.08.1994;15.08.1997;ACIPEN SOLUTAB;250 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;20;Läpipainopakkaus;0;027748;;
J01CE02;11550;15.08.1994;15.08.1997;ACIPEN SOLUTAB;1000 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;20;Läpipainopakkaus;0;197996;;
J01CE02;11546;15.08.1994;15.08.1997;ACIPEN SOLUTAB;250 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;30;Läpipainopakkaus;0;197582;;
J01CE02;11548;15.08.1994;15.08.1997;ACIPEN SOLUTAB;500 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;20;Läpipainopakkaus;0;371070;;
J01CE02;11548;15.08.1994;15.08.1997;ACIPEN SOLUTAB;500 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;30;Läpipainopakkaus;0;371088;;
J01CE02;11547;15.08.1994;15.08.1997;ACIPEN SOLUTAB;400 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;20;Läpipainopakkaus;0;027797;;
J01CE02;11548;15.08.1994;15.08.1997;ACIPEN SOLUTAB;500 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;40;Läpipainopakkaus;0;371096;;
J01CE02;11549;15.08.1994;15.08.1997;ACIPEN SOLUTAB;800 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;20;Läpipainopakkaus;0;027854;;
J01CE02;11549;15.08.1994;15.08.1997;ACIPEN SOLUTAB;800 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;YAMANOUCHI;30;Läpipainopakkaus;0;027862;;
D05BB02;33561;11.09.2017;11.09.2022;ACITRETIN ORIFARM;25 mg;kapseli, kova;Hajautettu;Myyntilupa myönnetty;ORIFARM GENERICS A/S;30;Läpipainopakkaus;1;065147;01.05.2018;
D05BB02;33560;11.09.2017;11.09.2022;ACITRETIN ORIFARM;10 mg;kapseli, kova;Hajautettu;Myyntilupa myönnetty;ORIFARM GENERICS A/S;100;Läpipainopakkaus;1;380549;01.05.2018;
D05BB02;33561;11.09.2017;11.09.2022;ACITRETIN ORIFARM;25 mg;kapseli, kova;Hajautettu;Myyntilupa myönnetty;ORIFARM GENERICS A/S;100;Läpipainopakkaus;1;520091;01.05.2018;
L01DB04;10193;28.03.1990;27.06.2003;ACLARUBICIN MEDAC;;injektio/infuusiokuiva-aine, liuosta varten ;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;MEDAC;20 mg;;0;107623;;17.09.1997
L01DB04;10193;28.03.1990;27.06.2003;ACLARUBICIN MEDAC;;injektio/infuusiokuiva-aine, liuosta varten ;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;MEDAC;2 x 20 mg;;0;142752;;
L01DB04;10193;28.03.1990;27.06.2003;ACLARUBICIN MEDAC;;injektio/infuusiokuiva-aine, liuosta varten ;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;MEDAC;20 mg;;0;395194;;
L01DB04;10193;28.03.1990;27.06.2003;ACLARUBICIN MEDAC;;injektio/infuusiokuiva-aine, liuosta varten ;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;MEDAC;10 x 20 mg;;0;107631;25.05.1990;17.09.1997
M05BA08;19732;15.04.2005;;ACLASTA;5 mg;infuusioneste, liuos;Keskitetty;Myyntilupa myönnetty;NOVARTIS EUROPHARM;5 mg;Pullo;1;418386;15.08.2005;
D06BB03;13133;02.11.1998;;ACLOMED;5 %;emulsiovoide;Tunnustaminen;Myyntilupa myönnetty;ORIFARM GENERICS A/S;2 g;Putki;1;078924;01.11.2001;
J05AB01;12137;20.03.1996;;ACLOVIR;200 mg;tabletti;Tunnustaminen;Myyntilupa myönnetty;RATIOPHARM GMBH;25;Läpipainopakkaus;1;452257;15.02.2015;
J05AB01;12577;28.07.1997;;ACLOVIR;800 mg;tabletti;Tunnustaminen;Myyntilupa myönnetty;RATIOPHARM GMBH;35;Läpipainopakkaus;1;394957;01.10.1997;
J05AB01;12182;20.03.1996;;ACLOVIR;400 mg;tabletti;Tunnustaminen;Myyntilupa myönnetty;RATIOPHARM GMBH;60;Läpipainopakkaus;1;158428;15.10.1996;
J05AB01;12137;20.03.1996;;ACLOVIR;200 mg;tabletti;Tunnustaminen;Myyntilupa myönnetty;RATIOPHARM GMBH;25;Läpipainopakkaus;1;094441;15.10.1996;
J05AB01;12240;13.01.1997;01.10.2001;ACLOVIR;250 mg;infuusiokuiva-aine;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;MERCKLE;5 x 250 mg;Injektiopullo;0;389825;;
D10AF51;29824;22.07.2013;;ACNATAC;10 mg/g + 0.25 mg/g;geeli;Hajautettu;Myyntilupa myönnetty;MEDA OY;30 g;Putki;1;457238;01.02.2014;
D10AF51;37466;27.11.2019;27.11.2024;ACNATAC;10 mg/g + 0.25 mg/g;geeli;Kansallinen;Myyntilupa myönnetty;ORIFARM;30 g;Putki;1;149416;01.03.2020;
A08AX01;21148;19.06.2006;16.01.2009;ACOMPLIA;20 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa peruuntunut hakijan toimesta;SANOFI-AVENTIS;28;Läpipainopakkaus;0;051996;15.09.2006;
A08AX01;21148;19.06.2006;16.01.2009;ACOMPLIA;20 mg;tabletti, kalvopäällysteinen;Keskitetty;Myyntilupa peruuntunut hakijan toimesta;SANOFI-AVENTIS;98;Läpipainopakkaus;0;052005;15.09.2006;
J07AG01;10725;13.05.1992;;ACT-HIB;10 mikrog / 0.5 ml;injektiokuiva-aine ja liuotin, liuosta varten;Kansallinen;Myyntilupa myönnetty;SANOFI PASTEUR EUROP;0.5 ml;Injektiopullo;1;198901;02.12.1992;
L01BC52;30441;04.10.2013;;ACTIKERALL;5 mg/g + 100 mg/g;liuos iholle;Hajautettu;Myyntilupa myönnetty;ALMIRALL;25 ml;Pullo;1;599927;15.08.2016;
B01AD02;9969;19.04.1989;;ACTILYSE;;injektio-/infuusiokuiva-aine ja liuotin, liuosta varten;Tunnustaminen;Myyntilupa myönnetty;BOEHRINGER INGELHEIM;20 mg + 20 ml;Injektiopullo;1;404491;15.05.1989;
B01AD02;31518;03.12.2013;19.10.2017;ACTILYSE;;injektio/infuusiokuiva-aine ja liuotin, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PARANOVA;5 x (2 mg + 2.2 ml);;0;118042;01.01.2014;
B01AD02;29654;12.09.2011;;ACTILYSE;;injektio/infuusiokuiva-aine ja liuotin, liuosta varten;Kansallinen;Myyntilupa myönnetty;ORIFARM;20 mg + 20 ml;Injektiopullo;1;454097;01.01.2012;
B01AD02;32898;16.11.2015;;ACTILYSE;2 mg;injektio/infuusiokuiva-aine, liuosta varten ;Tunnustaminen;Myyntilupa myönnetty;BOEHRINGER INGELHEIM;5 x 2 mg;Injektiopullo;1;387675;16.11.2015;
B01AD02;9969;19.04.1989;;ACTILYSE;;injektio-/infuusiokuiva-aine ja liuotin, liuosta varten;Tunnustaminen;Myyntilupa myönnetty;BOEHRINGER INGELHEIM;5 x (2 mg + 2.2 ml);Injektiopullo;0;147820;01.11.2011;16.11.2015
B01AD02;9969;19.04.1989;;ACTILYSE;;injektio-/infuusiokuiva-aine ja liuotin, liuosta varten;Tunnustaminen;Myyntilupa myönnetty;BOEHRINGER INGELHEIM;50 mg + 50 ml;Injektiopullo;1;404533;15.05.1989;
B01AD02;29654;12.09.2011;;ACTILYSE;;injektio/infuusiokuiva-aine ja liuotin, liuosta varten;Kansallinen;Myyntilupa myönnetty;ORIFARM;50 mg + 50 ml;Injektiopullo;0;466759;01.01.2012;
N02AB03;16435;05.11.2001;23.04.2010;ACTIQ;600 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;3;Läpipainopakkaus;0;014243;01.10.2002;
N02AB03;16436;05.11.2001;23.04.2010;ACTIQ;800 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;3;Läpipainopakkaus;0;014265;01.10.2002;
N02AB03;16432;05.11.2001;23.04.2010;ACTIQ;200 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;15;Läpipainopakkaus;0;006314;;
N02AB03;16435;05.11.2001;23.04.2010;ACTIQ;600 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;30;Läpipainopakkaus;0;014341;01.10.2002;
N02AB03;16432;05.11.2001;23.04.2010;ACTIQ;200 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;3;Läpipainopakkaus;0;014323;01.10.2002;
N02AB03;16438;05.11.2001;23.04.2010;ACTIQ;1600 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;15;Läpipainopakkaus;0;006532;;
N02AB03;16435;05.11.2001;23.04.2010;ACTIQ;600 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;6;Läpipainopakkaus;0;006389;;
N02AB03;16436;05.11.2001;23.04.2010;ACTIQ;800 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;15;Läpipainopakkaus;0;006444;;
N02AB03;16433;05.11.2001;23.04.2010;ACTIQ;400 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;3;Läpipainopakkaus;0;014345;01.10.2002;
N02AB03;16433;05.11.2001;23.04.2010;ACTIQ;400 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;30;Läpipainopakkaus;0;014232;01.10.2002;
N02AB03;16432;05.11.2001;23.04.2010;ACTIQ;200 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;6;Läpipainopakkaus;0;006306;;
N02AB03;16437;05.11.2001;23.04.2010;ACTIQ;1200 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;30;Läpipainopakkaus;0;014287;01.10.2002;
N02AB03;16435;05.11.2001;23.04.2010;ACTIQ;600 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;15;Läpipainopakkaus;0;006402;;
N02AB03;16433;05.11.2001;23.04.2010;ACTIQ;400 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;6;Läpipainopakkaus;0;006354;;
N02AB03;16437;05.11.2001;23.04.2010;ACTIQ;1200 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;3;Läpipainopakkaus;0;014257;01.10.2002;
N02AB03;16436;05.11.2001;23.04.2010;ACTIQ;800 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;30;Läpipainopakkaus;0;014276;01.10.2002;
N02AB03;16432;05.11.2001;23.04.2010;ACTIQ;200 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;30;Läpipainopakkaus;0;014297;01.10.2002;
N02AB03;16438;05.11.2001;23.04.2010;ACTIQ;1600 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;6;Läpipainopakkaus;0;006521;;
N02AB03;16438;05.11.2001;23.04.2010;ACTIQ;1600 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;30;Läpipainopakkaus;0;014309;01.10.2002;
N02AB03;16437;05.11.2001;23.04.2010;ACTIQ;1200 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;6;Läpipainopakkaus;0;006477;;
N02AB03;16437;05.11.2001;23.04.2010;ACTIQ;1200 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;15;Läpipainopakkaus;0;006488;;
N02AB03;16438;05.11.2001;23.04.2010;ACTIQ;1600 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;3;Läpipainopakkaus;0;014298;01.10.2002;
N02AB03;16433;05.11.2001;23.04.2010;ACTIQ;400 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;15;Läpipainopakkaus;0;006358;;
N02AB03;16436;05.11.2001;23.04.2010;ACTIQ;800 mikrog;imeskelytabletti suuonteloasettimella;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;CEPHALON UK;6;Läpipainopakkaus;0;006433;;
J01MA14;14569;29.11.1999;06.10.2008;ACTIRA;400 mg;tabletti, kalvopäällysteinen;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;BAYER HEALTHCARE;10;Läpipainopakkaus;0;504993;;
J01MA14;14569;29.11.1999;06.10.2008;ACTIRA;400 mg;tabletti, kalvopäällysteinen;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;BAYER HEALTHCARE;7;Läpipainopakkaus;0;506345;;
J01MA14;14569;29.11.1999;06.10.2008;ACTIRA;400 mg;tabletti, kalvopäällysteinen;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;BAYER HEALTHCARE;5;Läpipainopakkaus;0;505057;;
G03FA01;13621;21.09.1998;;ACTIVELLE;;tabletti, kalvopäällysteinen;Tunnustaminen;Myyntilupa myönnetty;NOVO NORDISK A/S;3 x 28;Purkki, Pakkaus;1;540229;26.03.2003;
