Code,n_codes,freq_finngen_per,Finnish,English
E9609,348,0.08013%,"Tappelu, väkivalta. Sisältää tappelun nyrkeillä jaloilla tai muilla kehonosilla sekä tarkemmin määrittelemättömän tappelun aiheuttaman kuolemantapauksen. Ei sisällä tappelua asein (E 965, E 966.9), kuristamista (E 963.9) eikä hukuttamista (E 964.9)","Fight, brawl, rape"
03599,347,0.07990%,Ruusu,Erysipelas
63498,347,0.07990%,"Muut raskaudenajan lisätaudit, Graviditas prolongata","Other complications of pregnancy, Graviditas prolongata"
07999,341,0.07852%,"Muut virustaudit, NUD","Other viral diseases, Viral infection, unspecified"
37303,341,0.07852%,"Karsastus, Heterophoria (exophoria, esophroria, hypophoria)","Strabismus, Heterophoria (exophoria, esophroria, hypophoria)"
07997,339,0.07806%,"Muut virustaudit, Viroses suspectae","Other viral diseases, Viroses suspectae"
97010,338,0.07783%,"Psyykkisissä häiriöissä käytettävät aineet, Psykosedatiivit (neuroleptit ja trankoilloivat aineet)","Adverse effect of psychotherapeutics, Tranquillisers"
81300,335,0.07714%,"Kyynärluun ja värttinäluun murtuma, Radii, Non complicata (sive NUD)","Fracture of radius and ulna, Upper end or unspecified part, closed"
E8869,335,0.07714%,Kaatuminen samalla tasolla toisen henkilön kanssa sattuneen yhteentörmäyksen vuoksi,"Fall on same level from collision, pushing or shoving by or with other person"
41299,333,0.07667%,"Krooniset verensalpaus-sydäntaudit, NUD, hypertonia nonindicata","Chronic ischaemic heart disease, Without mention of hypertensive disease"
Y0899,333,0.07667%,Lihaksiston ja luuston tutkiminen,Investigation of musculoskeletal system
73105,332,0.07644%,"Nivelvoidekalvon, limapussin- sekä jännetupentulehdus, Bursitis chronica",NA
05699,326,0.07506%,"Vihurirokko, Non definita","Rubella, Non definita"
64300,326,0.07506%,"Itsestään tapahtuva keskenmeno, Cum sepsi","Spontaneous abortion, With sepsis"
65004,326,0.07506%,"Synnytys, ei tietoa komplikaatiosta, Avoin niska- tai takaraivotarjonta","Delivery without mention of complication, Occipital presentation, posterior position"
78739,326,0.07506%,"Raajojen ja nivelten oireet, Arthralgia alia sive NUD","Symptoms referable to limbs and joints, Arthralgia alia sive NUD"
09992,325,0.07483%,"Muut sukupuolitaudit, Condyloma acuminatum","Other veneral disease, Condyloma acuminatum"
62521,323,0.07437%,"Muut kohdun sairaudet, Hyperplasia glandularis cystica endometrii","Other diseases of uterus, Hyperplasia glandularis cystica endometrii"
E8809,321,0.07391%,Kaatuminen portaissa tai putoaminen portailta (askelmalta),Fall on or from stairs or steps
71300,319,0.07345%,"Nivelrikot ja vastaavat tilat, Arthritis (arthrosis) coxae","Osteo-arthritis and allied conditions, Arthritis (arthrosis) coxae"
72899,319,0.07345%,"Selkäsärky, NUD","Vertebrogenic pain syndrome, Other and unspecified"
00919,318,0.07322%,"Ripuli, Diarrhoea NUD","Diarrhoeal disease, Diarrhoea"
92000,318,0.07322%,"Ruhjevamma kasvoissa, päälaessa ja kaulassa, mutta ei silmissä","Contusion of face, scalp and neck except eye(s), Current injury"
56510,315,0.07253%,"Peräpykimä ja peräsuoliavanne, Fistula ani","Anal fissure and fistula, Anal fistula"
92700,314,0.07230%,"Ruhjevamma lonkassa, reidessä, sääressä ja nilkassa (nilkan seudussa)","Contusion of hip, thigh, leg and ankle, Current injury"
73599,313,0.07207%,Selkärangan kaarevuusviat,Other and unspecified curvature of spine
78329,313,0.07207%,"Hengityselinten oireet, Dyspnoea alia sive NUD","Symptoms referable to respiratory system, Dyspnoea alia sive NUD"
34099,310,0.07138%,Keskushermoston pesäkekovettumatauti,Multiple sclerosis
71700,308,0.07092%,NA,NA
61208,307,0.07069%,"Äkillinen munanjohtimen- ja munasarjantulehdus, Alia definita","Acute salpingitis and oophoritis, Alia definita"
51899,306,0.07046%,Keuhkoputkenlaajentumatauti,Bronchiectasis
31099,305,0.07023%,"Heikkolahjaiset ÄO n. 68-85, Muut tai tarkemmin määrittelemättömät tapaukset, NUD","Borderline mental retardation, Other and unspecified"
35701,305,0.07023%,"Muut sairaudet ääreishermostossa, paitsi sisälmyshermoissa, Nervi mediani","Other diseases of peripheral nerves except autonomic, Nervi mediani"
78719,304,0.07000%,"Raajojen ja nivelten oireet, Dolor extremitatis aliud sive NUD","Symptoms referable to limbs and joints, Dolor extremitatis aliud sive NUD"
66110,300,0.06908%,"Pää edellä, niska- tai takaraivotarjonta",Occipital presentation
Y0999,300,0.06908%,"Muut erikoistutkimukset. Esim. tarttuvan taudin vuoksi tehty tutkimus, tarkemmin määritelemätön isotooppitestaus",Other specific examinations and investigations
71599,298,0.06862%,Tarkemmin määrittelemätön niveltulehdus,"Arthritis, unspecified"
29830,297,0.06839%,"Muu mielisairaus, Reactiva paranoides acuta","Other psychoses, Acute paranoid reaction"
11299,296,0.06816%,Sammalsienitauti,Moniliasis
17402,296,0.06816%,"Nisän pahanlaatuinen kasvain, Glandulae","Malignant neoplasm of breast, Glandulae"
57709,296,0.06816%,"Haiman sairaudet, Pancreatitis NUD","Diseases of pancreas, Pancreatitis NUD"
71310,295,0.06793%,"Nivelrikot ja vastaavat tilat, Spondylarthritis cervicalis","Osteo-arthritis and allied conditions, Spondylarthritis cervicalis"
62000,294,0.06769%,"Kohdunkaulan tartuntataudit, Cervicitis chronica","Infective diseases of cervix uteri, Cervicitis chronica"
75618,293,0.06746%,"Luuston ja lihaksiston muut synnynnäiset epämuodostumat, Maleformationes columnae vertebralis aliae","Other congenital anomalies of musculoskeletal system, Maleformationes columnae vertebralis aliae"
51299,292,0.06723%,Itsesyntyinen ilmarinta,Spontaneous pneumothorax
63495,292,0.06723%,"Muut raskaudenajan lisätaudit, Lapsiveden ennenaikainen lähtö","Other complications of pregnancy, Effluxus liquoris amnii praetemporarius"
41397,291,0.06700%,"Sydänkouristukset, Suspecta, hypertonia non indicata","Angina pectoris, Suspecta, hypertonia non indicata"
54000,290,0.06677%,"Äkillinen umpilisäkkeentulehdus, Perforans","Acute appendicitis, Perforans"
61510,290,0.06677%,"Muut munasarjan ja munanjohtimen sairaudet, Hydrosalpinx, sactosalpinx","Other diseases of ovary and Fallopian tube, Hydrosalpinx"
01102,288,0.06631%,"Keuhkotuberkuloosi, Non cavernosa","Pulmonary tuberculosis, Non cavernosa"
58199,288,0.06631%,"Rappiomunuaistauti, nefroottinen oireyhtymä, puoliäkillinen munuaistulehdus",Nephrotic syndrome
36400,287,0.06608%,"Värikalvontulehdus, Iridocyclitis acuta","Iritis, Iridocyclitis acuta"
65007,287,0.06608%,"Synnytys, ei tietoa komplikaatiosta, Monisynnytyksen kaikki tarjonnat","Delivery without mention of complication, Multiple pregnancy, all presentations"
38210,286,0.06585%,"Välikorvan- ja kartiolisäkkeentulehdus, Chronica",Chronic otitis media with mastoiditis
E9249,286,0.06585%,"Kuuman aineen tai esineen, syövyttävän nesteen tai höyryn aiheuttama tapaturma.","Accident caused by hot substance, corrosive liquid and steam"
64595,281,0.06470%,"Muu keskenmeno, Haemorrhagia post abortum NUD","Other abortion, Haemorrhagia post abortum NUD"
71312,279,0.06424%,"Nivelrikot ja vastaavat tilat, Spondylarthritis lumbalis sive lumbosacralis","Osteo-arthritis and allied conditions, Spondylarthritis lumbalis sive lumbosacralis"
20199,277,0.06378%,Pahanlaatuinen lymfogranulomatoosi,Hodgkin's disease
80200,277,0.06378%,"Naaman luiden murtuma, Nasi, Non complicata (sive NUD)","Fracture of face bones, Nasal bones, closed"
80242,277,0.06378%,"Naaman luiden murtuma, Ossium faciei aliorum, Non complicata (sive NUD)","Fracture of face bones, Other, closed"
56300,273,0.06286%,"Krooninen suolitulehdus ja haavainen paksusuolentulehdus, Enteritis regionalis (Chohn)","Chronic enteritis and ulcerative colitis, Regional enteritis"
13300,272,0.06263%,NA,NA
67699,272,0.06263%,Lapsivuoteisen vähäverisyys,Anaemia of the puerperium
28009,271,0.06240%,"Raudanpuutevähäverisyys, NUD","Iron deficiency anaemias, Unspecified"
82100,270,0.06217%,"Murtumat muissa ja tarkemmin määrittelemättömissä reisiluun osissa, Femoris diaphysaria sive femoris NUD, Non complicata (sive NUD)","Fracture of other and unspecified parts of femur, Shaft or unspecified part, closed"
24409,269,0.06194%,"Limapöhötauti, Myxoedema (hypothyreosis) NUD","Myxoedema, (hypothyreosis) NUD"
34510,269,0.06194%,"Kaatumatauti, ""Grand mal""","Epilepsy, ""Grand mal"""
61209,269,0.06194%,"Äkillinen munanjohtimen- ja munasarjantulehdus, NUD","Acute salpingitis and oophoritis, Unspecified"
37510,268,0.06171%,"Viherkaihi, Chronicum simplex","Glaucoma, Chronicum simplex"
49308,268,0.06171%,"Astma, Alia definita","Asthma, Alia definita"
72221,267,0.06148%,"Luuruston kasvuhäiriö, Dissecans","Osteochondrosis, Dissecans"
81342,267,0.06148%,"Kyynärluun ja värttinäluun murtuma, Radii cum ulna, Non complicata (sive NUD)","Fracture of radius and ulna, Lower end, closed"
70891,265,0.06102%,"Nokkosihottuma, Recidivans, Chronica","Urticaria, Recidivans, Chronica"
30799,264,0.06079%,Tilapäaiset sielullisista syistä johtuvat häiriöt,Transient situational disturbances
57708,264,0.06079%,"Haiman sairaudet, Pancreatitis acuta alia","Diseases of pancreas, Pancreatitis acuta alia"
E9189,264,0.06079%,Joutuminen vahingossa kahden esineen (paikallaan olevan tai liikkuvan) väliseen puristukseen,Caught accidentally in or between objects
29550,263,0.06056%,"Jakomielitauti, Latens",Latent schizophrenia
53299,263,0.06056%,"Pohjukaissuolihaava, NUD","Ulcer of duodenum, Other and unspecified"
29520,259,0.05964%,"Jakomielitauti, Typus catatonicus","Schizophrenia, Catatonic type"
73101,257,0.05918%,"Nivelvoidekalvon, limapussin- sekä jännetupentulehdus, Tendinivaginitis chronica",NA
29610,256,0.05895%,"Affektiivi mielisairaus, Mano-depressiva, typus manica","Affective psychoses, Manic-depression psychosis, manic type"
E9201,255,0.05871%,"Leikkaavan tai pistävän esineen aiheuttama tapaturma, Muu käsityökalu tai koje (kirves, saha, veitsi, sakset, lapio yms.)","Accident caused by cutting or piercing instruments, Other hand tools"
69282,253,0.05825%,"Muut ihottumat tai ihotulehdukset, Bakteerien aiheuttama","Other eczema and dermatitis, E microbis"
73410,251,0.05779%,"Hajapesäkkeiset sidekudostaudit, Lupus erythematodes disseminatus","Diffuse diseases of connective tissue, Systemic lupus erythematosus"
54003,250,0.05756%,"Äkillinen umpilisäkkeentulehdus, Cum abscessu","Acute appendicitis, Cum abscessu"
72898,250,0.05756%,"Selkäsärky, Alia definita","Vertebrogenic pain syndrome, Alia definita"
E9208,250,0.05756%,"Leikkaavan tai pistävän esineen aiheuttama tapaturma, Muu leikkaava tai pistävä esine. Sisältää naulat, lasin- ja puunsirpaleet","Accident caused by cutting or piercing instruments, Other"
34532,249,0.05733%,"Kaatumatauti, Sisältää sekundaariset pesäkemuodot","Epilepsy, Partialis (focalis) generalisata"
63704,249,0.05733%,"Raskaudenaikainen kouristusuhka, raskauskouristus ja tarkemmin määrittelemätön myrkytystila, Prae-eclampsia gravis","Pre-eclampsia, eclampsia and toxaemia, unspecified, Prae-eclampsia gravis"
65580,249,0.05733%,"Pää edellä, niska- tai takaraivotarjonta",Occipital presentation
83600,248,0.05710%,"Sijoiltaanmeno polvinivelessä, Patellae, Non complicata (sive NUD)","Dislocation of knee, Patellae, Non complicata (sive NUD)"
61201,247,0.05687%,"Äkillinen munanjohtimen- ja munasarjantulehdus, Pyosalpinx acuta","Acute salpingitis and oophoritis, Pyosalpinx acuta"
87300,247,0.05687%,"Muu tai tarkemmin määrittelemätön haava päässä, Vulnus capitis partis superioris, Non complicata (sive NUD)","Other and unspecified laceration of head, Scalp without mention of complication"
73805,245,0.05641%,"Muut epämuodostumat, Vasaravarvas","Other deformities, Digitus malleus"
84200,245,0.05641%,Ranteen ja käden nyrjähtaminen,"Sprains and strains of wrist and hand, Wrist"
57500,244,0.05618%,"Sappirakontulehdus ja sappitiehyttulehdus, sappikivistä ei ole tietoa, Cholecystitis acuta","Cholecystitis and cholangitis, without mention of calculus, Cholecystitis acuta"
62531,244,0.05618%,"Muut kohdun sairaudet, Endometriosis serosae pelvis","Other diseases of uterus, Endometriosis serosae pelvis"
55110,243,0.05595%,"Muu vatsatyrä, kuroutumisesta ei ole tietoa, Hernia umbilicalis","Other hernia of abdominal cavity without mention of obstruction, Umbilical"
07201,241,0.05549%,"Sikotauti, Cum meningoencephalitide","Mumps, Cum meningoencephalitide"
56419,241,0.05549%,"Suoliston toiminuallinen häiriö, Colon irritabile aliud sive NUD","Functional disorders of intestines, Colon irritabile aliud sive NUD"
61099,239,0.05503%,NA,"Chronic cystic disease of breast, Unspecified"
78330,239,0.05503%,"Hengityselinten oireet, Tussis","Symptoms referable to respiratory system, Cough"
78300,238,0.05480%,"Hengityselinten oireet, Epistaxis","Symptoms referable to respiratory system, Epistaxis"
30099,234,0.05388%,"Neuroosi, NUD","Neuroses, Unspecified neurosis"
62310,234,0.05388%,"Kohdun ja emättimen esiinluiskahdus, Rectocele (proctocele) feminae","Uterovaginal prolapse, Rectocele"
81242,234,0.05388%,"Olkaluun murtuma, Partis inferioris, Non complicata (sive NUD)","Fracture of humerus, Lower end, closed"
05209,233,0.05365%,"Vesirokko, NUD","Chickenpox, Unspecified"
38199,233,0.05365%,"Keskikorvan tulehdus ilman kartiolisäkkeen tulehduksen oireita, NUD","Otitis media without mention of mastoiditis, Unspecified"
51925,232,0.05342%,"Muut hengityselinten taudit, Infiltratio pulmonis NUD","Other diseases of respiratory system, Infiltratio pulmonis NUD"
59504,232,0.05342%,"Rakkotulehdus, Interstitialis (Hunner)","Cystitis, Interstitialis (Hunner)"
70890,231,0.05319%,"Nokkosihottuma, Acuta","Urticaria, Acuta"
E8599,230,0.05296%,Tarkemmin määrittelemättömien rohtojen ja lääkkeiden aiheuttama tapaturmainen myrkytys.,"Accidental poisoning by other and unspecified drugs and medicaments, Drugs, unspecified"
80700,229,0.05273%,"Kylkiluun, rintalastan ja kurkunpään murtuma, Costae, Non complicata (sive NUD)","Fracture of rib(s), sternum and larynx, Rib(s), closed"
25008,228,0.05250%,"Sokeritauti, Complicatio alia definita","Diabetes mellitus, Complicatio alia definita"
41300,228,0.05250%,"Sydänkouristukset, Cum hypertonia","Angina pectoris, Cum hypertonia"
34530,227,0.05227%,"Kaatumatauti, Psychomotorica","Epilepsy, Psychomotorica"
53298,227,0.05227%,"Pohjukaissuolihaava, Aliud definitum, perforatione non indicata","Ulcer of duodenum, Aliud definitum, perforatione non indicata"
38700,224,0.05158%,"Muut korvan ja kartiolisäkkeen taudit, Cholesteatoma auris","Other disease of ear and mastoid process, Cholesteatoma of ear"
98000,223,0.05135%,"Alkoholin myrkkyvaikutus, Etyylialkoholi",NA
84000,222,0.05112%,Hartian ja olkavarren yläosan nyrjähtäminen,Sprains and strains of shoulder and upper arm
45400,221,0.05089%,"Suonikohjut alaraajoissa, Ulcus varicosum cruris","Varicose veins of lower extremities, With ulcer"
38400,220,0.05066%,"Muut korvatulehdukset, Rhinosalpingitis (otosalpingitis) acuta","Other inflammatory diseases of ear, Rhinosalpingitis (otosalpingitis) acuta"
79020,220,0.05066%,"Hermostuneisuus ja heikkos, Depressio mentis","Nervousness and debility, Depression"
78200,218,0.05020%,"Verenkiertoelinten ja imusuoniston oireet, Cardialgia","Symptoms referable to cardiovascular and lymphatic system, Precordial pain"
62600,217,0.04997%,"Kuukautishäiriöt, Amenorrhoea","Disorders of menstruation, Absent"
66030,217,0.04997%,"Pää edellä, niska- tai takaraivotarjonta",Occipital presentation
59012,215,0.04950%,"Munuaisen tartuntataudit, Pyelocystitis","Infections of kidney, Pyelocystitis"
48601,214,0.04927%,Tarkemmin määrittelemätön keuhkokuume ja sen aiheuttama pleuraärsytys,NA
58099,214,0.04927%,Äkillinen munuaistulehdus,Acute nephritis
67790,214,0.04927%,"Muu tai tarkemmin määrittelemätön lapsivuoteisen lisätauti, Retentio placentae partialis","Other and unspecified complications of the puerperium, Retentio placentae partialis"
78159,214,0.04927%,"Muut hermoston ja eräiden aistinelinten oireet, Muu tai tarkemmin määrittelemätön puhehäiriö","Other symptoms referable to nervous system and special senses, Laesio loquendi alia sive NUD"
56400,213,0.04904%,"Suoliston toiminuallinen häiriö, Obstipatio chronica","Functional disorders of intestines, Constipation"
05697,212,0.04881%,"Vihurirokko, Suspecta","Rubella, Suspecta"
29800,211,0.04858%,"Muu mielisairaus, Reactiva depressiva","Other psychoses, Reactive depressive psychosis"
29899,211,0.04858%,"Muu mielisairaus, Reactiva NUD","Other psychoses, Reactive psychosis, unspecified"
88310,211,0.04858%,"Haava yhdessä tai useammassa sormessa, Komplisoitunut","Open wound of finger(s), Complicated"
50808,210,0.04835%,"Muut taudit ylemmissä hengitysteissä, Alii definiti","Other diseases of upper respiratory tract, Alii definiti"
63998,210,0.04835%,"Muut raskauden ja lapsivuoteuden aikaiset myrkytystilat, Alia definitae","Other toxaemias of pregnancy and the puerperium, Alia definitae"
67009,210,0.04835%,"Lapsivuodekuume, NUD","Sepsis of childbirth and the puerperium, Unspecified"
32099,209,0.04812%,"Aivokalvontulehdus, NUD","Meningitis, With no organism specified as cause"
63491,208,0.04789%,"Muut raskaudenajan lisätaudit, Incompatibilitas systematis Rh","Other complications of pregnancy, Incompatibilitas systematis Rh"
99898,208,0.04789%,"Muut kirurgisiin toimenpiteisiin liittyvät komplikaatiot, Muut komplikaatiot kirurgisten toimenpiteiden yhteydessä",NA
30010,207,0.04766%,"Neuroosi, Hysterica","Neuroses, Hysterical neurosis"
42790,207,0.04766%,"Oireiset sydäntaudit, Tachycardia paroxysmalis auricularis","Symptomatic heart disease, Tachycardia paroxysmalis auricularis"
