Code	DF6_Freq	Latin	Finnish	Swedish	English	Uncertain_language	Needs_LAT_trans	Finnish_requires_review	Needs_FIN_trans	English_requires_review	needs_ENG_trans	Comments
01729	0	Tuberculosis aliorum organorum, Oculi NUD	Muiden elinten tuberkuloosi, Oculi NUD		Tuberculosis of other organs, Oculi NUD		0	1	0	1	0	
01731	3	Tuberculosis aliorum organorum, Otitis media tuberculosa	Muiden elinten tuberkuloosi, Otitis media tuberculosa		Tuberculosis of other organs, Otitis media tuberculosa		0	1	0	1	0	
01732	0	Tuberculosis aliorum organorum, Otitis alia tuberculosa	Muiden elinten tuberkuloosi, Otitis alia tuberculosa		Tuberculosis of other organs, Otitis alia tuberculosa		0	1	0	1	0	
01739	0	Tuberculosis aliorum organorum, Auria NUD	Muiden elinten tuberkuloosi, Auria NUD		Tuberculosis of other organs, Auria NUD		0	1	0	1	0	
01791	0	Tuberculosis aliorum organorum, Pericardii	Muiden elinten tuberkuloosi, Pericardii		Tuberculosis of other organs, Pericardii		0	1	0	1	0	
01793	0	Tuberculosis aliorum organorum, Cavi oris	Muiden elinten tuberkuloosi, Cavi oris		Tuberculosis of other organs, Cavi oris		0	1	0	1	0	
01794	9	Tuberculosis aliorum organorum, Hepatitis, lienis	Muiden elinten tuberkuloosi, Hepatitis, lienis		Tuberculosis of other organs, Hepatitis, lienis		0	1	0	1	0	
01795	0	Tuberculosis aliorum organorum, Glandulae suprarenalis	Muiden elinten tuberkuloosi, Glandulae suprarenalis		Tuberculosis of other organs, Glandulae suprarenalis		0	1	0	1	0	
01796	1	Tuberculosis aliorum organorum, Aliorum organorum	Muiden elinten tuberkuloosi, Aliorum organorum		Tuberculosis of other organs, Aliorum organorum		0	1	0	1	0	
01797	21	Tuberculosis aliorum organorum, Suspecta	Muiden elinten tuberkuloosi, Suspecta		Tuberculosis of other organs, Suspecta		0	1	0	1	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
018	0	Tuberculosis disseminata	Yleistuberkuloosi (miliaarituberkuloosi)	Disseminerad tuberkulos (miliartuberkulos)	Disseminated tuberculosis		0	0	0	0	0	
	NA						0	0	0	0	0	
01800	1	Tuberculosis disseminata, Acuta, non pulmonalis	Yleistuberkuloosi (miliaarituberkuloosi), Acuta, non pulmonalis		Disseminated tuberculosis, Acute miliary tuberculosis specified as nonpulmonary		0	1	0	0	0	
01810	2	Tuberculosis disseminata, Acuta, NUD	Yleistuberkuloosi (miliaarituberkuloosi), Acuta, NUD		Disseminated tuberculosis, Acute miliary tuberculosis unspecified		0	1	0	0	0	
01898	0	Tuberculosis disseminata, Alia, chronica inclusa	Yleistuberkuloosi (miliaarituberkuloosi), Alia, chronica inclusa		Other forms of disseminated tuberculosis		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
019	0	Tuberculosis sequelae	Tuberkuloosin jälkitila	Sena besvär av tuberkulos	Late effects of tuberculosis		0	0	0	0	0	
	NA						0	0	0	0	0	
01900	3	Tuberculosis sequelae, Bronchiectasia	Tuberkuloosin jälkitila, Bronchiectasia		Late effects of tuberculosis, Bronchiectasia		0	1	0	1	0	
01901	8	Tuberculosis sequelae, Emphysema	Tuberkuloosin jälkitila, Emphysema		Late effects of tuberculosis, Emphysema		0	1	0	1	0	
01902	9	Tuberculosis sequelae, Atelectasis pulmonis	Tuberkuloosin jälkitila, Atelectasis pulmonis		Late effects of tuberculosis, Atelectasis pulmonis		0	1	0	1	0	
01903	4	Tuberculosis sequelae, Fibrosis pulmonum	Tuberkuloosin jälkitila, Fibrosis pulmonum		Late effects of tuberculosis, Fibrosis pulmonum		0	1	0	1	0	
01904	9	Tuberculosis sequelae, Adhaesiones pleurae	Tuberkuloosin jälkitila, Adhaesiones pleurae		Late effects of tuberculosis, Adhaesiones pleurae		0	1	0	1	0	
01908	35	Tuberculosis sequelae, Sequelae aliae o tuberculosis organorum respirationis	Tuberkuloosin jälkitila, Sequelae aliae o tuberculosis organorum respirationis		Late effects of tuberculosis, Sequelae aliae o tuberculosis organorum respirationis		0	1	0	1	0	
01909	10	Tuberculosis sequelae, Sequelae NUD o tuberculosis organorum respirationis	Tuberkuloosin jälkitila, Sequelae NUD o tuberculosis organorum respirationis		Late effects of tuberculosis, Sequelae NUD o tuberculosis organorum respirationis		0	1	0	1	0	
01910	6	Tuberculosis sequelae, Organorum systematis nervosi	Tuberkuloosin jälkitila, Organorum systematis nervosi		Late effects of tuberculosis, Of central nervous system		0	1	0	0	0	
01920	17	Tuberculosis sequelae, Hydronephrosis	Tuberkuloosin jälkitila, Hydronephrosis		Late effects of tuberculosis, Hydronephrosis		0	1	0	1	0	
01921	0	Tuberculosis sequelae, Strictura ureteris	Tuberkuloosin jälkitila, Strictura ureteris		Late effects of tuberculosis, Strictura ureteris		0	1	0	1	0	
01928	4	Tuberculosis sequelae, Sequelae aliae, organorum urogenitalium	Tuberkuloosin jälkitila, Sequelae aliae, organorum urogenitalium		Late effects of tuberculosis, Sequelae aliae, organorum urogenitalium		0	1	0	1	0	
01929	1	Tuberculosis sequelae, Sequelae NUD, organorum urogenitalium	Tuberkuloosin jälkitila, Sequelae NUD, organorum urogenitalium		Late effects of tuberculosis, Sequelae NUD, organorum urogenitalium		0	1	0	1	0	
01930	15	Tuberculosis sequelae, Columnae vertebralis	Tuberkuloosin jälkitila, Columnae vertebralis		Late effects of tuberculosis, Columnae vertebralis		0	1	0	1	0	
01931	8	Tuberculosis sequelae, Coxae	Tuberkuloosin jälkitila, Coxae		Late effects of tuberculosis, Coxae		0	1	0	1	0	
01932	0	Tuberculosis sequelae, Genus	Tuberkuloosin jälkitila, Genus		Late effects of tuberculosis, Genus		0	1	0	1	0	
01938	0	Tuberculosis sequelae, Aliorum ossium et articulorum	Tuberkuloosin jälkitila, Aliorum ossium et articulorum		Late effects of tuberculosis, Aliorum ossium et articulorum		0	1	0	1	0	
01939	0	Tuberculosis sequelae, Ossium et articulorum NUD	Tuberkuloosin jälkitila, Ossium et articulorum NUD		Late effects of tuberculosis, Ossium et articulorum NUD		0	1	0	1	0	
01990	2	Tuberculosis sequelae, Synecchia pericardii	Tuberkuloosin jälkitila, Synecchia pericardii		Late effects of tuberculosis, Synecchia pericardii		0	1	0	1	0	
01998	3	Tuberculosis sequelae, Aliorum organorum	Tuberkuloosin jälkitila, Aliorum organorum		Late effects of tuberculosis, Aliorum organorum		0	1	0	1	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
020-027	0	MORBI BACTERICI EX ORIGINE ANIMALI 	Eläinten tartuttamat bakteeritaudit	Djurburna bakteriesjukdomar	Zoonotic bacterial diseases		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
020	0	Pestis	Rutto	Pest	Plague		0	0	0	0	0	
	NA						0	0	0	0	0	
02000	0	Pestis, Budonica	Rutto, Budonica		Plague, Bubonic		0	1	0	0	0	
02010	0	Pestis, Pulmonalis	Rutto, Pulmonalis		Plague, Pulmonic		0	1	0	0	0	
02099	0	Pestis, NUD	Rutto, NUD		Plague, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
021	0	Tularaemia	Jänisrutto	Tularemi	Tularaemia		0	0	0	0	0	
	NA						0	0	0	0	0	
02100	6	Tularaemia, Glanduraris sive ulceroglandularis	Jänisrutto, Glanduraris sive ulceroglandularis		Tularaemia, Glanduraris sive ulceroglandularis		0	1	0	1	0	
02101	0	Tularaemia, Oculoglandularis	Jänisrutto, Oculoglandularis		Tularaemia, Oculoglandularis		0	1	0	1	0	
02102	0	Tularaemia, Typhoides	Jänisrutto, Typhoides		Tularaemia, Typhoides		0	1	0	1	0	
02106	2	Tularaemia, Alia	Jänisrutto, Alia		Tularaemia, Alia		0	1	0	1	0	
02107	3	Tularaemia, Suspecta	Jänisrutto, Suspecta		Tularaemia, Suspecta		0	1	0	1	0	
02109	4	Tularaemia, NUD	Jänisrutto, NUD		Tularaemia, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
022	0	Antrax	Pernarutto	Mjältbrand	Anthrax		0	0	0	0	0	
	NA						0	0	0	0	0	
02297	0	Antrax, Suspectus	Pernarutto, Suspectus		Anthrax, Suspectus		0	1	0	1	0	
02299	0	Antrax, NUD	Pernarutto, NUD		Anthrax, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
023	0	Brucellosis	Luomatauti	Brucellos (undulantfeber)	Brucellosis		0	0	0	0	0	
	NA						0	0	0	0	0	
02300	0	Brucellosis, Causa brucella melitensis	Luomatauti, Causa brucella melitensis		Brucellosis, Brucella melitensis		0	1	0	0	0	
02310	0	Brucellosis, Causa brucella abortus	Luomatauti, Causa brucella abortus		Brucellosis, Brucella abortus		0	1	0	0	0	
02320	0	Brucellosis, Causa brucella suis	Luomatauti, Causa brucella suis		Brucellosis, Brucella suis		0	1	0	0	0	
02397	2	Brucellosis, Suspecta	Luomatauti, Suspecta		Brucellosis, Suspecta		0	1	0	1	0	
02399	0	Brucellosis, NUD	Luomatauti, NUD		Brucellosis, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
024	0	Malleus	Räkätauti	Rots	Glanders		0	0	0	0	0	
	NA						0	0	0	0	0	
02499	0	Malleus	Räkätauti	Rots	Glanders		0	0	0	0	0	
	NA						0	0	0	0	0	
025	0					Melioidosis__Melioidos	1	1	1	1	1	
	NA						0	0	0	0	0	
02599	0					Melioidosis__Melioidos	1	1	1	1	1	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
026	0	Febris morsus muris	Rotanpuremakuume	Råttbettsfeber	Rat-bite fever		0	0	0	0	0	
	NA						0	0	0	0	0	
02600	1	Febris morsus muris, Per spirillum minus	Rotanpuremakuume, Per spirillum minus		Rat-bite fever, Per spirillum minus		0	1	0	1	0	
02601	0	Febris morsus muris, Per spirochaetam morsus muris	Rotanpuremakuume, Per spirochaetam morsus muris		Rat-bite fever, Per spirochaetam morsus muris		0	1	0	1	0	
02610	0	Febris morsus muris, Per streptobacillum moniliformem	Rotanpuremakuume, Per streptobacillum moniliformem		Rat-bite fever, Spirillum minus		0	1	0	0	0	
02699	1	Febris morsus muris, NUD	Rotanpuremakuume, NUD		Rat-bite fever, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
027	0	Morbi bacterici ex originae animali alia	Muut eläinten tartuttamat bakteeritaudit	Andra djurburna bakteriesjukdomar	Other zoonotic bacterial diseases		0	0	0	0	0	
	NA						0	0	0	0	0	
02700	0	Morbi bacterici ex originae animali alia, Granulomatosis infantiseptica	Muut eläinten tartuttamat bakteeritaudit, Granulomatosis infantiseptica		Other zoonotic bacterial diseases, Granulomatosis infantiseptica		0	1	0	1	0	
02701	1	Morbi bacterici ex originae animali alia, Meningoencephalitis listerica	Muut eläinten tartuttamat bakteeritaudit, Meningoencephalitis listerica		Other zoonotic bacterial diseases, Meningoencephalitis listerica		0	1	0	1	0	
02708	3	Morbi bacterici ex originae animali alia, Listeriosis alia	Muut eläinten tartuttamat bakteeritaudit, Listeriosis alia		Other zoonotic bacterial diseases, Listeriosis alia		0	1	0	1	0	
02709	3	Morbi bacterici ex originae animali alia, Listeriosis NUD	Muut eläinten tartuttamat bakteeritaudit, Listeriosis NUD		Other zoonotic bacterial diseases, Listeriosis NUD		0	1	0	1	0	
02710	1	Morbi bacterici ex originae animali alia, Infectio erysipeloidis	Muut eläinten tartuttamat bakteeritaudit, Infectio erysipeloidis		Other zoonotic bacterial diseases, Erysipelothrix infection		0	1	0	0	0	
02798	0	Morbi bacterici ex originae animali alia, Alii	Muut eläinten tartuttamat bakteeritaudit, Alii		Other zoonotic bacterial diseases, Other		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
030-039	0	MORBI BACTERICI ALII 	Muut bakteeritaudit	Övriga bakteriesjukdomar	Other bacterial diseases		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
030	0	Lepra	Spitaali	Spetälska	Leprosy		0	0	0	0	0	
	NA						0	0	0	0	0	
03000	1	Lepra, Lepromatosa	Spitaali, Lepromatosa		Leprosy, Lepromatous		0	1	0	0	0	
03010	0	Lepra, Tuberculoides	Spitaali, Tuberculoides		Leprosy, Tuberculoid		0	1	0	0	0	
03020	0	Lepra, Indeterminata	Spitaali, Indeterminata		Leprosy, Indeterminate		0	1	0	0	0	
03030	0	Lepra, Intermedia	Spitaali, Intermedia		Leprosy, Borderline		0	1	0	0	0	
03097	0	Lepra, Suspecta	Spitaali, Suspecta		Leprosy, Suspecta		0	1	0	1	0	
03098	0	Lepra, Alia	Spitaali, Alia		Leprosy, Alia		0	1	0	1	0	
03099	0	Lepra, NUD	Spitaali, NUD		Leprosy, Other and unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
031	0	Morbi mycobacterice alii			Other diseases due to Mycobacteria		0	1	1	0	0	
	NA						0	0	0	0	0	
03199	47	Morbi mycobacterice alii			Other diseases due to Mycobacteria, Other and unspecified		0	1	1	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
032	0	Diphteria	Kurkkumätä	Difteri	Diphtheria		0	0	0	0	0	
	NA						0	0	0	0	0	
03297	0	Diphteria, Suspecta	Kurkkumätä, Suspecta		Diphtheria, Suspecta		0	1	0	1	0	
03299	1	Diphteria, NUD	Kurkkumätä, NUD		Diphtheria, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
033	0	Pertussis	Hinkuyskä	Kikhosta	Whooping cough		0	0	0	0	0	
	NA						0	0	0	0	0	
03300	14	Pertussis, Causa bacilli pertussis	Hinkuyskä, Causa bacilli pertussis		Whooping cough, Bordetalla Pertussis		0	1	0	0	0	
03310	0	Pertussis, Causa bacilli parapertussis	Hinkuyskä, Causa bacilli parapertussis		Whooping cough, Bordetalla parapertussis		0	1	0	0	0	
03390	1	Pertussis, Status post pertussim	Hinkuyskä, Status post pertussim		Whooping cough, Status post pertussim		0	1	0	1	0	
03396	0	Pertussis, Alia	Hinkuyskä, Alia		Whooping cough, Alia		0	1	0	1	0	
03397	12	Pertussis, Suspecta	Hinkuyskä, Suspecta		Whooping cough, Suspecta		0	1	0	1	0	
03399	9	Pertussis, NUD	Hinkuyskä, NUD		Whooping cough, Other and unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
034	0	Tonsillitis streptococcia et scarlatina	Streptokokin aiheuttama kitarisatulehdus ja tulirokko	Streptokocktonsillit och scharlakansfeber	Streptococcal sore throat and scarlet fever		0	0	0	0	0	
	NA						0	0	0	0	0	
03400	520	Tonsillitis streptococcia et scarlatina, Tonsillitis streptococcica	Streptokokin aiheuttama kitarisatulehdus ja tulirokko, Tonsillitis streptococcica		Streptococcal sore throat and scarlet fever, Streptococcal sore throat		0	1	0	0	0	
03410	6	Tonsillitis streptococcia et scarlatina, Scarlatina cum complicatione	Streptokokin aiheuttama kitarisatulehdus ja tulirokko, Scarlatina cum complicatione		Streptococcal sore throat and scarlet fever, Scarlatina cum complicatione		0	1	0	1	0	
03417	19	Tonsillitis streptococcia et scarlatina, Scarlatina suspecta	Streptokokin aiheuttama kitarisatulehdus ja tulirokko, Scarlatina suspecta		Streptococcal sore throat and scarlet fever, Scarlatina suspecta		0	1	0	1	0	
03419	52	Tonsillitis streptococcia et scarlatina, Scarlatina NUD	Streptokokin aiheuttama kitarisatulehdus ja tulirokko, Scarlatina NUD		Streptococcal sore throat and scarlet fever, Scarlatina NUD		0	1	0	1	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
035	0	Erysipelas	Ruusu	Rosfeber	Erysipelas		0	0	0	0	0	
	NA						0	0	0	0	0	
03599	439	Erysipelas	Ruusu	Rosfeber	Erysipelas		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
036	0	Infection meningococcica	Tarttuva aivokalvontulehdus (meningokkokien aiheuttama)	Meningokockinfektion	Meningococcal infection		0	0	0	0	0	
	NA						0	0	0	0	0	
03600	69	Infection meningococcica, Meningitis meningococcica	Tarttuva aivokalvontulehdus (meningokkokien aiheuttama), Meningitis meningococcica		Meningococcal infection, Meningococcal meningitis		0	1	0	0	0	
03610	9	Infection meningococcica, Meningococcaemia acuta sive non definita	Tarttuva aivokalvontulehdus (meningokkokien aiheuttama), Meningococcaemia acuta sive non definita		Meningococcal infection, Meningococcaemia acuta sive non definita		0	1	0	1	0	
03611	4	Infection meningococcica, Syndroma Waterhouse-Friedrichsen	Tarttuva aivokalvontulehdus (meningokkokien aiheuttama), Syndroma Waterhouse-Friedrichsen		Meningococcal infection, Syndroma Waterhouse-Friedrichsen		0	1	0	1	0	
03612	0	Infection meningococcica, Meningococcaemia chronica	Tarttuva aivokalvontulehdus (meningokkokien aiheuttama), Meningococcaemia chronica		Meningococcal infection, Meningococcaemia chronica		0	1	0	1	0	
03680	2	Infection meningococcica, Alia	Tarttuva aivokalvontulehdus (meningokkokien aiheuttama), Alia		Other forms of meningococcal infection		0	1	0	0	0	
03697	5	Infection meningococcica, Suspecta	Tarttuva aivokalvontulehdus (meningokkokien aiheuttama), Suspecta		Meningococcal infection, Suspecta		0	1	0	1	0	
03699	3	Infection meningococcica, NUD	Tarttuva aivokalvontulehdus (meningokkokien aiheuttama), NUD		Meningococcal infection, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
037	0	Tetanus	Jäykkäkouristus	Stelkramp	Tetanus		0	0	0	0	0	
	NA						0	0	0	0	0	
03799	3	Tetanus	Jäykkäkouristus	Stelkramp	Tetanus		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
038	0	Septichaemia	Verenmyrkytys	Sepsis	Septicaemia		0	0	0	0	0	
	NA						0	0	0	0	0	
03800	21	Septichaemia, Streptococcica	Verenmyrkytys, Streptococcica		Septicaemia, Streptococcal		0	1	0	0	0	
03810	45	Septichaemia, Staphylococcica	Verenmyrkytys, Staphylococcica		Septicaemia, Staphylococcal		0	1	0	0	0	
03820	21	Septichaemia, Pneumococcica	Verenmyrkytys, Pneumococcica		Septicaemia, Pneumococcal		0	1	0	0	0	
03880	24	Septichaemia, Escherichia coli	Verenmyrkytys, Escherichia coli		Septicaemia, Escherichia coli		0	1	0	1	0	
03888	30	Septichaemia, E micriobosibus aliis definitis	Verenmyrkytys, E micriobosibus aliis definitis		Septicaemia, E micriobosibus aliis definitis		0	1	0	1	0	
03897	44	Septichaemia, Suspecta	Verenmyrkytys, Suspecta		Septicaemia, Suspecta		0	1	0	1	0	
03899	39	Septichaemia, NUD	Verenmyrkytys, NUD		Septicaemia, Unspecified		0	1	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
039	0	Morbi bacterici alii	Muut bakteeritaudit	Andra bakteriesjukdomar	Other bacterial diseases		0	0	0	0	0	
	NA						0	0	0	0	0	
03900	4	Morbi bacterici alii, Gangrena emphysematosa	Muut bakteeritaudit, Kaasukuolio	Andra bakteriesjukdomar, Gasbrand	Other bacterial diseases, Gas gangrene		0	0	0	0	0	
03910	1	Morbi bacterici alii, Rhinoseleroma	Muut bakteeritaudit, Rhinoseleroma		Other bacterial diseases, Rhinoscleroma		0	1	0	0	0	
03990	14	Morbi bacterici alii, Infectio staphylococcica aurea	Muut bakteeritaudit, Infectio staphylococcica aurea		Other bacterial diseases, Infectio staphylococcica aurea		0	1	0	1	0	
03991	10	Morbi bacterici alii, Infectio Yersinia (Pasteurella) pseudotuberculosa	Muut bakteeritaudit, Infectio Yersinia (Pasteurella) pseudotuberculosa		Other bacterial diseases, Infectio Yersinia (Pasteurella) pseudotuberculosa		0	1	0	1	0	
03992	92	Morbi bacterici alii, Infectio Yersinia (Pasteurella) enterocolitica	Muut bakteeritaudit, Infectio Yersinia (Pasteurella) enterocolitica		Other bacterial diseases, Infectio Yersinia (Pasteurella) enterocolitica		0	1	0	1	0	
03993	10	Morbi bacterici alii, Infectio Yersinia (Pasteurella) alia	Muut bakteeritaudit, Infectio Yersinia (Pasteurella) alia		Other bacterial diseases, Infectio Yersinia (Pasteurella) alia		0	1	0	1	0	
03998	54	Morbi bacterici alii, Alii	Muut bakteeritaudit, Alii		Other bacterial diseases, Alii		0	1	0	1	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
040-046	0	POLIOMYELITIS ET ALIAE ENTEROVIROSES SYSTEMATIS NERVOSI 	Polio (lapsihalvaus) ja muut hermoston enterovirustaudit	Polio och andra enteroviroser i nervsystemet	Poliomyelitis and other enterovirus diseases of central nervous system		0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
040	0	Poliomyelitis bulbaris acuta	Äkillinen ydinjatkospolio	Akut bulbär polio	Acute paralytic poliomyelitis specified as bulbar		0	0	0	0	0	
	NA						0	0	0	0	0	
04000	0	Poliomyelitis bulbaris acuta, Cum paralysi spinali	Äkillinen ydinjatkospolio, Cum paralysi spinali		Acute paralytic poliomyelitis specified as bulbar, Cum paralysi spinali		0	1	0	1	0	
04001	0	Poliomyelitis bulbaris acuta, Cum encephalitide	Äkillinen ydinjatkospolio, Cum encephalitide		Acute paralytic poliomyelitis specified as bulbar, Cum encephalitide		0	1	0	1	0	
04007	0	Poliomyelitis bulbaris acuta, Suspecta	Äkillinen ydinjatkospolio, Suspecta		Acute paralytic poliomyelitis specified as bulbar, Suspecta		0	1	0	1	0	
